time_s,gaze_x,gaze_y,raw_x,raw_y,pitch_deg,yaw_deg,ear,blink,face_detected,calibrated,calib_mgae_deg,calib_rmse,calib_point_idx,calib_target_x,calib_target_y,X_feat,Y_feat,loo_mgae_deg,loo_euc_cm,loo_euc_x_cm,loo_euc_y_cm,tap_target_x,tap_target_y
0.821,,,,,,,,,0,0,,,,,,,,,,,,,
0.957,,,,,,,,,0,0,,,,,,,,,,,,,
0.999,,,,,,,,,0,0,,,,,,,,,,,,,
1.059,,,,,,,,,0,0,,,,,,,,,,,,,
1.095,,,,,,,,,0,0,,,,,,,,,,,,,
1.140,,,,,,,,,0,0,,,,,,,,,,,,,
1.166,,,,,,,,,0,0,,,,,,,,,,,,,
1.194,,,,,,,,,0,0,,,,,,,,,,,,,
1.251,,,,,,,,,0,0,,,,,,,,,,,,,
1.300,,,,,,,,,0,0,,,,,,,,,,,,,
1.340,,,,,,,,,0,0,,,,,,,,,,,,,
1.366,,,,,,,,,0,0,,,,,,,,,,,,,
1.425,,,,,,,,,0,0,,,,,,,,,,,,,
1.466,,,,,,,,,0,0,,,,,,,,,,,,,
1.514,,,,,,,,,0,0,,,,,,,,,,,,,
1.582,,,,,,,,,0,0,,,,,,,,,,,,,
1.625,,,,,,,,,0,0,,,,,,,,,,,,,
1.652,,,,,,,,,0,0,,,,,,,,,,,,,
1.678,,,,,,,,,0,0,,,,,,,,,,,,,
1.726,,,,,,,,,0,0,,,,,,,,,,,,,
1.762,,,,,,,,,0,0,,,,,,,,,,,,,
1.789,,,,,,,,,0,0,,,,,,,,,,,,,
1.831,,,,,,,,,0,0,,,,,,,,,,,,,
1.881,,,,,,,,,0,0,,,,,,,,,,,,,
1.919,,,,,,,,,0,0,,,,,,,,,,,,,
1.958,,,,,,,,,0,0,,,,,,,,,,,,,
1.990,,,,,,,,,0,0,,,,,,,,,,,,,
2.045,,,,,,,,,0,0,,,,,,,,,,,,,
2.078,,,,,,,,,0,0,,,,,,,,,,,,,
2.112,,,,,,,,,0,0,,,,,,,,,,,,,
2.147,,,,,,,,,0,0,,,,,,,,,,,,,
2.197,,,,,,,,,0,0,,,,,,,,,,,,,
2.231,,,,,,,,,0,0,,,,,,,,,,,,,
2.261,,,,,,,,,0,0,,,,,,,,,,,,,
2.310,,,,,,,,,0,0,,,,,,,,,,,,,
2.340,,,,,,,,,0,0,,,,,,,,,,,,,
2.363,,,,,,,,,0,0,,,,,,,,,,,,,
2.389,,,,,,,,,0,0,,,,,,,,,,,,,
2.432,,,,,,,,,0,0,,,,,,,,,,,,,
2.469,,,,,,,,,0,0,,,,,,,,,,,,,
2.492,,,,,,,,,0,0,,,,,,,,,,,,,
2.521,,,,,,,,,0,0,,,,,,,,,,,,,
2.549,,,,,,,,,0,0,,,,,,,,,,,,,
2.580,,,,,,,,,0,0,,,,,,,,,,,,,
2.605,,,,,,,,,0,0,,,,,,,,,,,,,
2.652,,,,,,,,,0,0,,,,,,,,,,,,,
2.695,,,,,,,,,0,0,,,,,,,,,,,,,
2.756,,,,,,,,,0,0,,,,,,,,,,,,,
2.786,,,,,,,,,0,0,,,,,,,,,,,,,
