time_s,gaze_x,gaze_y,raw_x,raw_y,pitch_deg,yaw_deg,ear,blink,face_detected,calibrated,calib_mgae_deg,calib_rmse
3.214,0.5000,0.5000,0.5000,0.5000,-33.45,-1.40,0.262,,1,0,,
3.261,0.5000,0.5000,0.5000,0.5000,-30.15,-0.44,0.255,,1,0,,
3.294,0.5000,0.5000,0.5000,0.5000,-28.04,0.07,0.267,,1,0,,
3.328,0.5000,0.5000,0.5000,0.5000,-40.66,1.24,0.225,,1,0,,
3.359,0.5000,0.5000,0.5000,0.5000,-49.18,-1.86,0.224,,1,0,,
3.391,0.5000,0.5000,0.5000,0.5000,-46.91,-1.72,0.224,,1,0,,
3.424,0.5000,0.5000,0.5000,0.5000,-44.76,-1.77,0.242,,1,0,,
3.454,0.5000,0.5000,0.5000,0.5000,-42.81,-1.80,0.245,,1,0,,
3.485,0.5000,0.5000,0.5000,0.5000,-40.66,-1.76,0.250,,1,0,,
3.517,0.5000,0.5000,0.5000,0.5000,-38.49,-1.74,0.227,,1,0,,
3.550,0.5000,0.5000,0.5000,0.5000,-36.39,-1.71,0.237,,1,0,,
3.582,0.5000,0.5000,0.5000,0.5000,-34.38,-1.66,0.220,,1,0,,
3.613,0.5000,0.5000,0.5000,0.5000,-32.53,-1.56,0.218,,1,0,,
3.646,0.5000,0.5000,0.5000,0.5000,-30.86,-1.46,0.200,,1,0,,
3.678,0.5000,0.5000,0.5000,0.5000,-29.28,-1.47,0.198,,1,0,,
3.710,0.5000,0.5000,0.5000,0.5000,-27.72,-1.38,0.185,,1,0,,
3.744,0.5000,0.5000,0.5000,0.5000,-26.23,-1.29,0.191,,1,0,,
3.775,0.5000,0.5000,0.5000,0.5000,-24.94,-1.18,0.184,,1,0,,
3.859,0.5000,0.5000,0.5000,0.5000,-22.18,-0.92,0.166,,1,0,,
3.882,0.5000,0.5000,0.5000,0.5000,-21.37,-0.87,0.163,,1,0,,
3.907,0.5000,0.5000,0.5000,0.5000,-20.67,-0.77,0.155,,1,0,,
3.928,0.5000,0.5000,0.5000,0.5000,-20.01,-0.74,0.144,,1,0,,
3.954,0.5000,0.5000,0.5000,0.5000,-19.40,-0.71,0.140,,1,0,,
3.982,0.5000,0.5000,0.5000,0.5000,-18.65,-0.71,0.142,,1,0,,
4.013,0.5000,0.5000,0.5000,0.5000,-18.02,-0.64,0.144,,1,0,,
4.047,0.5000,0.5000,0.5000,0.5000,-17.35,-0.61,0.152,,1,0,,
4.079,0.5000,0.5000,0.5000,0.5000,-16.84,-0.59,0.113,,1,0,,
4.113,0.5000,0.5000,0.5000,0.5000,-16.38,-0.56,0.129,,1,0,,
4.141,0.5000,0.5000,0.5000,0.5000,-15.94,-0.55,0.128,,1,0,,
4.175,0.5000,0.5000,0.5000,0.5000,-15.48,-0.57,0.113,,1,0,,
4.240,0.5000,0.5000,0.5000,0.5000,-14.76,-0.55,0.085,,1,0,,
4.271,0.5000,0.5000,0.5000,0.5000,-14.43,-0.57,0.094,,1,0,,
4.302,0.5000,0.5000,0.5000,0.5000,-14.12,-0.59,0.099,,1,0,,
4.334,0.5000,0.5000,0.5000,0.5000,-13.78,-0.57,0.098,,1,0,,
4.383,0.5000,0.5000,0.5000,0.5000,-13.44,-0.60,0.108,,1,0,,
4.414,0.5000,0.5000,0.5000,0.5000,-13.24,-0.67,0.117,,1,0,,
4.438,0.5000,0.5000,0.5000,0.5000,-13.09,-0.71,0.115,,1,0,,
4.459,0.5000,0.5000,0.5000,0.5000,-12.93,-0.74,0.117,,1,0,,
4.480,0.5000,0.5000,0.5000,0.5000,-12.77,-0.76,0.109,,1,0,,
4.511,0.5000,0.5000,0.5000,0.5000,-12.51,-0.77,0.124,,1,0,,
4.545,0.5000,0.5000,0.5000,0.5000,-12.28,-0.76,0.129,,1,0,,
4.575,0.5000,0.5000,0.5000,0.5000,-12.04,-0.74,0.174,,1,0,,
4.643,0.5000,0.5000,0.5000,0.5000,-11.48,-0.67,0.223,,1,0,,
4.670,0.5000,0.5000,0.5000,0.5000,-11.30,-0.73,0.232,,1,0,,
4.702,0.5000,0.5000,0.5000,0.5000,-11.06,-0.80,0.237,,1,0,,
4.734,0.5000,0.5000,0.5000,0.5000,-10.80,-0.85,0.250,,1,0,,
4.766,0.5000,0.5000,0.5000,0.5000,-10.53,-0.86,0.249,,1,0,,
4.799,0.5000,0.5000,0.5000,0.5000,-10.28,-0.80,0.237,,1,0,,
4.830,0.5000,0.5000,0.5000,0.5000,-10.01,-0.72,0.246,,1,0,,
4.862,0.5000,0.5000,0.5000,0.5000,-9.79,-0.65,0.253,,1,0,,
4.895,0.5000,0.5000,0.5000,0.5000,-9.59,-0.61,0.255,,1,0,,
4.927,0.5000,0.5000,0.5000,0.5000,-9.48,-0.58,0.238,,1,0,,
4.974,0.5000,0.5000,0.5000,0.5000,-27.03,-1.79,0.219,,1,0,,
5.008,0.5000,0.5000,0.5000,0.5000,-38.16,-5.94,0.219,,1,0,,
5.038,0.5000,0.5000,0.5000,0.5000,-36.10,-4.85,0.201,,1,0,,
5.069,0.5000,0.5000,0.5000,0.5000,-34.43,-4.12,0.215,,1,0,,
5.102,0.5000,0.5000,0.5000,0.5000,-32.80,-3.68,0.223,,1,0,,
5.134,0.5000,0.5000,0.5000,0.5000,-31.48,-3.34,0.227,,1,0,,
5.165,0.5000,0.5000,0.5000,0.5000,-30.31,-2.99,0.230,,1,0,,
5.198,0.5000,0.5000,0.5000,0.5000,-29.15,-2.64,0.230,,1,0,,
5.230,0.5000,0.5000,0.5000,0.5000,-27.99,-2.37,0.224,,1,0,,
5.263,0.5000,0.5000,0.5000,0.5000,-26.75,-2.14,0.213,,1,0,,
5.294,0.5000,0.5000,0.5000,0.5000,-25.65,-1.95,0.215,,1,0,,
5.326,0.5000,0.5000,0.5000,0.5000,-24.48,-1.72,0.222,,1,0,,
5.359,0.5000,0.5000,0.5000,0.5000,-23.31,-1.51,0.219,,1,0,,
5.392,0.5000,0.5000,0.5000,0.5000,-22.14,-1.36,0.219,,1,0,,
5.422,0.5000,0.5000,0.5000,0.5000,-21.17,-1.16,0.203,,1,0,,
5.455,0.5000,0.5000,0.5000,0.5000,-20.31,-0.95,0.177,,1,0,,
5.486,0.5000,0.5000,0.5000,0.5000,-19.61,-0.89,0.172,,1,0,,
5.534,0.5000,0.5000,0.5000,0.5000,-18.73,-0.80,0.162,,1,0,,
5.566,0.5000,0.5000,0.5000,0.5000,-18.12,-0.79,0.165,,1,0,,
5.597,0.5000,0.5000,0.5000,0.5000,-17.51,-0.81,0.163,,1,0,,
5.633,0.5000,0.5000,0.5000,0.5000,-16.99,-0.80,0.156,,1,0,,
5.662,0.5000,0.5000,0.5000,0.5000,-16.53,-0.72,0.168,,1,0,,
5.693,0.5000,0.5000,0.5000,0.5000,-16.05,-0.64,0.195,,1,0,,
5.728,0.5000,0.5000,0.5000,0.5000,-15.51,-0.66,0.209,,1,0,,
5.759,0.5000,0.5000,0.5000,0.5000,-15.04,-0.68,0.216,,1,0,,
5.791,0.5000,0.5000,0.5000,0.5000,-14.64,-0.72,0.225,,1,0,,
5.823,0.5000,0.5000,0.5000,0.5000,-14.30,-0.78,0.219,,1,0,,
5.856,0.5000,0.5000,0.5000,0.5000,-13.88,-0.90,0.238,,1,0,,
5.887,0.5000,0.5000,0.5000,0.5000,-13.55,-0.97,0.234,,1,0,,
5.918,0.5000,0.5000,0.5000,0.5000,-13.22,-0.99,0.228,,1,0,,
5.950,0.5000,0.5000,0.5000,0.5000,-12.95,-1.00,0.214,,1,0,,
5.983,0.5000,0.5000,0.5000,0.5000,-12.83,-1.00,0.182,,1,0,,
6.014,0.5000,0.5000,0.5000,0.5000,-12.70,-1.01,0.203,,1,0,,
6.046,0.5000,0.5000,0.5000,0.5000,-12.53,-1.01,0.204,,1,0,,
6.099,0.5000,0.5000,0.5000,0.5000,-12.38,-0.99,0.196,,1,0,,
6.126,0.5000,0.5000,0.5000,0.5000,-12.28,-0.94,0.199,,1,0,,
6.158,0.5000,0.5000,0.5000,0.5000,-12.18,-0.90,0.213,,1,0,,
6.190,0.5000,0.5000,0.5000,0.5000,-12.07,-0.85,0.213,,1,0,,
6.223,0.5000,0.5000,0.5000,0.5000,-12.03,-0.77,0.217,,1,0,,
6.256,0.5000,0.5000,0.5000,0.5000,-11.96,-0.68,0.230,,1,0,,
6.287,0.5000,0.5000,0.5000,0.5000,-11.92,-0.60,0.226,,1,0,,
6.317,0.5000,0.5000,0.5000,0.5000,-11.85,-0.50,0.222,,1,0,,
6.353,0.5000,0.5000,0.5000,0.5000,-11.80,-0.37,0.211,,1,0,,
6.382,0.5000,0.5000,0.5000,0.5000,-11.70,-0.27,0.226,,1,0,,
6.414,0.5000,0.5000,0.5000,0.5000,-11.50,-0.34,0.221,,1,0,,
6.446,0.5000,0.5000,0.5000,0.5000,-11.29,-0.30,0.212,,1,0,,
6.479,0.5000,0.5000,0.5000,0.5000,-11.17,-0.37,0.179,,1,0,,
6.510,0.5000,0.5000,0.5000,0.5000,-11.14,-0.44,0.172,,1,0,,
6.542,0.5000,0.5000,0.5000,0.5000,-11.05,-0.47,0.178,,1,0,,
6.575,0.5000,0.5000,0.5000,0.5000,-10.98,-0.42,0.184,,1,0,,
6.660,0.5000,0.5000,0.5000,0.5000,-10.88,-0.37,0.161,,1,0,,
6.687,0.5000,0.5000,0.5000,0.5000,-10.81,-0.38,0.164,,1,0,,
6.711,0.5000,0.5000,0.5000,0.5000,-10.74,-0.42,0.165,,1,0,,
6.733,0.5000,0.5000,0.5000,0.5000,-10.66,-0.48,0.172,,1,0,,
6.757,0.5000,0.5000,0.5000,0.5000,-10.61,-0.54,0.170,,1,0,,
6.782,0.5000,0.5000,0.5000,0.5000,-10.61,-0.55,0.157,,1,0,,
6.815,0.5000,0.5000,0.5000,0.5000,-10.61,-0.62,0.161,,1,0,,
6.846,0.5000,0.5000,0.5000,0.5000,-10.60,-0.68,0.167,,1,0,,
6.878,0.5000,0.5000,0.5000,0.5000,-10.58,-0.71,0.174,,1,0,,
6.911,0.5000,0.5000,0.5000,0.5000,-10.58,-0.76,0.163,,1,0,,
6.942,0.5000,0.5000,0.5000,0.5000,-10.55,-0.78,0.165,,1,0,,
6.975,0.5000,0.5000,0.5000,0.5000,-10.54,-0.79,0.166,,1,0,,
7.043,0.5000,0.5000,0.5000,0.5000,-10.40,-0.78,0.165,,1,0,,
7.070,0.5000,0.5000,0.5000,0.5000,-10.40,-0.80,0.148,,1,0,,
7.101,0.5000,0.5000,0.5000,0.5000,-10.36,-0.80,0.169,,1,0,,
7.135,0.5000,0.5000,0.5000,0.5000,-10.34,-0.83,0.188,,1,0,,
7.166,0.5000,0.5000,0.5000,0.5000,-10.34,-0.86,0.183,,1,0,,
7.198,0.5000,0.5000,0.5000,0.5000,-10.34,-0.80,0.180,,1,0,,
7.247,0.5000,0.5000,0.5000,0.5000,-10.35,-0.71,0.161,,1,0,,
7.279,0.5000,0.5000,0.5000,0.5000,-10.36,-0.70,0.171,,1,0,,
7.301,0.5000,0.5000,0.5000,0.5000,-10.37,-0.69,0.174,,1,0,,
7.323,0.5000,0.5000,0.5000,0.5000,-10.42,-0.72,0.173,,1,0,,
7.346,0.5000,0.5000,0.5000,0.5000,-10.51,-0.76,0.159,,1,0,,
7.376,0.5000,0.5000,0.5000,0.5000,-10.54,-0.83,0.160,,1,0,,
7.438,0.5000,0.5000,0.5000,0.5000,-10.47,-1.08,0.134,,1,0,,
7.470,0.5000,0.5000,0.5000,0.5000,-10.40,-1.08,0.126,,1,0,,
7.502,0.5000,0.5000,0.5000,0.5000,-51.72,-1.97,0.126,,1,0,,
7.536,0.5000,0.5000,0.5000,0.5000,-81.09,-2.60,0.116,,1,0,,
7.566,0.5000,0.5000,0.5000,0.5000,-34.57,-2.60,0.094,,1,0,,
7.598,0.5000,0.5000,0.5000,0.5000,-52.46,-2.54,0.089,,1,0,,
7.630,0.5000,0.5000,0.5000,0.5000,-14.69,-2.25,0.085,,1,0,,
7.662,0.5000,0.5000,0.5000,0.5000,20.58,-1.70,0.092,,1,0,,
7.695,0.5000,0.5000,0.5000,0.5000,50.55,-1.16,0.106,,1,0,,
7.728,0.5000,0.5000,0.5000,0.5000,75.82,-0.67,0.124,,1,0,,
7.761,0.5000,0.5000,0.5000,0.5000,83.32,-0.33,0.115,,1,0,,
7.808,0.5000,0.5000,0.5000,0.5000,62.63,-0.19,0.106,,1,0,,
7.840,0.5000,0.5000,0.5000,0.5000,51.68,-0.08,0.101,,1,0,,
7.872,0.5000,0.5000,0.5000,0.5000,42.25,-0.06,0.103,,1,0,,
7.903,0.5000,0.5000,0.5000,0.5000,34.47,-0.04,0.085,,1,0,,
7.935,0.5000,0.5000,0.5000,0.5000,60.25,0.01,0.099,,1,0,,
7.966,0.5000,0.5000,0.5000,0.5000,53.69,0.09,0.113,,1,0,,
7.998,0.5000,0.5000,0.5000,0.5000,47.24,0.14,0.111,,1,0,,
8.029,0.5000,0.5000,0.5000,0.5000,68.99,0.15,0.111,,1,0,,
8.062,0.5000,0.5000,0.5000,0.5000,79.00,0.16,0.108,,1,0,,
8.094,0.5000,0.5000,0.5000,0.5000,88.55,0.27,0.110,,1,0,,
8.127,0.5000,0.5000,0.5000,0.5000,84.55,0.35,0.118,,1,0,,
8.158,0.5000,0.5000,0.5000,0.5000,78.22,0.36,0.118,,1,0,,
8.193,0.5000,0.5000,0.5000,0.5000,71.00,0.31,0.108,,1,0,,
8.222,0.5000,0.5000,0.5000,0.5000,86.96,0.40,0.099,,1,0,,
8.259,0.5000,0.5000,0.5000,0.5000,57.07,0.42,0.093,,1,0,,
8.285,0.5000,0.5000,0.5000,0.5000,68.55,0.47,0.090,,1,0,,
8.319,0.5000,0.5000,0.5000,0.5000,41.15,0.43,0.101,,1,0,,
8.365,0.5000,0.5000,0.5000,0.5000,59.05,0.50,0.095,,1,0,,
8.398,0.5000,0.5000,0.5000,0.5000,33.66,0.36,0.096,,1,0,,
8.432,0.5000,0.5000,0.5000,0.5000,6.41,0.15,0.100,,1,0,,
8.462,0.5000,0.5000,0.5000,0.5000,24.00,0.30,0.094,,1,0,,
8.496,0.5000,0.5000,0.5000,0.5000,1.34,0.12,0.100,,1,0,,
8.527,0.5000,0.5000,0.5000,0.5000,15.27,0.30,0.104,,1,0,,
8.558,0.5000,0.5000,0.5000,0.5000,27.13,0.45,0.116,,1,0,,
8.590,0.5000,0.5000,0.5000,0.5000,12.09,0.25,0.110,,1,0,,
8.623,0.5000,0.5000,0.5000,0.5000,-6.39,0.04,0.120,,1,0,,
8.654,0.5000,0.5000,0.5000,0.5000,-24.59,-0.17,0.125,,1,0,,
8.687,0.5000,0.5000,0.5000,0.5000,-43.15,-0.40,0.126,,1,0,,
8.717,0.5000,0.5000,0.5000,0.5000,-59.22,-0.59,0.161,,1,0,,
8.753,0.5000,0.5000,0.5000,0.5000,-74.98,-0.79,0.175,,1,0,,
8.782,0.5000,0.5000,0.5000,0.5000,-86.55,-1.02,0.191,,1,0,,
8.815,0.5000,0.5000,0.5000,0.5000,-82.62,-1.00,0.189,,1,0,,
8.845,0.5000,0.5000,0.5000,0.5000,-73.36,-1.04,0.185,,1,0,,
8.879,0.5000,0.5000,0.5000,0.5000,-82.26,-0.87,0.173,,1,0,,
8.910,0.5000,0.5000,0.5000,0.5000,-89.09,-0.91,0.197,,1,0,,
8.959,0.5000,0.5000,0.5000,0.5000,-80.69,-0.95,0.220,,1,0,,
8.990,0.5000,0.5000,0.5000,0.5000,-77.32,-0.87,0.239,,1,0,,
9.023,0.5000,0.5000,0.5000,0.5000,-82.60,-0.96,0.249,,1,0,,
9.057,0.5000,0.5000,0.5000,0.5000,-88.85,-1.00,0.244,,1,0,,
9.087,0.5000,0.5000,0.5000,0.5000,-84.90,-1.00,0.241,,1,0,,
9.119,0.5000,0.5000,0.5000,0.5000,-78.47,-0.98,0.219,,1,0,,
9.150,0.5000,0.5000,0.5000,0.5000,-71.70,-0.81,0.218,,1,0,,
9.182,0.5000,0.5000,0.5000,0.5000,-65.87,-0.77,0.223,,1,0,,
9.214,0.5000,0.5000,0.5000,0.5000,-60.67,-0.72,0.225,,1,0,,
9.246,0.5000,0.5000,0.5000,0.5000,-55.54,-0.69,0.233,,1,0,,
9.278,0.5000,0.5000,0.5000,0.5000,-51.17,-0.62,0.233,,1,0,,
9.309,0.5000,0.5000,0.5000,0.5000,-47.36,-0.65,0.222,,1,0,,
9.341,0.5000,0.5000,0.5000,0.5000,-43.79,-0.59,0.223,,1,0,,
9.377,0.5000,0.5000,0.5000,0.5000,-40.68,-0.54,0.231,,1,0,,
9.442,0.5000,0.5000,0.5000,0.5000,-36.19,-0.47,0.214,,1,0,,
9.471,0.5000,0.5000,0.5000,0.5000,-34.25,-0.37,0.219,,1,0,,
9.517,0.5000,0.5000,0.5000,0.5000,-31.40,-0.38,0.205,,1,0,,
9.550,0.5000,0.5000,0.5000,0.5000,-29.72,-0.42,0.202,,1,0,,
9.573,0.5000,0.5000,0.5000,0.5000,-28.65,-0.43,0.203,,1,0,,
9.594,0.5000,0.5000,0.5000,0.5000,-27.61,-0.38,0.192,,1,0,,
9.619,0.5000,0.5000,0.5000,0.5000,-26.63,-0.34,0.188,,1,0,,
9.647,0.5000,0.5000,0.5000,0.5000,-54.65,-0.70,0.179,,1,0,,
9.678,0.5000,0.5000,0.5000,0.5000,-51.31,-0.72,0.158,,1,0,,
9.713,0.5000,0.5000,0.5000,0.5000,-48.41,-0.68,0.140,,1,0,,
9.743,0.5000,0.5000,0.5000,0.5000,-83.39,-1.00,0.147,,1,0,,
9.774,0.5000,0.5000,0.5000,0.5000,-54.61,-1.22,0.148,,1,0,,
9.838,0.5000,0.5000,0.5000,0.5000,12.25,-0.94,0.168,,1,0,,
9.870,0.5000,0.5000,0.5000,0.5000,41.08,-0.75,0.175,,1,0,,
9.904,0.5000,0.5000,0.5000,0.5000,16.68,-0.87,0.166,,1,0,,
9.935,0.5000,0.5000,0.5000,0.5000,41.06,-0.64,0.169,,1,0,,
9.966,0.5000,0.5000,0.5000,0.5000,62.82,-0.43,0.173,,1,0,,
9.998,0.5000,0.5000,0.5000,0.5000,81.67,-0.29,0.173,,1,0,,
10.032,0.5000,0.5000,0.5000,0.5000,81.20,-0.14,0.163,,1,0,,
10.077,0.5000,0.5000,0.5000,0.5000,63.04,-0.01,0.147,,1,0,,
10.111,0.5000,0.5000,0.5000,0.5000,52.40,0.11,0.145,,1,0,,
10.136,0.5000,0.5000,0.5000,0.5000,45.28,0.20,0.145,,1,0,,
10.158,0.5000,0.5000,0.5000,0.5000,39.40,0.26,0.140,,1,0,,
10.182,0.5000,0.5000,0.5000,0.5000,34.37,0.29,0.133,,1,0,,
10.238,0.5000,0.5000,0.5000,0.5000,24.92,0.27,0.147,,1,0,,
10.272,0.5000,0.5000,0.5000,0.5000,44.81,0.39,0.138,,1,0,,
10.304,0.5000,0.5000,0.5000,0.5000,75.53,0.41,0.153,,1,0,,
10.333,0.5000,0.5000,0.5000,0.5000,68.78,0.37,0.140,,1,0,,
10.366,0.5000,0.5000,0.5000,0.5000,63.69,0.31,0.168,,1,0,,
10.397,0.5000,0.5000,0.5000,0.5000,58.86,0.25,0.152,,1,0,,
10.430,0.5000,0.5000,0.5000,0.5000,53.34,0.24,0.160,,1,0,,
10.461,0.5000,0.5000,0.5000,0.5000,47.98,0.22,0.172,,1,0,,
10.495,0.5000,0.5000,0.5000,0.5000,42.36,0.23,0.176,,1,0,,
10.526,0.5000,0.5000,0.5000,0.5000,37.32,0.21,0.169,,1,0,,
10.557,0.5000,0.5000,0.5000,0.5000,32.75,0.18,0.162,,1,0,,
10.591,0.5000,0.5000,0.5000,0.5000,57.38,0.34,0.155,,1,0,,
10.638,0.5000,0.5000,0.5000,0.5000,77.05,0.51,0.148,,1,0,,
10.671,0.5000,0.5000,0.5000,0.5000,43.26,0.51,0.154,,1,0,,
10.704,0.5000,0.5000,0.5000,0.5000,59.20,0.51,0.144,,1,0,,
10.733,0.5000,0.5000,0.5000,0.5000,69.06,0.57,0.140,,1,0,,
10.764,0.5000,0.5000,0.5000,0.5000,76.55,0.58,0.146,,1,0,,
10.800,0.5000,0.5000,0.5000,0.5000,85.66,0.56,0.129,,1,0,,
10.829,0.5000,0.5000,0.5000,0.5000,84.53,0.51,0.117,,1,0,,
10.862,0.5000,0.5000,0.5000,0.5000,74.82,0.48,0.124,,1,0,,
10.896,0.5000,0.5000,0.5000,0.5000,65.39,0.42,0.122,,1,0,,
