time_s,gaze_x,gaze_y,raw_x,raw_y,pitch_deg,yaw_deg,ear,blink,face_detected,calibrated,calib_mgae_deg,calib_rmse,calib_point_idx,calib_target_x,calib_target_y,X_feat,Y_feat,loo_mgae_deg,loo_euc_cm,loo_euc_x_cm,loo_euc_y_cm,tap_target_x,tap_target_y
0.701,,,,,,,,,0,0,,,,,,,,,,,,,
0.751,,,,,,,,,0,0,,,,,,,,,,,,,
0.781,,,,,,,,,0,0,,,,,,,,,,,,,
0.806,,,,,,,,,0,0,,,,,,,,,,,,,
0.830,,,,,,,,,0,0,,,,,,,,,,,,,
0.857,,,,,,,,,0,0,,,,,,,,,,,,,
0.883,,,,,,,,,0,0,,,,,,,,,,,,,
0.907,,,,,,,,,0,0,,,,,,,,,,,,,
0.936,,,,,,,,,0,0,,,,,,,,,,,,,
1.019,,,,,,,,,0,0,,,,,,,,,,,,,
1.043,,,,,,,,,0,0,,,,,,,,,,,,,
1.076,,,,,,,,,0,0,,,,,,,,,,,,,
1.101,,,,,,,,,0,0,,,,,,,,,,,,,
1.126,,,,,,,,,0,0,,,,,,,,,,,,,
1.156,,,,,,,,,0,0,,,,,,,,,,,,,
1.177,,,,,,,,,0,0,,,,,,,,,,,,,
1.210,,,,,,,,,0,0,,,,,,,,,,,,,
1.242,,,,,,,,,0,0,,,,,,,,,,,,,
1.270,,,,,,,,,0,0,,,,,,,,,,,,,
1.307,,,,,,,,,0,0,,,,,,,,,,,,,
1.336,,,,,,,,,0,0,,,,,,,,,,,,,
1.464,,,,,,,,,0,0,,,,,,,,,,,,,
1.489,,,,,,,,,0,0,,,,,,,,,,,,,
1.512,,,,,,,,,0,0,,,,,,,,,,,,,
1.540,,,,,,,,,0,0,,,,,,,,,,,,,
1.579,,,,,,,,,0,0,,,,,,,,,,,,,
1.601,,,,,,,,,0,0,,,,,,,,,,,,,
1.640,,,,,,,,,0,0,,,,,,,,,,,,,
1.661,,,,,,,,,0,0,,,,,,,,,,,,,
1.704,,,,,,,,,0,0,,,,,,,,,,,,,
1.730,,,,,,,,,0,0,,,,,,,,,,,,,
1.758,,,,,,,,,0,0,,,,,,,,,,,,,
1.781,,,,,,,,,0,0,,,,,,,,,,,,,
1.818,,,,,,,,,0,0,,,,,,,,,,,,,
