time_s,gaze_x,gaze_y,raw_x,raw_y,pitch_deg,yaw_deg,ear,blink,face_detected,calibrated,calib_mgae_deg,calib_rmse,calib_point_idx,calib_target_x,calib_target_y,X_feat,Y_feat,loo_mgae_deg,loo_euc_cm,loo_euc_x_cm,loo_euc_y_cm,tap_target_x,tap_target_y
0.549,,,,,,,,,0,0,,,,,,,,,,,,,
0.582,,,,,,,,,0,0,,,,,,,,,,,,,
0.609,,,,,,,,,0,0,,,,,,,,,,,,,
0.634,,,,,,,,,0,0,,,,,,,,,,,,,
0.654,,,,,,,,,0,0,,,,,,,,,,,,,
0.674,,,,,,,,,0,0,,,,,,,,,,,,,
0.710,,,,,,,,,0,0,,,,,,,,,,,,,
0.741,,,,,,,,,0,0,,,,,,,,,,,,,
0.771,,,,,,,,,0,0,,,,,,,,,,,,,
0.805,,,,,,,,,0,0,,,,,,,,,,,,,
0.835,,,,,,,,,0,0,,,,,,,,,,,,,
0.868,,,,,,,,,0,0,,,,,,,,,,,,,
0.915,,,,,,,,,0,0,,,,,,,,,,,,,
0.947,,,,,,,,,0,0,,,,,,,,,,,,,
0.980,,,,,,,,,0,0,,,,,,,,,,,,,
1.010,,,,,,,,,0,0,,,,,,,,,,,,,
1.045,,,,,,,,,0,0,,,,,,,,,,,,,
1.074,,,,,,,,,0,0,,,,,,,,,,,,,
1.109,,,,,,,,,0,0,,,,,,,,,,,,,
1.139,,,,,,,,,0,0,,,,,,,,,,,,,
1.170,,,,,,,,,0,0,,,,,,,,,,,,,
1.203,,,,,,,,,0,0,,,,,,,,,,,,,
1.236,,,,,,,,,0,0,,,,,,,,,,,,,
1.267,,,,,,,,,0,0,,,,,,,,,,,,,
1.299,,,,,,,,,0,0,,,,,,,,,,,,,
1.365,,,,,,,,,0,0,,,,,,,,,,,,,
1.396,,,,,,,,,0,0,,,,,,,,,,,,,
1.430,,,,,,,,,0,0,,,,,,,,,,,,,
1.474,,,,,,,,,0,0,,,,,,,,,,,,,
1.510,,,,,,,,,0,0,,,,,,,,,,,,,
1.527,,,,,,,,,0,0,,,,,,,,,,,,,
1.546,,,,,,,,,0,0,,,,,,,,,,,,,
1.571,,,,,,,,,0,0,,,,,,,,,,,,,
1.606,,,,,,,,,0,0,,,,,,,,,,,,,
1.637,,,,,,,,,0,0,,,,,,,,,,,,,
1.669,,,,,,,,,0,0,,,,,,,,,,,,,
1.698,,,,,,,,,0,0,,,,,,,,,,,,,
1.764,,,,,,,,,0,0,,,,,,,,,,,,,
1.796,,,,,,,,,0,0,,,,,,,,,,,,,
1.828,,,,,,,,,0,0,,,,,,,,,,,,,
1.861,,,,,,,,,0,0,,,,,,,,,,,,,
1.891,,,,,,,,,0,0,,,,,,,,,,,,,
1.922,,,,,,,,,0,0,,,,,,,,,,,,,
1.958,,,,,,,,,0,0,,,,,,,,,,,,,
1.988,,,,,,,,,0,0,,,,,,,,,,,,,
2.022,,,,,,,,,0,0,,,,,,,,,,,,,
2.067,,,,,,,,,0,0,,,,,,,,,,,,,
2.100,,,,,,,,,0,0,,,,,,,,,,,,,
2.116,,,,,,,,,0,0,,,,,,,,,,,,,
2.166,,,,,,,,,0,0,,,,,,,,,,,,,
2.197,,,,,,,,,0,0,,,,,,,,,,,,,
2.229,,,,,,,,,0,0,,,,,,,,,,,,,
2.259,,,,,,,,,0,0,,,,,,,,,,,,,
2.293,,,,,,,,,0,0,,,,,,,,,,,,,
2.325,,,,,,,,,0,0,,,,,,,,,,,,,
2.357,,,,,,,,,0,0,,,,,,,,,,,,,
2.389,,,,,,,,,0,0,,,,,,,,,,,,,
2.422,,,,,,,,,0,0,,,,,,,,,,,,,
2.453,,,,,,,,,0,0,,,,,,,,,,,,,
2.485,,,,,,,,,0,0,,,,,,,,,,,,,
2.518,,,,,,,,,0,0,,,,,,,,,,,,,
2.548,,,,,,,,,0,0,,,,,,,,,,,,,
2.582,,,,,,,,,0,0,,,,,,,,,,,,,
2.630,,,,,,,,,0,0,,,,,,,,,,,,,
2.658,,,,,,,,,0,0,,,,,,,,,,,,,
2.691,,,,,,,,,0,0,,,,,,,,,,,,,
2.726,,,,,,,,,0,0,,,,,,,,,,,,,
2.758,,,,,,,,,0,0,,,,,,,,,,,,,
