time_s,gaze_x,gaze_y,raw_x,raw_y,pitch_deg,yaw_deg,face_detected,calibrated,calib_mgae_deg,calib_rmse
8.790,0.5000,0.5000,,,,,0,0,,
8.827,0.5000,0.5000,,,,,0,0,,
8.860,0.5000,0.5000,,,,,0,0,,
8.893,0.5000,0.5000,,,,,0,0,,
8.930,0.5000,0.5000,,,,,0,0,,
8.963,0.5000,0.5000,,,,,0,0,,
8.997,0.5000,0.5000,,,,,0,0,,
9.032,0.5000,0.5000,,,,,0,0,,
9.076,0.5000,0.5000,,,,,0,0,,
9.121,0.5000,0.5000,,,,,0,0,,
9.164,0.5000,0.5000,,,,,0,0,,
9.220,0.5000,0.5000,,,,,0,0,,
9.256,0.5000,0.5000,,,,,0,0,,
9.287,0.5000,0.5000,,,,,0,0,,
9.321,0.5000,0.5000,,,,,0,0,,
9.352,0.5000,0.5000,,,,,0,0,,
9.390,0.5000,0.5000,,,,,0,0,,
9.428,0.5000,0.5000,,,,,0,0,,
9.473,0.5000,0.5000,,,,,0,0,,
9.504,0.5000,0.5000,,,,,0,0,,
9.546,0.5000,0.5000,,,,,0,0,,
9.584,0.5000,0.5000,,,,,0,0,,
9.643,0.5000,0.5000,,,,,0,0,,
9.696,0.5000,0.5000,,,,,0,0,,
9.742,0.5000,0.5000,,,,,0,0,,
9.773,0.5000,0.5000,,,,,0,0,,
9.819,0.5000,0.5000,,,,,0,0,,
9.865,0.5000,0.5000,,,,,0,0,,
9.924,0.5000,0.5000,,,,,0,0,,
9.975,0.5000,0.5000,,,,,0,0,,
10.013,0.5000,0.5000,,,,,0,0,,
10.048,0.5000,0.5000,,,,,0,0,,
10.083,0.5000,0.5000,,,,,0,0,,
10.119,0.5000,0.5000,,,,,0,0,,
10.152,0.5000,0.5000,,,,,0,0,,
10.184,0.5000,0.5000,,,,,0,0,,
10.219,0.5000,0.5000,,,,,0,0,,
10.259,0.5000,0.5000,,,,,0,0,,
10.307,0.5000,0.5000,,,,,0,0,,
10.338,0.5000,0.5000,,,,,0,0,,
10.371,0.5000,0.5000,,,,,0,0,,
10.406,0.5000,0.5000,,,,,0,0,,
10.447,0.5000,0.5000,0.5000,0.5000,-162.97,15.08,1,0,,
10.491,0.5000,0.5000,,,,,0,0,,
10.547,0.5000,0.5000,,,,,0,0,,
10.586,0.5000,0.5000,,,,,0,0,,
10.619,0.5000,0.5000,,,,,0,0,,
10.661,0.5000,0.5000,,,,,0,0,,
10.698,0.5000,0.5000,0.5000,0.5000,-164.77,6.40,1,0,,
10.728,0.5000,0.5000,,,,,0,0,,
10.767,0.5000,0.5000,,,,,0,0,,
10.803,0.5000,0.5000,,,,,0,0,,
10.841,0.5000,0.5000,,,,,0,0,,
10.897,0.5000,0.5000,,,,,0,0,,
10.945,0.5000,0.5000,,,,,0,0,,
11.006,0.5000,0.5000,,,,,0,0,,
11.046,0.5000,0.5000,,,,,0,0,,
11.083,0.5000,0.5000,,,,,0,0,,
11.126,0.5000,0.5000,,,,,0,0,,
11.177,0.5000,0.5000,,,,,0,0,,
11.215,0.5000,0.5000,,,,,0,0,,
11.256,0.5000,0.5000,,,,,0,0,,
11.293,0.5000,0.5000,,,,,0,0,,
11.326,0.5000,0.5000,,,,,0,0,,
11.362,0.5000,0.5000,,,,,0,0,,
11.404,0.5000,0.5000,,,,,0,0,,
11.446,0.5000,0.5000,0.5000,0.5000,-133.95,25.07,1,0,,
11.477,0.5000,0.5000,,,,,0,0,,
11.508,0.5000,0.5000,,,,,0,0,,
11.540,0.5000,0.5000,,,,,0,0,,
11.583,0.5000,0.5000,,,,,0,0,,
11.630,0.5000,0.5000,0.5000,0.5000,-172.85,5.50,1,0,,
11.664,0.5000,0.5000,,,,,0,0,,
11.700,0.5000,0.5000,,,,,0,0,,
11.734,0.5000,0.5000,,,,,0,0,,
11.778,0.5000,0.5000,,,,,0,0,,
11.824,0.5000,0.5000,,,,,0,0,,
11.862,0.5000,0.5000,,,,,0,0,,
11.902,0.5000,0.5000,,,,,0,0,,
11.943,0.5000,0.5000,,,,,0,0,,
11.982,0.5000,0.5000,,,,,0,0,,
12.032,0.5000,0.5000,,,,,0,0,,
12.070,0.5000,0.5000,,,,,0,0,,
12.110,0.5000,0.5000,,,,,0,0,,
12.149,0.5000,0.5000,,,,,0,0,,
12.192,0.5000,0.5000,,,,,0,0,,
12.232,0.5000,0.5000,,,,,0,0,,
12.265,0.5000,0.5000,,,,,0,0,,
12.298,0.5000,0.5000,,,,,0,0,,
12.336,0.5000,0.5000,0.5000,0.5000,-162.93,8.17,1,0,,
12.376,0.5000,0.5000,,,,,0,0,,
12.418,0.5000,0.5000,,,,,0,0,,
12.463,0.5000,0.5000,,,,,0,0,,
12.507,0.5000,0.5000,,,,,0,0,,
12.556,0.5000,0.5000,,,,,0,0,,
12.602,0.5000,0.5000,,,,,0,0,,
12.646,0.5000,0.5000,,,,,0,0,,
12.703,0.5000,0.5000,,,,,0,0,,
12.741,0.5000,0.5000,,,,,0,0,,
12.780,0.5000,0.5000,,,,,0,0,,
12.813,0.5000,0.5000,,,,,0,0,,
12.844,0.5000,0.5000,,,,,0,0,,
12.875,0.5000,0.5000,,,,,0,0,,
12.920,0.5000,0.5000,,,,,0,0,,
12.969,0.5000,0.5000,,,,,0,0,,
13.015,0.5000,0.5000,,,,,0,0,,
13.062,0.5000,0.5000,,,,,0,0,,
13.110,0.5000,0.5000,,,,,0,0,,
13.171,0.5000,0.5000,,,,,0,0,,
13.209,0.5000,0.5000,,,,,0,0,,
13.239,0.5000,0.5000,,,,,0,0,,
13.271,0.5000,0.5000,,,,,0,0,,
13.312,0.5000,0.5000,0.5000,0.5000,-160.11,16.11,1,0,,
13.366,0.5000,0.5000,,,,,0,0,,
13.400,0.5000,0.5000,,,,,0,0,,
13.454,0.5000,0.5000,,,,,0,0,,
13.493,0.5000,0.5000,,,,,0,0,,
13.538,0.5000,0.5000,,,,,0,0,,
13.596,0.5000,0.5000,,,,,0,0,,
13.645,0.5000,0.5000,,,,,0,0,,
13.690,0.5000,0.5000,,,,,0,0,,
13.753,0.5000,0.5000,,,,,0,0,,
13.797,0.5000,0.5000,,,,,0,0,,
13.829,0.5000,0.5000,,,,,0,0,,
13.872,0.5000,0.5000,,,,,0,0,,
13.912,0.5000,0.5000,,,,,0,0,,
13.944,0.5000,0.5000,,,,,0,0,,
13.976,0.5000,0.5000,,,,,0,0,,
14.025,0.5000,0.5000,,,,,0,0,,
14.060,0.5000,0.5000,,,,,0,0,,
14.099,0.5000,0.5000,,,,,0,0,,
14.138,0.5000,0.5000,,,,,0,0,,
14.176,0.5000,0.5000,,,,,0,0,,
14.241,0.5000,0.5000,,,,,0,0,,
14.302,0.5000,0.5000,,,,,0,0,,
14.350,0.5000,0.5000,,,,,0,0,,
14.389,0.5000,0.5000,,,,,0,0,,
14.435,0.5000,0.5000,,,,,0,0,,
14.467,0.5000,0.5000,,,,,0,0,,
14.502,0.5000,0.5000,,,,,0,0,,
14.538,0.5000,0.5000,,,,,0,0,,
14.574,0.5000,0.5000,,,,,0,0,,
14.612,0.5000,0.5000,,,,,0,0,,
14.647,0.5000,0.5000,,,,,0,0,,
14.685,0.5000,0.5000,,,,,0,0,,
14.719,0.5000,0.5000,,,,,0,0,,
14.755,0.5000,0.5000,,,,,0,0,,
14.796,0.5000,0.5000,,,,,0,0,,
14.851,0.5000,0.5000,,,,,0,0,,
14.892,0.5000,0.5000,0.5000,0.5000,-175.25,-7.35,1,0,,
14.932,0.5000,0.5000,,,,,0,0,,
14.978,0.5000,0.5000,,,,,0,0,,
15.029,0.5000,0.5000,,,,,0,0,,
15.073,0.5000,0.5000,,,,,0,0,,
15.108,0.5000,0.5000,,,,,0,0,,
15.157,0.5000,0.5000,,,,,0,0,,
15.197,0.5000,0.5000,,,,,0,0,,
15.233,0.5000,0.5000,,,,,0,0,,
15.266,0.5000,0.5000,,,,,0,0,,
15.307,0.5000,0.5000,,,,,0,0,,
15.359,0.5000,0.5000,,,,,0,0,,
15.400,0.5000,0.5000,,,,,0,0,,
15.432,0.5000,0.5000,,,,,0,0,,
15.466,0.5000,0.5000,,,,,0,0,,
15.499,0.5000,0.5000,,,,,0,0,,
15.538,0.5000,0.5000,,,,,0,0,,
15.579,0.5000,0.5000,,,,,0,0,,
15.620,0.5000,0.5000,,,,,0,0,,
15.655,0.5000,0.5000,,,,,0,0,,
15.688,0.5000,0.5000,,,,,0,0,,
15.723,0.5000,0.5000,,,,,0,0,,
15.761,0.5000,0.5000,,,,,0,0,,
15.797,0.5000,0.5000,,,,,0,0,,
15.836,0.5000,0.5000,,,,,0,0,,
15.869,0.5000,0.5000,,,,,0,0,,
15.913,0.5000,0.5000,,,,,0,0,,
15.954,0.5000,0.5000,,,,,0,0,,
16.002,0.5000,0.5000,,,,,0,0,,
16.039,0.5000,0.5000,,,,,0,0,,
16.082,0.5000,0.5000,,,,,0,0,,
16.138,0.5000,0.5000,,,,,0,0,,
16.190,0.5000,0.5000,,,,,0,0,,
16.221,0.5000,0.5000,,,,,0,0,,
16.259,0.5000,0.5000,,,,,0,0,,
16.296,0.5000,0.5000,,,,,0,0,,
16.330,0.5000,0.5000,,,,,0,0,,
16.369,0.5000,0.5000,,,,,0,0,,
16.429,0.5000,0.5000,,,,,0,0,,
16.467,0.5000,0.5000,,,,,0,0,,
16.508,0.5000,0.5000,,,,,0,0,,
16.544,0.5000,0.5000,0.5000,0.5000,-161.53,10.41,1,0,,
16.576,0.5000,0.5000,,,,,0,0,,
16.610,0.5000,0.5000,,,,,0,0,,
16.661,0.5000,0.5000,,,,,0,0,,
16.721,0.5000,0.5000,,,,,0,0,,
16.783,0.5000,0.5000,,,,,0,0,,
16.843,0.5000,0.5000,,,,,0,0,,
16.897,0.5000,0.5000,,,,,0,0,,
16.932,0.5000,0.5000,,,,,0,0,,
16.965,0.5000,0.5000,,,,,0,0,,
17.002,0.5000,0.5000,,,,,0,0,,
17.037,0.5000,0.5000,,,,,0,0,,
17.068,0.5000,0.5000,,,,,0,0,,
17.101,0.5000,0.5000,,,,,0,0,,
17.142,0.5000,0.5000,,,,,0,0,,
17.185,0.5000,0.5000,,,,,0,0,,
17.223,0.5000,0.5000,,,,,0,0,,
17.261,0.5000,0.5000,,,,,0,0,,
17.304,0.5000,0.5000,,,,,0,0,,
17.348,0.5000,0.5000,,,,,0,0,,
17.385,0.5000,0.5000,,,,,0,0,,
17.435,0.5000,0.5000,,,,,0,0,,
17.481,0.5000,0.5000,,,,,0,0,,
17.536,0.5000,0.5000,,,,,0,0,,
17.585,0.5000,0.5000,,,,,0,0,,
17.632,0.5000,0.5000,,,,,0,0,,
17.676,0.5000,0.5000,,,,,0,0,,
17.712,0.5000,0.5000,,,,,0,0,,
17.745,0.5000,0.5000,,,,,0,0,,
17.781,0.5000,0.5000,,,,,0,0,,
17.828,0.5000,0.5000,,,,,0,0,,
17.860,0.5000,0.5000,,,,,0,0,,
17.909,0.5000,0.5000,,,,,0,0,,
17.948,0.5000,0.5000,,,,,0,0,,
17.988,0.5000,0.5000,,,,,0,0,,
18.026,0.5000,0.5000,,,,,0,0,,
18.058,0.5000,0.5000,,,,,0,0,,
18.095,0.5000,0.5000,,,,,0,0,,
18.144,0.5000,0.5000,,,,,0,0,,
18.184,0.5000,0.5000,,,,,0,0,,
18.218,0.5000,0.5000,,,,,0,0,,
18.254,0.5000,0.5000,,,,,0,0,,
18.285,0.5000,0.5000,,,,,0,0,,
18.331,0.5000,0.5000,,,,,0,0,,
18.394,0.5000,0.5000,,,,,0,0,,
18.458,0.5000,0.5000,,,,,0,0,,
18.504,0.5000,0.5000,,,,,0,0,,
18.540,0.5000,0.5000,,,,,0,0,,
18.575,0.5000,0.5000,,,,,0,0,,
18.608,0.5000,0.5000,,,,,0,0,,
18.647,0.5000,0.5000,,,,,0,0,,
18.682,0.5000,0.5000,,,,,0,0,,
18.720,0.5000,0.5000,,,,,0,0,,
18.755,0.5000,0.5000,,,,,0,0,,
18.806,0.5000,0.5000,,,,,0,0,,
18.866,0.5000,0.5000,,,,,0,0,,
18.918,0.5000,0.5000,,,,,0,0,,
18.959,0.5000,0.5000,,,,,0,0,,
18.995,0.5000,0.5000,,,,,0,0,,
19.028,0.5000,0.5000,,,,,0,0,,
19.063,0.5000,0.5000,,,,,0,0,,
19.113,0.5000,0.5000,,,,,0,0,,
19.161,0.5000,0.5000,,,,,0,0,,
19.196,0.5000,0.5000,0.5000,0.5000,-132.96,26.16,1,0,,
19.226,0.5000,0.5000,,,,,0,0,,
19.267,0.5000,0.5000,,,,,0,0,,
19.300,0.5000,0.5000,,,,,0,0,,
19.334,0.5000,0.5000,,,,,0,0,,
19.379,0.5000,0.5000,,,,,0,0,,
19.422,0.5000,0.5000,,,,,0,0,,
19.455,0.5000,0.5000,,,,,0,0,,
19.506,0.5000,0.5000,,,,,0,0,,
19.554,0.5000,0.5000,,,,,0,0,,
19.607,0.5000,0.5000,,,,,0,0,,
19.643,0.5000,0.5000,,,,,0,0,,
19.692,0.5000,0.5000,,,,,0,0,,
19.750,0.5000,0.5000,,,,,0,0,,
19.808,0.5000,0.5000,,,,,0,0,,
19.867,0.5000,0.5000,,,,,0,0,,
19.919,0.5000,0.5000,,,,,0,0,,
19.975,0.5000,0.5000,,,,,0,0,,
20.019,0.5000,0.5000,,,,,0,0,,
20.050,0.5000,0.5000,,,,,0,0,,
20.085,0.5000,0.5000,,,,,0,0,,
20.117,0.5000,0.5000,,,,,0,0,,
20.152,0.5000,0.5000,,,,,0,0,,
20.190,0.5000,0.5000,,,,,0,0,,
20.251,0.5000,0.5000,,,,,0,0,,
20.306,0.5000,0.5000,,,,,0,0,,
20.340,0.5000,0.5000,,,,,0,0,,
20.375,0.5000,0.5000,,,,,0,0,,
20.407,0.5000,0.5000,,,,,0,0,,
20.446,0.5000,0.5000,,,,,0,0,,
20.483,0.5000,0.5000,,,,,0,0,,
20.516,0.5000,0.5000,,,,,0,0,,
20.551,0.5000,0.5000,,,,,0,0,,
20.590,0.5000,0.5000,,,,,0,0,,
20.628,0.5000,0.5000,,,,,0,0,,
20.674,0.5000,0.5000,,,,,0,0,,
20.709,0.5000,0.5000,,,,,0,0,,
20.743,0.5000,0.5000,,,,,0,0,,
20.779,0.5000,0.5000,,,,,0,0,,
20.816,0.5000,0.5000,,,,,0,0,,
20.851,0.5000,0.5000,,,,,0,0,,
20.891,0.5000,0.5000,,,,,0,0,,
20.925,0.5000,0.5000,,,,,0,0,,
20.963,0.5000,0.5000,,,,,0,0,,
20.995,0.5000,0.5000,,,,,0,0,,
21.028,0.5000,0.5000,,,,,0,0,,
21.073,0.5000,0.5000,,,,,0,0,,
21.124,0.5000,0.5000,,,,,0,0,,
21.178,0.5000,0.5000,,,,,0,0,,
21.230,0.5000,0.5000,,,,,0,0,,
21.281,0.5000,0.5000,,,,,0,0,,
21.332,0.5000,0.5000,,,,,0,0,,
21.368,0.5000,0.5000,,,,,0,0,,
21.408,0.5000,0.5000,,,,,0,0,,
21.461,0.5000,0.5000,,,,,0,0,,
21.525,0.5000,0.5000,,,,,0,0,,
21.577,0.5000,0.5000,,,,,0,0,,
21.654,0.5000,0.5000,,,,,0,0,,
21.711,0.5000,0.5000,,,,,0,0,,
21.751,0.5000,0.5000,,,,,0,0,,
21.790,0.5000,0.5000,,,,,0,0,,
21.840,0.5000,0.5000,,,,,0,0,,
21.873,0.5000,0.5000,,,,,0,0,,
21.911,0.5000,0.5000,,,,,0,0,,
21.944,0.5000,0.5000,,,,,0,0,,
21.982,0.5000,0.5000,,,,,0,0,,
22.037,0.5000,0.5000,,,,,0,0,,
22.115,0.5000,0.5000,,,,,0,0,,
22.162,0.5000,0.5000,,,,,0,0,,
22.228,0.5000,0.5000,,,,,0,0,,
22.294,0.5000,0.5000,,,,,0,0,,
22.342,0.5000,0.5000,,,,,0,0,,
22.384,0.5000,0.5000,,,,,0,0,,
22.428,0.5000,0.5000,,,,,0,0,,
22.474,0.5000,0.5000,,,,,0,0,,
22.511,0.5000,0.5000,,,,,0,0,,
22.551,0.5000,0.5000,,,,,0,0,,
