time_s,gaze_x,gaze_y,raw_x,raw_y,pitch_deg,yaw_deg,ear,blink,face_detected,calibrated,calib_mgae_deg,calib_rmse,calib_point_idx,calib_target_x,calib_target_y,X_feat,Y_feat,loo_mgae_deg,loo_euc_cm,loo_euc_x_cm,loo_euc_y_cm,tap_target_x,tap_target_y
0.561,,,,,,,,,0,0,,,,,,,,,,,,,
0.601,,,,,,,,,0,0,,,,,,,,,,,,,
0.623,,,,,,,,,0,0,,,,,,,,,,,,,
0.643,,,,,,,,,0,0,,,,,,,,,,,,,
0.666,,,,,,,,,0,0,,,,,,,,,,,,,
0.709,,,,,,,,,0,0,,,,,,,,,,,,,
0.728,,,,,,,,,0,0,,,,,,,,,,,,,
0.761,,,,,,,,,0,0,,,,,,,,,,,,,
0.793,,,,,,,,,0,0,,,,,,,,,,,,,
0.826,,,,,,,,,0,0,,,,,,,,,,,,,
0.857,,,,,,,,,0,0,,,,,,,,,,,,,
0.892,,,,,,,,,0,0,,,,,,,,,,,,,
0.938,,,,,,,,,0,0,,,,,,,,,,,,,
0.970,,,,,,,,,0,0,,,,,,,,,,,,,
1.003,,,,,,,,,0,0,,,,,,,,,,,,,
1.032,,,,,,,,,0,0,,,,,,,,,,,,,
1.067,,,,,,,,,0,0,,,,,,,,,,,,,
1.098,,,,,,,,,0,0,,,,,,,,,,,,,
1.130,,,,,,,,,0,0,,,,,,,,,,,,,
1.161,,,,,,,,,0,0,,,,,,,,,,,,,
1.195,,,,,,,,,0,0,,,,,,,,,,,,,
1.224,,,,,,,,,0,0,,,,,,,,,,,,,
1.257,,,,,,,,,0,0,,,,,,,,,,,,,
1.289,,,,,,,,,0,0,,,,,,,,,,,,,
1.320,,,,,,,,,0,0,,,,,,,,,,,,,
1.389,,,,,,,,,0,0,,,,,,,,,,,,,
1.416,,,,,,,,,0,0,,,,,,,,,,,,,
1.450,,,,,,,,,0,0,,,,,,,,,,,,,
1.498,,,,,,,,,0,0,,,,,,,,,,,,,
1.545,,,,,,,,,0,0,,,,,,,,,,,,,
1.561,,,,,,,,,0,0,,,,,,,,,,,,,
1.609,,,,,,,,,0,0,,,,,,,,,,,,,
1.677,,,,,,,,,0,0,,,,,,,,,,,,,
1.694,,,,,,,,,0,0,,,,,,,,,,,,,
1.737,,,,,,,,,0,0,,,,,,,,,,,,,
1.754,,,,,,,,,0,0,,,,,,,,,,,,,
1.784,,,,,,,,,0,0,,,,,,,,,,,,,
1.804,,,,,,,,,0,0,,,,,,,,,,,,,
1.848,,,,,,,,,0,0,,,,,,,,,,,,,
1.916,,,,,,,,,0,0,,,,,,,,,,,,,
1.934,,,,,,,,,0,0,,,,,,,,,,,,,
1.977,,,,,,,,,0,0,,,,,,,,,,,,,
1.996,,,,,,,,,0,0,,,,,,,,,,,,,
2.025,,,,,,,,,0,0,,,,,,,,,,,,,
2.042,,,,,,,,,0,0,,,,,,,,,,,,,
2.088,,,,,,,,,0,0,,,,,,,,,,,,,
2.108,,,,,,,,,0,0,,,,,,,,,,,,,
2.153,,,,,,,,,0,0,,,,,,,,,,,,,
2.173,,,,,,,,,0,0,,,,,,,,,,,,,
2.218,,,,,,,,,0,0,,,,,,,,,,,,,
2.269,,,,,,,,,0,0,,,,,,,,,,,,,
2.284,,,,,,,,,0,0,,,,,,,,,,,,,
2.328,,,,,,,,,0,0,,,,,,,,,,,,,
2.345,,,,,,,,,0,0,,,,,,,,,,,,,
2.394,,,,,,,,,0,0,,,,,,,,,,,,,
2.413,,,,,,,,,0,0,,,,,,,,,,,,,
2.456,,,,,,,,,0,0,,,,,,,,,,,,,
2.473,,,,,,,,,0,0,,,,,,,,,,,,,
2.506,,,,,,,,,0,0,,,,,,,,,,,,,
2.523,,,,,,,,,0,0,,,,,,,,,,,,,
2.572,,,,,,,,,0,0,,,,,,,,,,,,,
2.635,,,,,,,,,0,0,,,,,,,,,,,,,
2.655,,,,,,,,,0,0,,,,,,,,,,,,,
2.695,,,,,,,,,0,0,,,,,,,,,,,,,
2.717,,,,,,,,,0,0,,,,,,,,,,,,,
2.744,,,,,,,,,0,0,,,,,,,,,,,,,
2.761,,,,,,,,,0,0,,,,,,,,,,,,,
2.812,,,,,,,,,0,0,,,,,,,,,,,,,
2.874,,,,,,,,,0,0,,,,,,,,,,,,,
2.892,,,,,,,,,0,0,,,,,,,,,,,,,
2.939,,,,,,,,,0,0,,,,,,,,,,,,,
2.954,,,,,,,,,0,0,,,,,,,,,,,,,
3.001,,,,,,,,,0,0,,,,,,,,,,,,,
3.023,,,,,,,,,0,0,,,,,,,,,,,,,
3.049,,,,,,,,,0,0,,,,,,,,,,,,,
3.067,,,,,,,,,0,0,,,,,,,,,,,,,
3.114,,,,,,,,,0,0,,,,,,,,,,,,,
3.177,,,,,,,,,0,0,,,,,,,,,,,,,
3.196,,,,,,,,,0,0,,,,,,,,,,,,,
3.239,,,,,,,,,0,0,,,,,,,,,,,,,
3.257,,,,,,,,,0,0,,,,,,,,,,,,,
3.287,,,,,,,,,0,0,,,,,,,,,,,,,
3.306,,,,,,,,,0,0,,,,,,,,,,,,,
3.353,,,,,,,,,0,0,,,,,,,,,,,,,
3.373,,,,,,,,,0,0,,,,,,,,,,,,,
3.417,,,,,,,,,0,0,,,,,,,,,,,,,
3.481,,,,,,,,,0,0,,,,,,,,,,,,,
3.503,,,,,,,,,0,0,,,,,,,,,,,,,
3.528,,,,,,,,,0,0,,,,,,,,,,,,,
3.548,,,,,,,,,0,0,,,,,,,,,,,,,
3.593,,,,,,,,,0,0,,,,,,,,,,,,,
3.610,,,,,,,,,0,0,,,,,,,,,,,,,
3.655,,,,,,,,,0,0,,,,,,,,,,,,,
3.675,,,,,,,,,0,0,,,,,,,,,,,,,
3.721,,,,,,,,,0,0,,,,,,,,,,,,,
3.737,,,,,,,,,0,0,,,,,,,,,,,,,
3.769,,,,,,,,,0,0,,,,,,,,,,,,,
3.835,,,,,,,,,0,0,,,,,,,,,,,,,
3.853,,,,,,,,,0,0,,,,,,,,,,,,,
3.895,,,,,,,,,0,0,,,,,,,,,,,,,
3.914,,,,,,,,,0,0,,,,,,,,,,,,,
3.962,,,,,,,,,0,0,,,,,,,,,,,,,
3.979,,,,,,,,,0,0,,,,,,,,,,,,,
4.011,,,,,,,,,0,0,,,,,,,,,,,,,
4.026,,,,,,,,,0,0,,,,,,,,,,,,,
4.074,,,,,,,,,0,0,,,,,,,,,,,,,
4.136,,,,,,,,,0,0,,,,,,,,,,,,,
4.156,,,,,,,,,0,0,,,,,,,,,,,,,
4.200,,,,,,,,,0,0,,,,,,,,,,,,,
4.220,,,,,,,,,0,0,,,,,,,,,,,,,
4.248,,,,,,,,,0,0,,,,,,,,,,,,,
4.268,,,,,,,,,0,0,,,,,,,,,,,,,
4.314,,,,,,,,,0,0,,,,,,,,,,,,,
4.378,,,,,,,,,0,0,,,,,,,,,,,,,
4.402,,,,,,,,,0,0,,,,,,,,,,,,,
4.444,,,,,,,,,0,0,,,,,,,,,,,,,
4.459,,,,,,,,,0,0,,,,,,,,,,,,,
4.489,,,,,,,,,0,0,,,,,,,,,,,,,
4.507,,,,,,,,,0,0,,,,,,,,,,,,,
4.552,,,,,,,,,0,0,,,,,,,,,,,,,
4.570,,,,,,,,,0,0,,,,,,,,,,,,,
4.616,,,,,,,,,0,0,,,,,,,,,,,,,
4.685,,,,,,,,,0,0,,,,,,,,,,,,,
4.702,,,,,,,,,0,0,,,,,,,,,,,,,
4.744,,,,,,,,,0,0,,,,,,,,,,,,,
4.762,,,,,,,,,0,0,,,,,,,,,,,,,
4.793,,,,,,,,,0,0,,,,,,,,,,,,,
4.813,,,,,,,,,0,0,,,,,,,,,,,,,
4.855,,,,,,,,,0,0,,,,,,,,,,,,,
4.874,,,,,,,,,0,0,,,,,,,,,,,,,
4.924,,,,,,,,,0,0,,,,,,,,,,,,,
4.940,,,,,,,,,0,0,,,,,,,,,,,,,
4.986,,,,,,,,,0,0,,,,,,,,,,,,,
5.032,,,,,,,,,0,0,,,,,,,,,,,,,
5.051,,,,,,,,,0,0,,,,,,,,,,,,,
5.098,,,,,,,,,0,0,,,,,,,,,,,,,
5.115,,,,,,,,,0,0,,,,,,,,,,,,,
5.162,,,,,,,,,0,0,,,,,,,,,,,,,
5.179,,,,,,,,,0,0,,,,,,,,,,,,,
5.224,,,,,,,,,0,0,,,,,,,,,,,,,
5.241,,,,,,,,,0,0,,,,,,,,,,,,,
5.272,,,,,,,,,0,0,,,,,,,,,,,,,
5.292,,,,,,,,,0,0,,,,,,,,,,,,,
5.335,,,,,,,,,0,0,,,,,,,,,,,,,
5.407,,,,,,,,,0,0,,,,,,,,,,,,,
5.424,,,,,,,,,0,0,,,,,,,,,,,,,
5.465,,,,,,,,,0,0,,,,,,,,,,,,,
5.482,,,,,,,,,0,0,,,,,,,,,,,,,
5.513,,,,,,,,,0,0,,,,,,,,,,,,,
5.533,,,,,,,,,0,0,,,,,,,,,,,,,
5.576,,,,,,,,,0,0,,,,,,,,,,,,,
5.645,,,,,,,,,0,0,,,,,,,,,,,,,
5.663,,,,,,,,,0,0,,,,,,,,,,,,,
5.704,,,,,,,,,0,0,,,,,,,,,,,,,
5.725,,,,,,,,,0,0,,,,,,,,,,,,,
5.752,,,,,,,,,0,0,,,,,,,,,,,,,
5.772,,,,,,,,,0,0,,,,,,,,,,,,,
5.815,,,,,,,,,0,0,,,,,,,,,,,,,
5.881,,,,,,,,,0,0,,,,,,,,,,,,,
5.903,,,,,,,,,0,0,,,,,,,,,,,,,
5.944,,,,,,,,,0,0,,,,,,,,,,,,,
5.962,,,,,,,,,0,0,,,,,,,,,,,,,
5.993,,,,,,,,,0,0,,,,,,,,,,,,,
6.010,,,,,,,,,0,0,,,,,,,,,,,,,
6.058,,,,,,,,,0,0,,,,,,,,,,,,,
6.074,,,,,,,,,0,0,,,,,,,,,,,,,
6.119,,,,,,,,,0,0,,,,,,,,,,,,,
6.138,,,,,,,,,0,0,,,,,,,,,,,,,
6.184,,,,,,,,,0,0,,,,,,,,,,,,,
6.233,,,,,,,,,0,0,,,,,,,,,,,,,
6.250,,,,,,,,,0,0,,,,,,,,,,,,,
6.297,,,,,,,,,0,0,,,,,,,,,,,,,
6.315,,,,,,,,,0,0,,,,,,,,,,,,,
6.362,,,,,,,,,0,0,,,,,,,,,,,,,
6.376,,,,,,,,,0,0,,,,,,,,,,,,,
6.426,,,,,,,,,0,0,,,,,,,,,,,,,
6.444,,,,,,,,,0,0,,,,,,,,,,,,,
6.489,,,,,,,,,0,0,,,,,,,,,,,,,
6.506,,,,,,,,,0,0,,,,,,,,,,,,,
6.536,,,,,,,,,0,0,,,,,,,,,,,,,
6.554,,,,,,,,,0,0,,,,,,,,,,,,,
6.600,,,,,,,,,0,0,,,,,,,,,,,,,
6.665,,,,,,,,,0,0,,,,,,,,,,,,,
6.688,,,,,,,,,0,0,,,,,,,,,,,,,
6.729,,,,,,,,,0,0,,,,,,,,,,,,,
6.748,,,,,,,,,0,0,,,,,,,,,,,,,
6.779,,,,,,,,,0,0,,,,,,,,,,,,,
6.793,,,,,,,,,0,0,,,,,,,,,,,,,
6.840,,,,,,,,,0,0,,,,,,,,,,,,,
6.906,,,,,,,,,0,0,,,,,,,,,,,,,
6.929,,,,,,,,,0,0,,,,,,,,,,,,,
6.971,,,,,,,,,0,0,,,,,,,,,,,,,
6.986,,,,,,,,,0,0,,,,,,,,,,,,,
7.016,,,,,,,,,0,0,,,,,,,,,,,,,
7.033,,,,,,,,,0,0,,,,,,,,,,,,,
7.079,,,,,,,,,0,0,,,,,,,,,,,,,
7.149,,,,,,,,,0,0,,,,,,,,,,,,,
7.164,,,,,,,,,0,0,,,,,,,,,,,,,
7.211,,,,,,,,,0,0,,,,,,,,,,,,,
7.229,,,,,,,,,0,0,,,,,,,,,,,,,
7.259,,,,,,,,,0,0,,,,,,,,,,,,,
7.274,,,,,,,,,0,0,,,,,,,,,,,,,
7.320,,,,,,,,,0,0,,,,,,,,,,,,,
7.338,,,,,,,,,0,0,,,,,,,,,,,,,
7.384,,,,,,,,,0,0,,,,,,,,,,,,,
7.450,,,,,,,,,0,0,,,,,,,,,,,,,
7.472,,,,,,,,,0,0,,,,,,,,,,,,,
7.498,,,,,,,,,0,0,,,,,,,,,,,,,
7.515,,,,,,,,,0,0,,,,,,,,,,,,,
