time_s,gaze_x,gaze_y,raw_x,raw_y,pitch_deg,yaw_deg,ear,blink,face_detected,calibrated,calib_mgae_deg,calib_rmse,calib_point_idx,calib_target_x,calib_target_y,X_feat,Y_feat,loo_mgae_deg,loo_euc_cm,loo_euc_x_cm,loo_euc_y_cm,tap_target_x,tap_target_y
0.821,,,,,,,,,0,0,,,,,,,,,,,,,
0.865,,,,,,,,,0,0,,,,,,,,,,,,,
0.883,,,,,,,,,0,0,,,,,,,,,,,,,
0.904,,,,,,,,,0,0,,,,,,,,,,,,,
0.925,,,,,,,,,0,0,,,,,,,,,,,,,
0.954,,,,,,,,,0,0,,,,,,,,,,,,,
0.984,,,,,,,,,0,0,,,,,,,,,,,,,
1.016,,,,,,,,,0,0,,,,,,,,,,,,,
1.047,,,,,,,,,0,0,,,,,,,,,,,,,
1.082,,,,,,,,,0,0,,,,,,,,,,,,,
1.114,,,,,,,,,0,0,,,,,,,,,,,,,
1.143,,,,,,,,,0,0,,,,,,,,,,,,,
1.195,,,,,,,,,0,0,,,,,,,,,,,,,
1.224,,,,,,,,,0,0,,,,,,,,,,,,,
1.258,,,,,,,,,0,0,,,,,,,,,,,,,
1.288,,,,,,,,,0,0,,,,,,,,,,,,,
1.321,,,,,,,,,0,0,,,,,,,,,,,,,
1.352,,,,,,,,,0,0,,,,,,,,,,,,,
1.385,,,,,,,,,0,0,,,,,,,,,,,,,
1.416,,,,,,,,,0,0,,,,,,,,,,,,,
1.450,,,,,,,,,0,0,,,,,,,,,,,,,
1.482,,,,,,,,,0,0,,,,,,,,,,,,,
1.512,,,,,,,,,0,0,,,,,,,,,,,,,
1.546,,,,,,,,,0,0,,,,,,,,,,,,,
1.576,,,,,,,,,0,0,,,,,,,,,,,,,
1.639,,,,,,,,,0,0,,,,,,,,,,,,,
1.674,,,,,,,,,0,0,,,,,,,,,,,,,
1.703,,,,,,,,,0,0,,,,,,,,,,,,,
1.755,,,,,,,,,0,0,,,,,,,,,,,,,
1.785,,,,,,,,,0,0,,,,,,,,,,,,,
1.803,,,,,,,,,0,0,,,,,,,,,,,,,
1.824,,,,,,,,,0,0,,,,,,,,,,,,,
1.849,,,,,,,,,0,0,,,,,,,,,,,,,
1.882,,,,,,,,,0,0,,,,,,,,,,,,,
1.912,,,,,,,,,0,0,,,,,,,,,,,,,
1.947,,,,,,,,,0,0,,,,,,,,,,,,,
1.975,,,,,,,,,0,0,,,,,,,,,,,,,
2.042,,,,,,,,,0,0,,,,,,,,,,,,,
2.072,,,,,,,,,0,0,,,,,,,,,,,,,
2.104,,,,,,,,,0,0,,,,,,,,,,,,,
2.135,,,,,,,,,0,0,,,,,,,,,,,,,
2.170,,,,,,,,,0,0,,,,,,,,,,,,,
2.203,,,,,,,,,0,0,,,,,,,,,,,,,
2.231,,,,,,,,,0,0,,,,,,,,,,,,,
2.263,,,,,,,,,0,0,,,,,,,,,,,,,
2.313,,,,,,,,,0,0,,,,,,,,,,,,,
2.344,,,,,,,,,0,0,,,,,,,,,,,,,
2.364,,,,,,,,,0,0,,,,,,,,,,,,,
2.380,,,,,,,,,0,0,,,,,,,,,,,,,
2.441,,,,,,,,,0,0,,,,,,,,,,,,,
2.471,,,,,,,,,0,0,,,,,,,,,,,,,
2.504,,,,,,,,,0,0,,,,,,,,,,,,,
2.535,,,,,,,,,0,0,,,,,,,,,,,,,
2.568,,,,,,,,,0,0,,,,,,,,,,,,,
2.602,,,,,,,,,0,0,,,,,,,,,,,,,
2.634,,,,,,,,,0,0,,,,,,,,,,,,,
2.665,,,,,,,,,0,0,,,,,,,,,,,,,
2.699,,,,,,,,,0,0,,,,,,,,,,,,,
2.728,,,,,,,,,0,0,,,,,,,,,,,,,
2.761,,,,,,,,,0,0,,,,,,,,,,,,,
2.793,,,,,,,,,0,0,,,,,,,,,,,,,
2.826,,,,,,,,,0,0,,,,,,,,,,,,,
2.858,,,,,,,,,0,0,,,,,,,,,,,,,
2.905,,,,,,,,,0,0,,,,,,,,,,,,,
2.936,,,,,,,,,0,0,,,,,,,,,,,,,
2.969,,,,,,,,,0,0,,,,,,,,,,,,,
3.002,,,,,,,,,0,0,,,,,,,,,,,,,
3.032,,,,,,,,,0,0,,,,,,,,,,,,,
3.064,,,,,,,,,0,0,,,,,,,,,,,,,
3.098,,,,,,,,,0,0,,,,,,,,,,,,,
3.129,,,,,,,,,0,0,,,,,,,,,,,,,
3.160,,,,,,,,,0,0,,,,,,,,,,,,,
3.194,,,,,,,,,0,0,,,,,,,,,,,,,
3.225,,,,,,,,,0,0,,,,,,,,,,,,,
3.257,,,,,,,,,0,0,,,,,,,,,,,,,
3.288,,,,,,,,,0,0,,,,,,,,,,,,,
3.322,,,,,,,,,0,0,,,,,,,,,,,,,
3.354,,,,,,,,,0,0,,,,,,,,,,,,,
3.385,,,,,,,,,0,0,,,,,,,,,,,,,
3.415,,,,,,,,,0,0,,,,,,,,,,,,,
3.463,,,,,,,,,0,0,,,,,,,,,,,,,
3.495,,,,,,,,,0,0,,,,,,,,,,,,,
3.528,,,,,,,,,0,0,,,,,,,,,,,,,
3.561,,,,,,,,,0,0,,,,,,,,,,,,,
3.591,,,,,,,,,0,0,,,,,,,,,,,,,
3.624,,,,,,,,,0,0,,,,,,,,,,,,,
3.659,,,,,,,,,0,0,,,,,,,,,,,,,
3.687,,,,,,,,,0,0,,,,,,,,,,,,,
3.722,,,,,,,,,0,0,,,,,,,,,,,,,
3.753,,,,,,,,,0,0,,,,,,,,,,,,,
3.784,,,,,,,,,0,0,,,,,,,,,,,,,
3.814,,,,,,,,,0,0,,,,,,,,,,,,,
3.849,,,,,,,,,0,0,,,,,,,,,,,,,
3.882,,,,,,,,,0,0,,,,,,,,,,,,,
3.912,,,,,,,,,0,0,,,,,,,,,,,,,
3.943,,,,,,,,,0,0,,,,,,,,,,,,,
3.975,,,,,,,,,0,0,,,,,,,,,,,,,
4.062,,,,,,,,,0,0,,,,,,,,,,,,,
4.076,,,,,,,,,0,0,,,,,,,,,,,,,
4.095,,,,,,,,,0,0,,,,,,,,,,,,,
4.118,,,,,,,,,0,0,,,,,,,,,,,,,
4.154,,,,,,,,,0,0,,,,,,,,,,,,,
4.184,,,,,,,,,0,0,,,,,,,,,,,,,
4.216,,,,,,,,,0,0,,,,,,,,,,,,,
4.250,,,,,,,,,0,0,,,,,,,,,,,,,
