time_s,gaze_x,gaze_y,raw_x,raw_y,pitch_deg,yaw_deg,face_detected,calibrated,calib_mgae_deg,calib_rmse
28.484,0.8195,0.9202,0.8321,0.8563,-179.20,16.29,1,1,2.838,0.0506
28.518,0.8491,0.8598,0.8724,0.8153,-178.83,14.99,1,1,2.838,0.0506
28.549,0.8827,0.8617,0.9006,0.8784,-178.59,14.50,1,1,2.838,0.0506
28.581,0.9451,0.8553,0.9776,0.8600,-178.49,13.94,1,1,2.838,0.0506
28.614,0.9671,0.7778,0.9586,0.7290,-178.29,14.17,1,1,2.838,0.0506
28.645,0.9733,0.7527,0.9563,0.7594,-178.41,14.94,1,1,2.838,0.0506
28.679,0.9795,0.7108,0.9685,0.7029,-178.51,15.62,1,1,2.838,0.0506
28.726,0.9726,0.7539,0.9560,0.8109,-178.42,17.88,1,1,2.838,0.0506
28.758,0.9712,0.7585,0.9645,0.7671,-178.40,17.69,1,1,2.838,0.0506
28.789,0.9578,0.7219,0.9447,0.6974,-178.55,17.60,1,1,2.838,0.0506
28.821,0.9579,0.7003,0.9593,0.6953,-178.62,17.52,1,1,2.838,0.0506
28.854,0.9558,0.7664,0.9551,0.8272,-178.65,17.58,1,1,2.838,0.0506
28.884,0.9644,0.6602,0.9718,0.5737,-178.77,15.46,1,1,2.838,0.0506
28.917,0.9189,0.5105,0.8842,0.4230,-178.41,16.01,1,1,2.838,0.0506
28.950,0.9061,0.4078,0.9076,0.3856,-178.30,16.90,1,1,2.838,0.0506
28.983,0.9120,0.2241,0.9265,0.1508,-178.49,16.77,1,1,2.838,0.0506
29.013,0.9365,0.1477,0.9595,0.1787,-178.51,17.92,1,1,2.838,0.0506
29.047,0.9216,0.1049,0.9077,0.1495,-178.36,17.69,1,1,2.838,0.0506
29.077,0.8859,0.1102,0.8618,0.1740,-178.46,14.22,1,1,2.838,0.0506
29.143,0.8580,0.1288,0.8481,0.1797,-178.36,15.01,1,1,2.838,0.0506
29.173,0.8561,0.1532,0.8687,0.1902,-178.35,13.84,1,1,2.838,0.0506
29.206,0.8410,0.1649,0.8395,0.1795,-178.37,16.45,1,1,2.838,0.0506
29.237,0.8519,0.1874,0.8699,0.2047,-177.86,13.65,1,1,2.838,0.0506
29.285,0.8432,0.2080,0.8404,0.2177,-177.90,12.95,1,1,2.838,0.0506
29.316,0.8309,0.1927,0.8265,0.1728,-177.83,13.58,1,1,2.838,0.0506
29.343,0.8269,0.1734,0.8301,0.1576,-177.80,13.77,1,1,2.838,0.0506
29.367,0.8347,0.1470,0.8454,0.1317,-177.92,14.64,1,1,2.838,0.0506
29.393,0.8452,0.1769,0.8541,0.2082,-178.00,14.26,1,1,2.838,0.0506
29.420,0.8593,0.1978,0.8677,0.2113,-177.93,14.43,1,1,2.838,0.0506
29.445,0.8248,0.2191,0.7946,0.2281,-178.11,15.16,1,1,2.838,0.0506
29.512,0.7224,0.2606,0.6534,0.2812,-177.73,14.37,1,1,2.838,0.0506
29.542,0.6231,0.2355,0.5809,0.2001,-177.84,15.15,1,1,2.838,0.0506
29.575,0.5632,0.2598,0.5648,0.2731,-177.76,13.56,1,1,2.838,0.0506
29.606,0.5346,0.2239,0.5584,0.1886,-177.95,16.47,1,1,2.838,0.0506
29.637,0.5382,0.1878,0.5771,0.1649,-177.88,15.62,1,1,2.838,0.0506
29.669,0.5375,0.1962,0.5593,0.2138,-177.63,13.04,1,1,2.838,0.0506
29.701,0.4524,0.2532,0.4050,0.3000,-177.85,11.79,1,1,2.838,0.0506
29.733,0.4251,0.3236,0.4366,0.3637,-177.91,13.10,1,1,2.838,0.0506
29.765,0.3724,0.3549,0.3613,0.3520,-177.42,12.12,1,1,2.838,0.0506
29.797,0.3201,0.3524,0.3132,0.3260,-177.63,13.16,1,1,2.838,0.0506
29.845,0.3026,0.3784,0.3237,0.3822,-177.49,12.80,1,1,2.838,0.0506
29.878,0.2947,0.3875,0.3151,0.3775,-177.39,12.30,1,1,2.838,0.0506
29.910,0.2893,0.3850,0.3043,0.3702,-177.40,13.06,1,1,2.838,0.0506
29.943,0.2963,0.3931,0.3150,0.3912,-176.71,11.50,1,1,2.838,0.0506
29.973,0.3052,0.3485,0.3187,0.3088,-176.73,12.06,1,1,2.838,0.0506
30.006,0.3052,0.2999,0.3074,0.2714,-177.04,13.48,1,1,2.838,0.0506
30.038,0.3153,0.2917,0.3240,0.3029,-177.09,13.83,1,1,2.838,0.0506
30.070,0.3042,0.2598,0.2944,0.2496,-177.00,14.00,1,1,2.838,0.0506
30.101,0.2921,0.2368,0.2850,0.2368,-176.91,13.25,1,1,2.838,0.0506
30.133,0.2911,0.2089,0.2948,0.2052,-176.66,12.27,1,1,2.838,0.0506
30.166,0.3699,0.1278,0.4304,0.0866,-176.65,9.53,1,1,2.838,0.0506
30.197,0.4168,0.0335,0.4325,-0.0026,-176.77,12.40,1,1,2.838,0.0506
30.228,0.4345,0.0061,0.4234,0.0316,-176.89,12.58,1,1,2.838,0.0506
30.261,0.4408,0.0000,0.4254,-0.0382,-176.96,14.03,1,1,2.838,0.0506
30.293,0.4461,0.0000,0.4354,-0.0080,-177.05,14.13,1,1,2.838,0.0506
30.325,0.4513,0.0000,0.4443,-0.0140,-177.09,14.22,1,1,2.838,0.0506
30.359,0.4462,0.0000,0.4342,0.0277,-177.19,14.14,1,1,2.838,0.0506
30.404,0.4384,0.0257,0.4287,0.0522,-177.17,12.03,1,1,2.838,0.0506
30.437,0.4332,0.0956,0.4288,0.1385,-177.17,10.55,1,1,2.838,0.0506
30.469,0.4277,0.1257,0.4247,0.1243,-177.21,10.35,1,1,2.838,0.0506
30.501,0.4389,0.1426,0.4491,0.1321,-177.12,8.30,1,1,2.838,0.0506
30.533,0.4485,0.1528,0.4539,0.1410,-177.12,7.98,1,1,2.838,0.0506
30.566,0.4558,0.1070,0.4577,0.0586,-177.36,10.97,1,1,2.838,0.0506
30.597,0.4834,0.1433,0.4993,0.1721,-177.48,12.06,1,1,2.838,0.0506
30.629,0.4920,0.3387,0.4884,0.4733,-178.28,11.68,1,1,2.838,0.0506
30.662,0.4883,0.6142,0.4771,0.7594,-178.55,9.40,1,1,2.838,0.0506
30.693,0.4711,0.6826,0.4539,0.6251,-178.58,2.23,1,1,2.838,0.0506
30.725,0.5160,0.6681,0.5503,0.5706,-178.05,-0.21,1,1,2.838,0.0506
30.757,0.5388,0.6673,0.5448,0.6144,-178.35,3.89,1,1,2.838,0.0506
30.789,0.5489,0.6506,0.5434,0.6049,-178.49,4.33,1,1,2.838,0.0506
30.823,0.5309,0.6521,0.5070,0.6360,-178.30,4.31,1,1,2.838,0.0506
30.853,0.5517,0.6935,0.5645,0.7122,-178.33,8.64,1,1,2.838,0.0506
30.886,0.5519,0.6961,0.5451,0.6798,-178.55,10.58,1,1,2.838,0.0506
30.917,0.5341,0.7277,0.5166,0.7384,-178.12,12.23,1,1,2.838,0.0506
30.949,0.4867,0.7578,0.4539,0.7635,-178.15,13.10,1,1,2.838,0.0506
30.997,0.4588,0.7698,0.4518,0.7604,-178.11,13.96,1,1,2.838,0.0506
31.029,0.4790,0.7790,0.5096,0.7708,-178.15,10.70,1,1,2.838,0.0506
31.062,0.5010,0.7915,0.5220,0.7888,-178.23,11.60,1,1,2.838,0.0506
31.094,0.5149,0.7826,0.5226,0.7652,-178.14,9.09,1,1,2.838,0.0506
31.125,0.4948,0.7021,0.4748,0.6386,-177.60,6.28,1,1,2.838,0.0506
31.158,0.5268,0.6051,0.5520,0.5522,-177.74,9.83,1,1,2.838,0.0506
31.190,0.5574,0.5575,0.5726,0.5593,-178.00,10.04,1,1,2.838,0.0506
31.222,0.5724,0.5511,0.5709,0.5825,-177.81,9.18,1,1,2.838,0.0506
31.255,0.5271,0.5592,0.4821,0.5900,-177.97,11.12,1,1,2.838,0.0506
31.284,0.4796,0.5843,0.4490,0.6165,-177.86,9.28,1,1,2.838,0.0506
31.317,0.4952,0.5964,0.5215,0.6077,-177.24,9.15,1,1,2.838,0.0506
31.350,0.4867,0.5991,0.4860,0.5995,-177.17,7.91,1,1,2.838,0.0506
31.380,0.5062,0.6215,0.5262,0.6361,-177.80,8.80,1,1,2.838,0.0506
31.415,0.5219,0.4995,0.5321,0.4037,-177.39,8.06,1,1,2.838,0.0506
31.445,0.5310,0.3835,0.5328,0.3260,-177.43,10.99,1,1,2.838,0.0506
31.478,0.5309,0.2983,0.5253,0.2837,-177.09,8.74,1,1,2.838,0.0506
31.564,0.5229,0.2445,0.5135,0.2580,-177.42,10.94,1,1,2.838,0.0506
31.590,0.5075,0.2088,0.4961,0.2307,-177.54,12.03,1,1,2.838,0.0506
31.617,0.4973,0.2076,0.4937,0.2470,-177.68,12.63,1,1,2.838,0.0506
31.643,0.5011,0.2033,0.5090,0.2263,-177.55,11.78,1,1,2.838,0.0506
31.667,0.4996,0.2101,0.5008,0.2332,-177.53,13.69,1,1,2.838,0.0506
31.693,0.5046,0.2360,0.5102,0.2647,-177.42,11.12,1,1,2.838,0.0506
31.719,0.5158,0.2503,0.5239,0.2604,-177.42,12.30,1,1,2.838,0.0506
31.751,0.5390,0.2767,0.5529,0.2920,-177.54,7.92,1,1,2.838,0.0506
31.781,0.5519,0.2763,0.5534,0.2666,-177.63,8.12,1,1,2.838,0.0506
31.812,0.5546,0.2650,0.5481,0.2509,-177.49,10.17,1,1,2.838,0.0506
31.845,0.5722,0.2704,0.5789,0.2733,-177.40,9.39,1,1,2.838,0.0506
31.912,0.5915,0.2928,0.5971,0.3072,-177.89,12.28,1,1,2.838,0.0506
31.942,0.6013,0.3727,0.5979,0.4239,-177.79,12.88,1,1,2.838,0.0506
31.975,0.6120,0.4414,0.6104,0.4662,-177.79,12.18,1,1,2.838,0.0506
32.005,0.6164,0.5003,0.6109,0.5091,-177.97,11.23,1,1,2.838,0.0506
32.037,0.5779,0.5358,0.5429,0.5246,-177.75,11.11,1,1,2.838,0.0506
32.070,0.5571,0.5412,0.5475,0.5118,-177.65,8.46,1,1,2.838,0.0506
32.117,0.5510,0.5380,0.5556,0.5129,-177.18,5.86,1,1,2.838,0.0506
32.150,0.5703,0.5323,0.5917,0.5142,-177.25,5.49,1,1,2.838,0.0506
32.175,0.5750,0.5246,0.5781,0.5116,-177.26,5.28,1,1,2.838,0.0506
32.200,0.5690,0.5219,0.5633,0.5171,-177.84,6.28,1,1,2.838,0.0506
32.226,0.5621,0.5381,0.5577,0.5488,-177.95,5.78,1,1,2.838,0.0506
32.251,0.5843,0.5431,0.6027,0.5418,-177.55,5.78,1,1,2.838,0.0506
32.278,0.5780,0.5588,0.5691,0.5659,-177.68,9.10,1,1,2.838,0.0506
32.344,0.5574,0.5285,0.5412,0.4993,-177.75,9.90,1,1,2.838,0.0506
32.373,0.5441,0.5042,0.5389,0.4898,-178.04,12.81,1,1,2.838,0.0506
32.405,0.5470,0.4953,0.5556,0.4974,-178.15,14.16,1,1,2.838,0.0506
32.437,0.5536,0.5047,0.5618,0.5192,-178.07,10.60,1,1,2.838,0.0506
32.469,0.5545,0.5215,0.5555,0.5364,-177.93,10.94,1,1,2.838,0.0506
32.500,0.5235,0.5204,0.5011,0.5169,-177.88,10.14,1,1,2.838,0.0506
32.533,0.5201,0.5122,0.5256,0.5047,-177.79,13.16,1,1,2.838,0.0506
32.565,0.5085,0.5110,0.5062,0.5113,-177.90,14.69,1,1,2.838,0.0506
32.597,0.4956,0.5390,0.4931,0.5606,-177.97,14.73,1,1,2.838,0.0506
32.629,0.5053,0.5681,0.5203,0.5827,-178.06,13.32,1,1,2.838,0.0506
32.677,0.5149,0.5990,0.5243,0.6098,-178.04,13.54,1,1,2.838,0.0506
32.712,0.3646,0.6915,0.2541,0.7434,-178.11,12.72,1,1,2.838,0.0506
32.742,0.2647,0.7182,0.2303,0.7037,-178.00,12.70,1,1,2.838,0.0506
32.773,0.2612,0.8050,0.3092,0.8394,-178.08,15.68,1,1,2.838,0.0506
32.806,0.2400,0.7869,0.2580,0.7325,-177.86,13.71,1,1,2.838,0.0506
32.838,0.2526,0.7714,0.2890,0.7382,-177.46,13.96,1,1,2.838,0.0506
32.870,0.2559,0.7284,0.2725,0.6870,-178.05,12.21,1,1,2.838,0.0506
32.902,0.2497,0.7077,0.2535,0.6973,-178.17,13.25,1,1,2.838,0.0506
32.933,0.2495,0.6981,0.2564,0.6994,-178.35,11.16,1,1,2.838,0.0506
32.966,0.2519,0.6882,0.2582,0.6889,-177.91,10.60,1,1,2.838,0.0506
32.997,0.2635,0.6798,0.2742,0.6814,-178.19,10.20,1,1,2.838,0.0506
33.030,0.2457,0.6474,0.2312,0.6308,-178.08,10.09,1,1,2.838,0.0506
33.064,0.2657,0.6710,0.2840,0.7013,-178.13,12.00,1,1,2.838,0.0506
33.093,0.2753,0.6915,0.2794,0.7087,-178.15,11.91,1,1,2.838,0.0506
33.126,0.2424,0.6951,0.2140,0.6939,-178.05,12.09,1,1,2.838,0.0506
33.158,0.2178,0.7394,0.2057,0.7684,-178.12,12.40,1,1,2.838,0.0506
33.190,0.2180,0.7416,0.2281,0.7295,-178.12,10.51,1,1,2.838,0.0506
33.223,0.1783,0.7556,0.1558,0.7564,-178.03,11.69,1,1,2.838,0.0506
33.268,0.1485,0.6227,0.1411,0.5161,-178.15,12.91,1,1,2.838,0.0506
33.301,0.0965,0.5284,0.0757,0.4877,-177.73,12.68,1,1,2.838,0.0506
33.332,0.0601,0.4906,0.0580,0.5057,-177.71,12.21,1,1,2.838,0.0506
33.366,0.0509,0.5052,0.0693,0.5531,-177.32,11.53,1,1,2.838,0.0506
33.399,0.0584,0.5277,0.0826,0.5645,-177.45,11.25,1,1,2.838,0.0506
33.434,0.0691,0.5521,0.0869,0.5771,-177.64,13.59,1,1,2.838,0.0506
33.468,0.0745,0.5630,0.0823,0.5692,-177.53,12.23,1,1,2.838,0.0506
33.496,0.0808,0.5945,0.0863,0.6136,-177.78,12.59,1,1,2.838,0.0506
33.526,0.0835,0.5982,0.0846,0.5903,-177.87,12.67,1,1,2.838,0.0506
33.558,0.1293,0.6496,0.1614,0.6792,-177.89,12.32,1,1,2.838,0.0506
33.591,0.1989,0.6951,0.2370,0.7100,-178.32,11.96,1,1,2.838,0.0506
33.621,0.2285,0.6946,0.2238,0.6705,-178.47,10.76,1,1,2.838,0.0506
33.653,0.2659,0.6790,0.2687,0.6525,-178.29,8.29,1,1,2.838,0.0506
33.685,0.2723,0.6821,0.2513,0.6786,-178.19,11.54,1,1,2.838,0.0506
33.717,0.2276,0.6939,0.1770,0.6981,-178.27,10.53,1,1,2.838,0.0506
33.748,0.2093,0.6956,0.1957,0.6908,-178.07,12.19,1,1,2.838,0.0506
33.781,0.1924,0.7354,0.1847,0.7603,-177.98,12.37,1,1,2.838,0.0506
33.831,0.2249,0.7858,0.2560,0.8094,-178.14,11.64,1,1,2.838,0.0506
33.862,0.2614,0.8221,0.2845,0.8271,-177.90,12.38,1,1,2.838,0.0506
33.893,0.2644,0.8316,0.2548,0.8153,-177.99,10.34,1,1,2.838,0.0506
33.926,0.2795,0.8720,0.2820,0.8840,-177.84,11.01,1,1,2.838,0.0506
33.959,0.3175,0.8929,0.3360,0.8865,-178.39,12.20,1,1,2.838,0.0506
33.990,0.3248,0.8919,0.3142,0.8716,-178.56,13.45,1,1,2.838,0.0506
34.022,0.3311,0.8725,0.3236,0.8461,-178.32,11.65,1,1,2.838,0.0506
34.057,0.3333,0.8028,0.3255,0.7490,-177.74,6.13,1,1,2.838,0.0506
34.087,0.3341,0.7759,0.3280,0.7724,-177.98,9.81,1,1,2.838,0.0506
34.118,0.3787,0.7366,0.4068,0.7254,-178.08,10.86,1,1,2.838,0.0506
34.149,0.3754,0.7221,0.3586,0.7329,-178.02,10.26,1,1,2.838,0.0506
34.181,0.3871,0.7642,0.3872,0.8124,-178.42,14.90,1,1,2.838,0.0506
34.215,0.3782,0.7951,0.3632,0.8181,-178.28,14.23,1,1,2.838,0.0506
34.246,0.3806,0.8219,0.3792,0.8337,-178.29,14.01,1,1,2.838,0.0506
34.311,0.4181,0.8757,0.4427,0.9030,-178.17,14.69,1,1,2.838,0.0506
34.342,0.4422,0.9100,0.4484,0.9134,-177.97,15.13,1,1,2.838,0.0506
34.389,0.4358,0.8739,0.4174,0.8247,-177.84,15.27,1,1,2.838,0.0506
34.422,0.4358,0.8625,0.4287,0.8488,-177.57,15.60,1,1,2.838,0.0506
34.447,0.4460,0.8420,0.4488,0.8264,-177.44,15.70,1,1,2.838,0.0506
34.475,0.4488,0.8187,0.4452,0.8067,-177.37,11.02,1,1,2.838,0.0506
34.501,0.4519,0.8282,0.4498,0.8444,-177.36,10.89,1,1,2.838,0.0506
34.528,0.4612,0.7878,0.4645,0.7617,-177.40,8.40,1,1,2.838,0.0506
34.554,0.5079,0.7698,0.5373,0.7694,-177.80,10.51,1,1,2.838,0.0506
34.580,0.5226,0.7898,0.5181,0.8173,-178.11,12.95,1,1,2.838,0.0506
34.613,0.5010,0.8259,0.4717,0.8553,-178.05,13.24,1,1,2.838,0.0506
34.647,0.5264,0.8749,0.5418,0.9033,-178.15,15.15,1,1,2.838,0.0506
34.677,0.5448,0.8742,0.5496,0.8562,-178.13,15.23,1,1,2.838,0.0506
34.742,0.5362,0.8900,0.5196,0.8905,-178.40,12.81,1,1,2.838,0.0506
34.773,0.6010,0.7992,0.6439,0.7216,-177.93,7.62,1,1,2.838,0.0506
34.805,0.5990,0.7334,0.5779,0.7016,-177.35,5.98,1,1,2.838,0.0506
34.838,0.5987,0.6648,0.5863,0.6424,-177.67,6.10,1,1,2.838,0.0506
34.870,0.6926,0.6061,0.7534,0.5988,-177.60,5.02,1,1,2.838,0.0506
34.902,0.7685,0.6398,0.7946,0.7025,-177.90,7.72,1,1,2.838,0.0506
34.950,0.8027,0.6498,0.7891,0.6730,-177.53,2.96,1,1,2.838,0.0506
34.981,0.8797,0.6443,0.9021,0.6479,-177.64,5.37,1,1,2.838,0.0506
35.009,0.9714,0.6184,0.9965,0.6059,-177.62,6.03,1,1,2.838,0.0506
35.035,1.0000,0.5836,1.0292,0.5689,-177.36,5.14,1,1,2.838,0.0506
35.062,1.0000,0.5569,0.9902,0.5534,-177.05,3.50,1,1,2.838,0.0506
35.109,1.0000,0.5315,1.0177,0.5302,-177.43,4.11,1,1,2.838,0.0506
35.143,1.0000,0.4520,1.1933,0.4116,-176.81,-1.64,1,1,2.838,0.0506
35.173,1.0000,0.4368,1.1673,0.4578,-176.99,-0.13,1,1,2.838,0.0506
35.207,1.0000,0.4523,1.0696,0.4882,-176.80,0.62,1,1,2.838,0.0506
35.239,1.0000,0.4400,1.0656,0.4428,-176.64,-1.48,1,1,2.838,0.0506
35.269,1.0000,0.4574,1.0530,0.4809,-176.91,1.14,1,1,2.838,0.0506
35.302,1.0000,0.4903,1.0352,0.5168,-177.27,1.15,1,1,2.838,0.0506
35.334,1.0000,0.4955,1.0814,0.4923,-177.33,-0.21,1,1,2.838,0.0506
35.366,1.0000,0.3854,1.1086,0.2992,-177.23,-2.35,1,1,2.838,0.0506
35.397,1.0000,0.3129,1.1742,0.2849,-177.18,-1.62,1,1,2.838,0.0506
35.430,1.0000,0.3228,1.1655,0.3648,-176.81,-0.89,1,1,2.838,0.0506
35.461,1.0000,0.2885,1.2707,0.2834,-177.39,-1.37,1,1,2.838,0.0506
35.492,1.0000,0.3292,0.8187,0.3806,-177.40,-0.88,1,1,2.838,0.0506
35.541,0.8622,0.4255,0.7922,0.4992,-177.30,-0.96,1,1,2.838,0.0506
35.575,0.8118,0.4229,0.8388,0.3983,-177.14,-3.85,1,1,2.838,0.0506
35.607,0.9096,0.4486,1.0352,0.4532,-177.42,-2.33,1,1,2.838,0.0506
35.637,1.0000,0.4537,1.0798,0.4417,-177.08,-2.91,1,1,2.838,0.0506
35.669,1.0000,0.4694,1.1279,0.4695,-176.68,-3.67,1,1,2.838,0.0506
35.701,1.0000,0.5482,1.0415,0.5941,-177.30,0.79,1,1,2.838,0.0506
35.733,1.0000,0.6314,1.0161,0.6644,-177.09,2.60,1,1,2.838,0.0506
35.765,0.9209,0.7311,0.8176,0.7644,-177.18,2.73,1,1,2.838,0.0506
35.797,0.8484,0.7875,0.8259,0.7774,-176.91,2.91,1,1,2.838,0.0506
35.828,0.9193,0.7044,1.0096,0.5961,-176.39,-3.36,1,1,2.838,0.0506
35.864,0.9637,0.6182,1.0024,0.5460,-176.62,-3.87,1,1,2.838,0.0506
35.892,1.0000,0.5434,1.1237,0.5053,-176.93,-2.71,1,1,2.838,0.0506
35.925,1.0000,0.4537,1.2170,0.4182,-176.79,-3.83,1,1,2.838,0.0506
35.958,1.0000,0.3288,1.3667,0.2802,-176.33,-6.26,1,1,2.838,0.0506
35.991,1.0000,0.2648,1.3263,0.2780,-176.12,-6.79,1,1,2.838,0.0506
36.022,1.0000,0.2870,1.2328,0.3584,-176.25,-4.55,1,1,2.838,0.0506
36.054,1.0000,0.3496,1.1961,0.4252,-177.02,-1.28,1,1,2.838,0.0506
36.103,1.0000,0.4220,1.1303,0.4778,-177.42,-0.56,1,1,2.838,0.0506
36.134,1.0000,0.5424,1.0569,0.6134,-177.48,3.21,1,1,2.838,0.0506
36.166,1.0000,0.5872,1.0605,0.5779,-177.80,2.67,1,1,2.838,0.0506
36.197,1.0000,0.6552,1.0650,0.6661,-177.45,1.30,1,1,2.838,0.0506
36.229,1.0000,0.6796,1.0283,0.6548,-177.48,3.24,1,1,2.838,0.0506
36.261,1.0000,0.6478,1.1365,0.5908,-177.67,1.97,1,1,2.838,0.0506
36.293,1.0000,0.6315,1.0609,0.6061,-177.91,4.56,1,1,2.838,0.0506
36.325,1.0000,0.4765,1.2641,0.3588,-176.92,-1.76,1,1,2.838,0.0506
36.358,1.0000,0.3759,1.1284,0.3398,-176.43,-3.28,1,1,2.838,0.0506
36.390,1.0000,0.3051,1.1669,0.3035,-176.06,-3.87,1,1,2.838,0.0506
36.422,1.0000,0.3896,1.0782,0.5019,-177.12,3.30,1,1,2.838,0.0506
36.453,1.0000,0.3946,1.0236,0.4091,-176.79,6.23,1,1,2.838,0.0506
36.487,1.0000,0.3106,1.0321,0.2550,-176.72,5.54,1,1,2.838,0.0506
36.518,1.0000,0.2616,1.1329,0.2512,-175.82,3.81,1,1,2.838,0.0506
36.549,1.0000,0.2890,1.1646,0.3380,-175.15,-2.52,1,1,2.838,0.0506
36.580,1.0000,0.2701,1.0370,0.2680,-175.55,5.98,1,1,2.838,0.0506
36.615,1.0000,0.2020,1.0808,0.1648,-175.77,3.81,1,1,2.838,0.0506
36.661,1.0000,0.1794,1.1211,0.1885,-175.97,1.78,1,1,2.838,0.0506
36.693,1.0000,0.1915,1.1524,0.2228,-175.90,0.33,1,1,2.838,0.0506
36.725,1.0000,0.2075,1.1054,0.2305,-175.99,1.92,1,1,2.838,0.0506
36.758,1.0000,0.2225,1.0837,0.2365,-175.73,-0.82,1,1,2.838,0.0506
36.790,1.0000,0.2343,1.1303,0.2411,-175.89,-1.91,1,1,2.838,0.0506
36.823,1.0000,0.2645,1.1716,0.2823,-175.24,-5.59,1,1,2.838,0.0506
36.854,1.0000,0.2729,1.2822,0.2685,-174.71,-6.88,1,1,2.838,0.0506
36.886,1.0000,0.2332,1.2826,0.1951,-174.78,-7.03,1,1,2.838,0.0506
36.917,1.0000,0.2199,1.2348,0.2147,-174.88,-6.47,1,1,2.838,0.0506
36.949,1.0000,0.2536,1.1286,0.2845,-175.34,-4.52,1,1,2.838,0.0506
36.982,1.0000,0.2848,1.0880,0.3029,-175.50,-3.52,1,1,2.838,0.0506
37.013,1.0000,0.2669,1.1260,0.2428,-175.57,-2.18,1,1,2.838,0.0506
37.044,1.0000,0.2731,1.0864,0.2751,-175.26,-1.47,1,1,2.838,0.0506
37.110,0.7643,0.3127,0.5472,0.3383,-175.56,-0.23,1,1,2.838,0.0506
37.141,0.5254,0.2484,0.4471,0.1891,-175.72,6.42,1,1,2.838,0.0506
37.176,0.4053,0.2036,0.4416,0.1797,-175.81,6.95,1,1,2.838,0.0506
37.207,0.3547,0.2264,0.4287,0.2603,-175.55,5.82,1,1,2.838,0.0506
37.253,0.3561,0.3439,0.4418,0.4348,-174.77,-2.37,1,1,2.838,0.0506
37.280,0.3853,0.4138,0.4608,0.4377,-174.69,-3.23,1,1,2.838,0.0506
37.308,0.3924,0.4280,0.4250,0.4027,-175.19,6.14,1,1,2.838,0.0506
37.332,0.3980,0.4218,0.4179,0.3906,-175.53,6.65,1,1,2.838,0.0506
37.357,0.4028,0.4203,0.4150,0.4037,-175.56,5.07,1,1,2.838,0.0506
37.386,0.3857,0.4144,0.3777,0.4005,-175.59,5.10,1,1,2.838,0.0506
37.412,0.3782,0.3774,0.3799,0.3456,-175.69,5.74,1,1,2.838,0.0506
37.445,0.3326,0.3737,0.3059,0.3776,-175.88,3.10,1,1,2.838,0.0506
37.511,0.2286,0.3018,0.1688,0.2546,-176.07,7.41,1,1,2.838,0.0506
37.541,0.2207,0.3125,0.2524,0.3423,-176.34,11.45,1,1,2.838,0.0506
37.574,0.2230,0.3824,0.2508,0.4448,-176.56,11.20,1,1,2.838,0.0506
37.607,0.2041,0.3707,0.2065,0.3513,-176.62,12.31,1,1,2.838,0.0506
37.637,0.2026,0.4058,0.2169,0.4276,-176.57,11.20,1,1,2.838,0.0506
37.670,0.1211,0.4406,0.0720,0.4544,-176.45,8.54,1,1,2.838,0.0506
37.701,0.0991,0.4002,0.1109,0.3542,-176.52,10.23,1,1,2.838,0.0506
37.733,0.1018,0.3478,0.1273,0.3095,-176.43,10.15,1,1,2.838,0.0506
37.766,0.0969,0.2703,0.1078,0.2272,-176.04,9.83,1,1,2.838,0.0506
37.813,0.1349,0.2515,0.1732,0.2665,-176.17,12.46,1,1,2.838,0.0506
37.846,0.1465,0.2296,0.1521,0.2370,-176.09,12.52,1,1,2.838,0.0506
37.871,0.1515,0.2180,0.1502,0.2304,-176.07,12.59,1,1,2.838,0.0506
37.896,0.1596,0.2307,0.1609,0.2563,-176.12,12.99,1,1,2.838,0.0506
37.941,0.1690,0.2420,0.1710,0.2575,-176.37,13.09,1,1,2.838,0.0506
37.977,0.1640,0.2672,0.1546,0.2875,-176.11,11.24,1,1,2.838,0.0506
38.007,0.1697,0.2402,0.1716,0.2151,-176.23,12.27,1,1,2.838,0.0506
38.038,0.1652,0.2275,0.1590,0.2218,-176.24,12.64,1,1,2.838,0.0506
38.071,0.1594,0.2312,0.1543,0.2394,-176.22,12.17,1,1,2.838,0.0506
38.101,0.1736,0.2654,0.1850,0.2931,-176.50,12.40,1,1,2.838,0.0506
38.132,0.1859,0.2473,0.1918,0.2270,-176.68,13.10,1,1,2.838,0.0506
38.165,0.1349,0.3628,0.0926,0.4471,-177.05,11.07,1,1,2.838,0.0506
38.199,0.1282,0.4977,0.1332,0.5662,-177.20,13.45,1,1,2.838,0.0506
38.229,0.1517,0.5922,0.1770,0.6069,-177.40,14.62,1,1,2.838,0.0506
38.263,0.1298,0.6852,0.1129,0.6937,-177.37,13.66,1,1,2.838,0.0506
38.293,0.1549,0.7225,0.1783,0.6872,-177.53,13.40,1,1,2.838,0.0506
38.327,0.1667,0.7486,0.1722,0.7177,-177.33,13.79,1,1,2.838,0.0506
38.374,0.1833,0.7429,0.1903,0.6997,-177.70,14.13,1,1,2.838,0.0506
38.407,0.1885,0.7274,0.1847,0.6925,-177.72,12.12,1,1,2.838,0.0506
38.438,0.1799,0.6859,0.1674,0.6443,-177.77,12.64,1,1,2.838,0.0506
38.469,0.1862,0.6779,0.1889,0.6757,-177.43,11.45,1,1,2.838,0.0506
38.502,0.1916,0.6387,0.1928,0.6144,-177.15,9.60,1,1,2.838,0.0506
