time_s,gaze_x,gaze_y,raw_x,raw_y,pitch_deg,yaw_deg,ear,blink,face_detected,calibrated,calib_mgae_deg,calib_rmse,calib_point_idx,calib_target_x,calib_target_y,X_feat,Y_feat,loo_mgae_deg,loo_euc_cm,loo_euc_x_cm,loo_euc_y_cm,tap_target_x,tap_target_y
0.754,0.5000,0.5000,0.5000,0.5000,-78.62,30.93,0.426,,1,0,,,,,,18.81440,6.45618,,,,,,
0.830,0.5000,0.5000,0.5000,0.5000,-78.68,30.92,0.438,,1,0,,,,,,17.84183,6.23072,,,,,,
0.852,0.5000,0.5000,0.5000,0.5000,-78.71,30.91,0.426,,1,0,,,,,,17.32739,6.22735,,,,,,
0.884,0.5000,0.5000,0.5000,0.5000,-78.73,30.89,0.395,,1,0,,,,,,17.48189,6.41589,,,,,,
0.926,0.5000,0.5000,0.5000,0.5000,-78.76,30.87,0.413,,1,0,,,,,,17.49139,6.54569,,,,,,
0.974,0.5000,0.5000,0.5000,0.5000,-78.79,30.83,0.390,,1,0,,,,,,17.49665,6.71694,,,,,,
0.991,0.5000,0.5000,0.5000,0.5000,-78.82,30.80,0.428,,1,0,,,,,,17.43535,6.74923,,,,,,
1.036,0.5000,0.5000,0.5000,0.5000,-78.84,30.77,0.429,,1,0,,,,,,17.63814,6.88977,,,,,,
1.068,0.5000,0.5000,0.5000,0.5000,-78.85,30.75,0.443,,1,0,,,,,,18.09208,7.04136,,,,,,
1.093,0.5000,0.5000,0.5000,0.5000,-78.86,30.72,0.448,,1,0,,,,,,17.60811,6.85443,,,,,,
1.125,0.5000,0.5000,0.5000,0.5000,-78.86,30.70,0.492,,1,0,,,,,,17.27904,6.72376,,,,,,
1.163,0.5000,0.5000,0.5000,0.5000,-78.87,30.68,0.459,,1,0,,,,,,17.42306,6.77885,,,,,,
1.184,0.5000,0.5000,0.5000,0.5000,-78.87,30.66,0.466,,1,0,,,,,,17.50913,6.79461,,,,,,
1.222,0.5000,0.5000,0.5000,0.5000,-78.88,30.65,0.461,,1,0,,,,,,17.53740,6.73034,,,,,,
1.253,0.5000,0.5000,0.5000,0.5000,-78.89,30.63,0.450,,1,0,,,,,,17.39371,6.59635,,,,,,
1.288,0.5000,0.5000,0.5000,0.5000,-78.89,30.62,0.453,,1,0,,,,,,17.22733,6.33792,,,,,,
1.318,0.5000,0.5000,0.5000,0.5000,-78.90,30.61,0.456,,1,0,,,,,,17.29818,6.25850,,,,,,
1.352,0.5000,0.5000,0.5000,0.5000,-78.92,30.60,0.447,,1,0,,,,,,17.35488,6.16111,,,,,,
1.418,0.5000,0.5000,0.5000,0.5000,-78.97,30.58,0.450,,1,0,,,,,,16.56720,5.62745,,,,,,
1.451,0.5000,0.5000,0.5000,0.5000,-78.99,30.57,0.428,,1,0,,,,,,16.72058,5.52902,,,,,,
1.485,0.5000,0.5000,0.5000,0.5000,-79.03,30.57,0.392,,1,0,,,,,,16.87531,5.49422,,,,,,
1.509,0.5000,0.5000,0.5000,0.5000,-79.07,30.56,0.261,,1,0,,,,,,16.66786,5.21801,,,,,,
1.552,0.5000,0.5000,0.5000,0.5000,-79.17,30.54,0.266,,1,0,,,,,,16.91719,4.93820,,,,,,
1.585,0.5000,0.5000,0.5000,0.5000,-79.23,30.53,0.215,,1,0,,,,,,16.26529,4.79237,,,,,,
1.651,0.5000,0.5000,0.5000,0.5000,-79.30,30.52,0.232,,1,0,,,,,,16.32946,4.22366,,,,,,
1.668,0.5000,0.5000,0.5000,0.5000,-79.49,30.48,0.277,,1,0,,,,,,15.23107,3.19591,,,,,,
1.706,0.5000,0.5000,0.5000,0.5000,-79.61,30.46,0.311,,1,0,,,,,,12.60844,2.04476,,,,,,
1.736,0.5000,0.5000,0.5000,0.5000,-79.76,30.43,0.336,,1,0,,,,,,11.36937,1.39449,,,,,,
1.756,0.5000,0.5000,0.5000,0.5000,-79.92,30.41,0.352,,1,0,,,,,,10.59175,0.92108,,,,,,
1.785,0.5000,0.5000,0.5000,0.5000,-80.09,30.38,0.374,,1,0,,,,,,9.84398,0.57748,,,,,,
1.818,0.5000,0.5000,0.5000,0.5000,-80.30,30.36,0.380,,1,0,,,,,,9.20544,0.11689,,,,,,
1.850,0.5000,0.5000,0.5000,0.5000,-80.54,30.33,0.380,,1,0,,,,,,8.93794,-0.01744,,,,,,
1.876,0.5000,0.5000,0.5000,0.5000,-80.80,30.30,0.378,,1,0,,,,,,8.44328,-0.16141,,,,,,
1.910,0.5000,0.5000,0.5000,0.5000,-81.10,30.27,0.378,,1,0,,,,,,8.22989,-0.29722,,,,,,
1.945,0.5000,0.5000,0.5000,0.5000,-81.35,30.24,0.377,,1,0,,,,,,7.80390,-0.37378,,,,,,
1.978,0.5000,0.5000,0.5000,0.5000,-81.64,30.21,0.362,,1,0,,,,,,7.57237,-0.49811,,,,,,
2.009,0.5000,0.5000,0.5000,0.5000,-81.92,30.18,0.365,,1,0,,,,,,7.25363,-0.59786,,,,,,
2.043,0.5000,0.5000,0.5000,0.5000,-82.22,30.15,0.367,,1,0,,,,,,6.85108,-0.68472,,,,,,
2.075,0.5000,0.5000,0.5000,0.5000,-82.51,30.12,0.370,,1,0,,,,,,6.41221,-0.78252,,,,,,
2.122,0.5000,0.5000,0.5000,0.5000,-82.91,30.09,0.389,,1,0,,,,,,5.82447,-0.91806,,,,,,
2.153,0.5000,0.5000,0.5000,0.5000,-83.17,30.09,0.390,,1,0,,,,,,5.22604,-1.04046,,,,,,
2.183,0.5000,0.5000,0.5000,0.5000,-83.41,30.08,0.379,,1,0,,,,,,5.12921,-1.04115,,,,,,
2.217,0.5000,0.5000,0.5000,0.5000,-83.68,30.08,0.409,,1,0,,,,,,4.22041,-1.22498,,,,,,
2.252,0.5000,0.5000,0.5000,0.5000,-83.94,30.08,0.405,,1,0,,,,,,3.68832,-1.37610,,,,,,
2.283,0.5000,0.5000,0.5000,0.5000,-84.20,30.09,0.410,,1,0,,,,,,3.15560,-1.54899,,,,,,
2.303,0.5000,0.5000,0.5000,0.5000,-84.45,30.10,0.428,,1,0,,,,,,2.64316,-1.72928,,,,,,
2.341,0.5000,0.5000,0.5000,0.5000,-84.70,30.11,0.442,,1,0,,,,,,2.12554,-1.87684,,,,,,
2.367,0.5000,0.5000,0.5000,0.5000,-84.94,30.12,0.448,,1,0,,,,,,1.67928,-2.02695,,,,,,
2.399,0.5000,0.5000,0.5000,0.5000,-85.18,30.14,0.459,,1,0,,,,,,1.24975,-2.09344,,,,,,
2.437,0.5000,0.5000,0.5000,0.5000,-85.40,30.15,0.464,,1,0,,,,,,0.84772,-2.24206,,,,,,
2.475,0.5000,0.5000,0.5000,0.5000,-85.62,30.16,0.464,,1,0,,,,,,0.43567,-2.33070,,,,,,
2.506,0.5000,0.5000,0.5000,0.5000,-85.82,30.17,0.461,,1,0,,,,,,0.06318,-2.40103,,,,,,
2.537,0.5000,0.5000,0.5000,0.5000,-86.01,30.17,0.455,,1,0,,,,,,-0.26405,-2.41098,,,,,,
2.557,0.5000,0.5000,0.5000,0.5000,-86.18,30.18,0.448,,1,0,,,,,,-0.57949,-2.40147,,,,,,
2.598,0.5000,0.5000,0.5000,0.5000,-86.35,30.18,0.453,,1,0,,,,,,-0.87111,-2.41058,,,,,,
2.629,0.5000,0.5000,0.5000,0.5000,-86.48,30.20,0.301,,1,0,,,,,,-0.98965,-2.28867,,,,,,
2.670,0.5000,0.5000,0.5000,0.5000,-86.62,30.24,0.059,,1,0,,,,,,-1.03508,-2.19661,,,,,,
2.710,0.5000,0.5000,0.5000,0.5000,-86.70,30.28,0.057,,1,0,,,,,,-1.23778,-2.12677,,,,,,
2.746,0.5000,0.5000,0.5000,0.5000,-86.76,30.33,0.165,,1,0,,,,,,-1.49458,-2.13196,,,,,,
2.778,0.5000,0.5000,0.5000,0.5000,-86.81,30.38,0.261,,1,0,,,,,,-1.61661,-2.19091,,,,,,
2.806,0.5000,0.5000,0.5000,0.5000,-86.85,30.44,0.308,,1,0,,,,,,-1.66722,-2.20657,,,,,,
2.829,0.5000,0.5000,0.5000,0.5000,-86.88,30.49,0.369,,1,0,,,,,,-1.58075,-2.19493,,,,,,
2.875,0.5000,0.5000,0.5000,0.5000,-86.90,30.55,0.411,,1,0,,,,,,-1.65617,-2.22570,,,,,,
2.901,0.5000,0.5000,0.5000,0.5000,-86.91,30.61,0.431,,1,0,,,,,,-1.63446,-2.21934,,,,,,
2.926,0.5000,0.5000,0.5000,0.5000,-86.92,30.67,0.448,,1,0,,,,,,-1.62181,-2.21906,,,,,,
2.970,0.5000,0.5000,0.5000,0.5000,-86.92,30.73,0.469,,1,0,,,,,,-1.60462,-2.20371,,,,,,
2.991,0.5000,0.5000,0.5000,0.5000,-86.91,30.79,0.477,,1,0,,,,,,-1.56373,-2.18085,,,,,,
3.037,0.5000,0.5000,0.5000,0.5000,-86.90,30.86,0.485,,1,0,,,,,,-1.53887,-2.13946,,,,,,
3.067,0.5000,0.5000,0.5000,0.5000,-86.88,30.92,0.481,,1,0,,,,,,-1.49605,-2.07650,,,,,,
3.095,0.5000,0.5000,0.5000,0.5000,-86.86,30.98,0.469,,1,0,,,,,,-1.49941,-2.02562,,,,,,
3.118,0.5000,0.5000,0.5000,0.5000,-86.84,31.04,0.466,,1,0,,,,,,-1.52790,-1.99110,,,,,,
3.162,0.5000,0.5000,0.5000,0.5000,-86.81,31.10,0.471,,1,0,,,,,,-1.48595,-1.94902,,,,,,
3.183,0.5000,0.5000,0.5000,0.5000,-86.78,31.15,0.467,,1,0,,,,,,-1.44315,-1.89376,,,,,,
3.239,0.5000,0.5000,0.5000,0.5000,-86.74,31.24,0.463,,1,0,,,,,,-1.45011,-1.85416,,,,,,
