time_s,gaze_x,gaze_y,raw_x,raw_y,pitch_deg,yaw_deg,ear,blink,face_detected,calibrated,calib_mgae_deg,calib_rmse,calib_point_idx,calib_target_x,calib_target_y
0.615,0.5000,0.5000,0.5000,0.5000,-8.67,14.97,0.512,,1,0,,,,,
0.663,0.5000,0.5000,0.5000,0.5000,-8.64,14.93,0.476,,1,0,,,,,
0.703,0.5000,0.5000,0.5000,0.5000,-27.15,18.33,0.463,,1,0,,,,,
0.746,0.5000,0.5000,0.5000,0.5000,-25.46,18.05,0.456,,1,0,,,,,
0.778,0.5000,0.5000,0.5000,0.5000,-23.97,17.91,0.501,,1,0,,,,,
0.806,0.5000,0.5000,0.5000,0.5000,-23.00,17.87,0.519,,1,0,,,,,
0.838,0.5000,0.5000,0.5000,0.5000,-22.06,17.85,0.545,,1,0,,,,,
0.862,0.5000,0.5000,0.5000,0.5000,-21.29,17.89,0.537,,1,0,,,,,
0.888,0.5000,0.5000,0.5000,0.5000,-20.61,17.94,0.529,,1,0,,,,,
0.917,0.5000,0.5000,0.5000,0.5000,-19.77,18.01,0.515,,1,0,,,,,
0.946,0.5000,0.5000,0.5000,0.5000,-18.94,18.03,0.523,,1,0,,,,,
0.976,0.5000,0.5000,0.5000,0.5000,-18.06,17.95,0.508,,1,0,,,,,
1.005,0.5000,0.5000,0.5000,0.5000,-17.17,17.66,0.486,,1,0,,,,,
1.031,0.5000,0.5000,0.5000,0.5000,-16.36,17.37,0.411,,1,0,,,,,
1.058,0.5000,0.5000,0.5000,0.5000,-15.60,16.95,0.363,,1,0,,,,,
1.092,0.5000,0.5000,0.5000,0.5000,-14.73,16.15,0.345,,1,0,,,,,
1.123,0.5000,0.5000,0.5000,0.5000,-13.91,15.02,0.345,,1,0,,,,,
1.149,0.5000,0.5000,0.5000,0.5000,-13.38,13.61,0.348,,1,0,,,,,
1.188,0.5000,0.5000,0.5000,0.5000,-13.10,11.11,0.370,,1,0,,,,,
1.223,0.5000,0.5000,0.5000,0.5000,-12.84,8.78,0.349,,1,0,,,,,
1.254,0.5000,0.5000,0.5000,0.5000,-12.55,6.50,0.348,,1,0,,,,,
1.289,0.5000,0.5000,0.5000,0.5000,-12.19,4.19,0.353,,1,0,,,,,
1.330,0.5000,0.5000,0.5000,0.5000,-11.58,2.27,0.344,,1,0,,,,,
1.360,0.5000,0.5000,0.5000,0.5000,-11.11,0.55,0.334,,1,0,,,,,
1.385,0.5000,0.5000,0.5000,0.5000,-10.63,-0.23,0.319,,1,0,,,,,
1.416,0.5000,0.5000,0.5000,0.5000,-9.98,-0.08,0.312,,1,0,,,,,
1.450,0.5000,0.5000,0.5000,0.5000,-9.34,0.32,0.325,,1,0,,,,,
1.482,0.5000,0.5000,0.5000,0.5000,-8.75,0.68,0.320,,1,0,,,,,
1.531,0.5000,0.5000,0.5000,0.5000,-8.03,1.38,0.327,,1,0,,,,,
1.566,0.5000,0.5000,0.5000,0.5000,-7.52,1.81,0.321,,1,0,,,,,
1.593,0.5000,0.5000,0.5000,0.5000,-7.13,2.12,0.319,,1,0,,,,,
1.621,0.5000,0.5000,0.5000,0.5000,-6.76,2.52,0.321,,1,0,,,,,
1.651,0.5000,0.5000,0.5000,0.5000,-6.37,3.12,0.330,,1,0,,,,,
1.677,0.5000,0.5000,0.5000,0.5000,-6.05,3.53,0.315,,1,0,,,,,
1.704,0.5000,0.5000,0.5000,0.5000,-5.74,3.90,0.307,,1,0,,,,,
1.732,0.5000,0.5000,0.5000,0.5000,-5.42,4.35,0.307,,1,0,,,,,
1.757,0.5000,0.5000,0.5000,0.5000,-5.11,4.82,0.296,,1,0,,,,,
1.821,0.5000,0.5000,0.5000,0.5000,-4.51,5.63,0.239,,1,0,,,,,
1.849,0.5000,0.5000,0.5000,0.5000,-4.11,5.96,0.183,,1,0,,,,,
1.882,0.5000,0.5000,0.5000,0.5000,-3.74,6.21,0.174,,1,0,,,,,
1.912,0.5000,0.5000,0.5000,0.5000,-3.46,6.75,0.332,,1,0,,,,,
1.947,0.5000,0.5000,0.5000,0.5000,-3.16,7.36,0.435,,1,0,,,,,
1.979,0.5000,0.5000,0.5000,0.5000,-2.91,7.84,0.490,,1,0,,,,,
2.014,0.5000,0.5000,0.5000,0.5000,-2.63,8.27,0.496,,1,0,,,,,
2.046,0.5000,0.5000,0.5000,0.5000,-2.35,8.50,0.499,,1,0,,,,,
2.093,0.5000,0.5000,0.5000,0.5000,-2.01,8.96,0.481,,1,0,,,,,
2.127,0.5000,0.5000,0.5000,0.5000,-1.71,9.34,0.487,,1,0,,,,,
2.160,0.5000,0.5000,0.5000,0.5000,-1.47,9.57,0.485,,1,0,,,,,
2.190,0.5000,0.5000,0.5000,0.5000,-1.25,9.75,0.496,,1,0,,,,,
2.218,0.5000,0.5000,0.5000,0.5000,-1.01,9.80,0.494,,1,0,,,,,
2.253,0.5000,0.5000,0.5000,0.5000,-0.78,9.80,0.498,,1,0,,,,,
2.282,0.5000,0.5000,0.5000,0.5000,-0.52,9.81,0.490,,1,0,,,,,
2.322,0.5000,0.5000,0.5000,0.5000,-0.21,9.94,0.475,,1,0,,,,,
2.358,0.5000,0.5000,0.5000,0.5000,0.15,10.11,0.467,,1,0,,,,,
2.395,0.5000,0.5000,0.5000,0.5000,0.46,10.35,0.458,,1,0,,,,,
2.428,0.5000,0.5000,0.5000,0.5000,0.80,10.54,0.450,,1,0,,,,,
2.452,0.5000,0.5000,0.5000,0.5000,1.07,10.73,0.445,,1,0,,,,,
2.485,0.5000,0.5000,0.5000,0.5000,1.28,10.79,0.445,,1,0,,,,,
2.526,0.5000,0.5000,0.5000,0.5000,1.57,10.92,0.448,,1,0,,,,,
2.570,0.5000,0.5000,0.5000,0.5000,1.88,10.93,0.452,,1,0,,,,,
2.622,0.5000,0.5000,0.5000,0.5000,2.25,10.81,0.455,,1,0,,,,,
2.662,0.5000,0.5000,0.5000,0.5000,2.44,10.83,0.462,,1,0,,,,,
2.701,0.5000,0.5000,0.5000,0.5000,2.58,10.87,0.434,,1,0,,,,,
2.728,0.5000,0.5000,0.5000,0.5000,2.77,10.98,0.431,,1,0,,,,,
2.769,0.5000,0.5000,0.5000,0.5000,2.95,11.28,0.414,,1,0,,,,,
2.807,0.5000,0.5000,0.5000,0.5000,3.09,11.53,0.413,,1,0,,,,,
2.834,0.5000,0.5000,0.5000,0.5000,3.21,11.69,0.404,,1,0,,,,,
2.867,0.5000,0.5000,0.5000,0.5000,3.25,11.89,0.401,,1,0,,,,,
2.894,0.5000,0.5000,0.5000,0.5000,3.36,12.01,0.400,,1,0,,,,,
2.922,0.5000,0.5000,0.5000,0.5000,3.42,12.19,0.409,,1,0,,,,,
2.957,0.5000,0.5000,0.5000,0.5000,3.46,12.33,0.408,,1,0,,,,,
2.991,0.5000,0.5000,0.5000,0.5000,3.42,12.70,0.383,,1,0,,,,,
3.021,0.5000,0.5000,0.5000,0.5000,3.40,12.62,0.308,,1,0,,,,,
3.057,0.5000,0.5000,0.5000,0.5000,3.38,12.48,0.217,,1,0,,,,,
3.098,0.5000,0.5000,0.5000,0.5000,3.33,12.41,0.221,,1,0,,,,,
3.143,0.5000,0.5000,0.5000,0.5000,3.25,12.17,0.227,,1,0,,,,,
3.181,0.5000,0.5000,0.5000,0.5000,3.14,12.20,0.283,,1,0,,,,,
3.210,0.5000,0.5000,0.5000,0.5000,3.03,12.37,0.292,,1,0,,,,,
3.238,0.5000,0.5000,0.5000,0.5000,2.96,12.48,0.299,,1,0,,,,,
3.265,0.5000,0.5000,0.5000,0.5000,2.88,12.57,0.259,,1,0,,,,,
3.292,0.5000,0.5000,0.5000,0.5000,2.79,12.77,0.289,,1,0,,,,,
3.316,0.5000,0.5000,0.5000,0.5000,2.69,12.94,0.301,,1,0,,,,,
3.341,0.5000,0.5000,0.5000,0.5000,2.57,13.24,0.311,,1,0,,,,,
3.368,0.5000,0.5000,0.5000,0.5000,2.46,13.46,0.309,,1,0,,,,,
3.395,0.5000,0.5000,0.5000,0.5000,2.34,13.80,0.310,,1,0,,,,,
3.421,0.5000,0.5000,0.5000,0.5000,2.24,14.09,0.302,,1,0,,,,,
3.453,0.5000,0.5000,0.5000,0.5000,2.11,14.48,0.304,,1,0,,,,,
3.481,0.5000,0.5000,0.5000,0.5000,2.01,14.95,0.312,,1,0,,,,,
3.506,0.5000,0.5000,0.5000,0.5000,1.92,15.25,0.307,,1,0,,,,,
3.532,0.5000,0.5000,0.5000,0.5000,1.86,15.50,0.306,,1,0,,,,,
3.559,0.5000,0.5000,0.5000,0.5000,1.85,15.69,0.226,,1,0,,,,,
3.592,0.5000,0.5000,0.5000,0.5000,1.84,15.78,0.223,,1,0,,,,,
3.625,0.5000,0.5000,0.5000,0.5000,1.76,16.15,0.261,,1,0,,,,,
3.659,0.5000,0.5000,0.5000,0.5000,1.67,16.56,0.280,,1,0,,,,,
3.692,0.5000,0.5000,0.5000,0.5000,1.55,17.05,0.276,,1,0,,,,,
3.724,0.5000,0.5000,0.5000,0.5000,1.51,17.39,0.257,,1,0,,,,,
3.758,0.5000,0.5000,0.5000,0.5000,1.42,17.74,0.215,,1,0,,,,,
3.834,0.5000,0.5000,0.5000,0.5000,1.01,18.69,0.233,,1,0,,,,,
3.861,0.5000,0.5000,0.5000,0.5000,0.89,18.93,0.211,,1,0,,,,,
3.893,0.5000,0.5000,0.5000,0.5000,0.79,19.30,0.235,,1,0,,,,,
3.926,0.5000,0.5000,0.5000,0.5000,0.66,19.86,0.233,,1,0,,,,,
3.958,0.5000,0.5000,0.5000,0.5000,0.58,20.29,0.260,,1,0,,,,,
3.991,0.5000,0.5000,0.5000,0.5000,0.51,20.79,0.269,,1,0,,,,,
4.027,0.5000,0.5000,0.5000,0.5000,0.42,21.28,0.267,,1,0,,,,,
4.062,0.5000,0.5000,0.5000,0.5000,0.32,21.64,0.253,,1,0,,,,,
4.093,0.5000,0.5000,0.5000,0.5000,0.26,21.93,0.273,,1,0,,,,,
4.132,0.5000,0.5000,0.5000,0.5000,0.14,22.34,0.278,,1,0,,,,,
4.165,0.5000,0.5000,0.5000,0.5000,0.05,22.55,0.278,,1,0,,,,,
4.192,0.5000,0.5000,0.5000,0.5000,-0.05,22.78,0.292,,1,0,,,,,
4.223,0.5000,0.5000,0.5000,0.5000,-0.11,22.99,0.309,,1,0,,,,,
4.252,0.5000,0.5000,0.5000,0.5000,-0.16,23.16,0.298,,1,0,,,,,
4.281,0.5000,0.5000,0.5000,0.5000,-0.23,23.25,0.261,,1,0,,,,,
4.323,0.5000,0.5000,0.5000,0.5000,-0.33,23.37,0.272,,1,0,,,,,
4.365,0.5000,0.5000,0.5000,0.5000,-0.45,23.63,0.301,,1,0,,,,,
4.402,0.5000,0.5000,0.5000,0.5000,-0.54,23.76,0.277,,1,0,,,,,
4.426,0.5000,0.5000,0.5000,0.5000,-0.62,23.84,0.272,,1,0,,,,,
4.455,0.5000,0.5000,0.5000,0.5000,-0.70,23.89,0.267,,1,0,,,,,
4.481,0.5000,0.5000,0.5000,0.5000,-0.75,23.92,0.270,,1,0,,,,,
4.507,0.5000,0.5000,0.5000,0.5000,-0.82,23.96,0.274,,1,0,,,,,
4.533,0.5000,0.5000,0.5000,0.5000,-0.87,23.98,0.271,,1,0,,,,,
4.561,0.5000,0.5000,0.5000,0.5000,-0.90,24.01,0.275,,1,0,,,,,
4.619,0.5000,0.5000,0.5000,0.5000,-0.95,24.12,0.272,,1,0,,,,,
4.652,0.5000,0.5000,0.5000,0.5000,-0.99,24.22,0.256,,1,0,,,,,
4.680,0.5000,0.5000,0.5000,0.5000,-1.04,24.31,0.270,,1,0,,,,,
4.714,0.5000,0.5000,0.5000,0.5000,-1.06,24.41,0.272,,1,0,,,,,
4.745,0.5000,0.5000,0.5000,0.5000,-1.11,24.46,0.270,,1,0,,,,,
4.777,0.5000,0.5000,0.5000,0.5000,-1.13,24.53,0.275,,1,0,,,,,
4.809,0.5000,0.5000,0.5000,0.5000,-1.14,24.58,0.269,,1,0,,,,,
4.841,0.5000,0.5000,0.5000,0.5000,-1.16,24.60,0.258,,1,0,,,,,
4.872,0.5000,0.5000,0.5000,0.5000,-1.19,24.60,0.246,,1,0,,,,,
4.928,0.5000,0.5000,0.5000,0.5000,-1.20,24.60,0.249,,1,0,,,,,
4.957,0.5000,0.5000,0.5000,0.5000,-1.20,24.60,0.245,,1,0,,,,,
4.985,0.5000,0.5000,0.5000,0.5000,-1.22,24.60,0.248,,1,0,,,,,
5.020,0.5000,0.5000,0.5000,0.5000,-1.25,24.59,0.259,,1,0,,,,,
5.055,0.5000,0.5000,0.5000,0.5000,-1.28,24.56,0.265,,1,0,,,,,
5.084,0.5000,0.5000,0.5000,0.5000,-1.30,24.48,0.270,,1,0,,,,,
5.121,0.5000,0.5000,0.5000,0.5000,-1.32,24.38,0.244,,1,0,,,,,
5.160,0.5000,0.5000,0.5000,0.5000,-1.33,24.22,0.252,,1,0,,,,,
5.187,0.5000,0.5000,0.5000,0.5000,-1.34,24.16,0.257,,1,0,,,,,
5.213,0.5000,0.5000,0.5000,0.5000,-1.36,24.08,0.258,,1,0,,,,,
5.244,0.5000,0.5000,0.5000,0.5000,-1.37,24.02,0.256,,1,0,,,,,
5.272,0.5000,0.5000,0.5000,0.5000,-1.34,23.97,0.273,,1,0,,,,,
5.306,0.5000,0.5000,0.5000,0.5000,-1.34,23.90,0.284,,1,0,,,,,
5.341,0.5000,0.5000,0.5000,0.5000,-1.37,23.85,0.280,,1,0,,,,,
5.371,0.5000,0.5000,0.5000,0.5000,-1.41,23.80,0.258,,1,0,,,,,
5.406,0.5000,0.5000,0.5000,0.5000,-1.46,23.77,0.267,,1,0,,,,,
5.440,0.5000,0.5000,0.5000,0.5000,-1.52,23.73,0.257,,1,0,,,,,
5.465,0.5000,0.5000,0.5000,0.5000,-1.58,23.76,0.273,,1,0,,,,,
5.515,0.5000,0.5000,0.5000,0.5000,-1.69,23.77,0.266,,1,0,,,,,
5.544,0.5000,0.5000,0.5000,0.5000,-1.76,23.79,0.268,,1,0,,,,,
5.576,0.5000,0.5000,0.5000,0.5000,-1.84,23.77,0.266,,1,0,,,,,
5.607,0.5000,0.5000,0.5000,0.5000,-1.94,23.71,0.251,,1,0,,,,,
5.641,0.5000,0.5000,0.5000,0.5000,-2.02,23.67,0.249,,1,0,,,,,
5.677,0.5000,0.5000,0.5000,0.5000,-2.10,23.69,0.260,,1,0,,,,,
5.718,0.5000,0.5000,0.5000,0.5000,-2.17,23.66,0.264,,1,0,,,,,
5.749,0.5000,0.5000,0.5000,0.5000,-2.23,23.65,0.269,,1,0,,,,,
5.779,0.5000,0.5000,0.5000,0.5000,-2.28,23.63,0.265,,1,0,,,,,
5.821,0.5000,0.5000,0.5000,0.5000,-2.34,23.54,0.276,,1,0,,,,,
5.860,0.5000,0.5000,0.5000,0.5000,-2.39,23.48,0.275,,1,0,,,,,
5.890,0.5000,0.5000,0.5000,0.5000,-2.45,23.44,0.284,,1,0,,,,,
5.916,0.5000,0.5000,0.5000,0.5000,-2.51,23.41,0.295,,1,0,,,,,
5.945,0.5000,0.5000,0.5000,0.5000,-2.55,23.39,0.303,,1,0,,,,,
5.972,0.5000,0.5000,0.5000,0.5000,-2.60,23.37,0.304,,1,0,,,,,
5.995,0.5000,0.5000,0.5000,0.5000,-2.64,23.36,0.311,,1,0,,,,,
6.028,0.5000,0.5000,0.5000,0.5000,-2.70,23.36,0.309,,1,0,,,,,
6.072,0.5000,0.5000,0.5000,0.5000,-2.80,23.30,0.292,,1,0,,,,,
6.106,0.5000,0.5000,0.5000,0.5000,-2.89,23.27,0.302,,1,0,,,,,
6.138,0.5000,0.5000,0.5000,0.5000,-2.95,23.24,0.321,,1,0,,,,,
6.168,0.5000,0.5000,0.5000,0.5000,-3.00,23.21,0.328,,1,0,,,,,
6.228,0.5000,0.5000,0.5000,0.5000,-3.03,23.14,0.331,,1,0,,,,,
6.253,0.5000,0.5000,0.5000,0.5000,-3.04,23.04,0.319,,1,0,,,,,
6.276,0.5000,0.5000,0.5000,0.5000,-3.04,22.95,0.312,,1,0,,,,,
6.310,0.5000,0.5000,0.5000,0.5000,-3.05,22.86,0.314,,1,0,,,,,
6.339,0.5000,0.5000,0.5000,0.5000,-3.04,22.69,0.311,,1,0,,,,,
6.366,0.5000,0.5000,0.5000,0.5000,-3.04,22.47,0.310,,1,0,,,,,
6.394,0.5000,0.5000,0.5000,0.5000,-3.04,22.14,0.316,,1,0,,,,,
6.426,0.5000,0.5000,0.5000,0.5000,-3.03,21.79,0.326,,1,0,,,,,
6.459,0.5000,0.5000,0.5000,0.5000,-3.03,21.38,0.330,,1,0,,,,,
6.490,0.5000,0.5000,0.5000,0.5000,-3.03,20.90,0.333,,1,0,,,,,
6.526,0.5000,0.5000,0.5000,0.5000,-3.03,20.50,0.334,,1,0,,,,,
6.556,0.5000,0.5000,0.5000,0.5000,-3.04,20.07,0.332,,1,0,,,,,
6.633,0.5000,0.5000,0.5000,0.5000,-3.00,19.63,0.406,,1,0,,,,,
6.668,0.5000,0.5000,0.5000,0.5000,-2.96,19.43,0.420,,1,0,,,,,
6.697,0.5000,0.5000,0.5000,0.5000,-2.92,19.18,0.410,,1,0,,,,,
6.723,0.5000,0.5000,0.5000,0.5000,-2.89,19.13,0.480,,1,0,,,,,
6.753,0.5000,0.5000,0.5000,0.5000,-2.86,19.16,0.526,,1,0,,,,,
6.780,0.5000,0.5000,0.5000,0.5000,-2.84,19.18,0.538,,1,0,,,,,
6.807,0.5000,0.5000,0.5000,0.5000,-2.81,19.17,0.544,,1,0,,,,,
6.838,0.5000,0.5000,0.5000,0.5000,-2.76,19.09,0.548,,1,0,,,,,
6.869,0.5000,0.5000,0.5000,0.5000,-2.69,18.98,0.540,,1,0,,,,,
6.893,0.5000,0.5000,0.5000,0.5000,-2.62,18.96,0.529,,1,0,,,,,
6.922,0.5000,0.5000,0.5000,0.5000,-2.55,18.97,0.538,,1,0,,,,,
6.957,0.5000,0.5000,0.5000,0.5000,-2.44,18.97,0.540,,1,0,,,,,
7.028,0.5000,0.5000,0.5000,0.5000,-2.21,18.85,0.553,,1,0,,,,,
7.056,0.5000,0.5000,0.5000,0.5000,-2.11,18.81,0.539,,1,0,,,,,
7.085,0.5000,0.5000,0.5000,0.5000,-2.01,18.69,0.549,,1,0,,,,,
7.120,0.5000,0.5000,0.5000,0.5000,-1.88,18.50,0.545,,1,0,,,,,
7.150,0.5000,0.5000,0.5000,0.5000,-1.77,18.18,0.547,,1,0,,,,,
7.204,0.5000,0.5000,0.5000,0.5000,-1.56,17.90,0.541,,1,0,,,,,
7.234,0.5000,0.5000,0.5000,0.5000,-1.37,17.65,0.550,,1,0,,,,,
7.265,0.5000,0.5000,0.5000,0.5000,-1.24,17.38,0.546,,1,0,,,,,
7.297,0.5000,0.5000,0.5000,0.5000,-1.10,17.15,0.540,,1,0,,,,,
7.326,0.5000,0.5000,0.5000,0.5000,-0.98,16.99,0.528,,1,0,,,,,
7.354,0.5000,0.5000,0.5000,0.5000,-0.88,16.82,0.530,,1,0,,,,,
7.381,0.5000,0.5000,0.5000,0.5000,-0.78,16.69,0.521,,1,0,,,,,
7.419,0.5000,0.5000,0.5000,0.5000,-0.63,16.55,0.539,,1,0,,,,,
7.450,0.5000,0.5000,0.5000,0.5000,-0.52,16.46,0.531,,1,0,,,,,
7.480,0.5000,0.5000,0.5000,0.5000,-0.40,16.49,0.522,,1,0,,,,,
7.514,0.5000,0.5000,0.5000,0.5000,-0.28,16.43,0.521,,1,0,,,,,
7.545,0.5000,0.5000,0.5000,0.5000,-0.16,16.30,0.518,,1,0,,,,,
7.579,0.5000,0.5000,0.5000,0.5000,-0.05,16.14,0.522,,1,0,,,,,
7.608,0.5000,0.5000,0.5000,0.5000,0.06,16.06,0.517,,1,0,,,,,
7.642,0.5000,0.5000,0.5000,0.5000,0.18,16.00,0.517,,1,0,,,,,
7.673,0.5000,0.5000,0.5000,0.5000,0.30,15.96,0.512,,1,0,,,,,
7.706,0.5000,0.5000,0.5000,0.5000,0.42,15.91,0.510,,1,0,,,,,
7.738,0.5000,0.5000,0.5000,0.5000,0.51,15.90,0.507,,1,0,,,,,
7.785,0.5000,0.5000,0.5000,0.5000,0.61,15.95,0.511,,1,0,,,,,
7.819,0.5000,0.5000,0.5000,0.5000,0.68,16.00,0.510,,1,0,,,,,
7.851,0.5000,0.5000,0.5000,0.5000,0.74,16.02,0.509,,1,0,,,,,
7.882,0.5000,0.5000,0.5000,0.5000,0.82,16.02,0.509,,1,0,,,,,
7.911,0.5000,0.5000,0.5000,0.5000,0.90,15.99,0.515,,1,0,,,,,
7.950,0.5000,0.5000,0.5000,0.5000,0.97,15.90,0.515,,1,0,,,,,
7.978,0.5000,0.5000,0.5000,0.5000,1.04,15.89,0.514,,1,0,,,,,
8.013,0.5000,0.5000,0.5000,0.5000,1.10,15.81,0.514,,1,0,,,,,
8.042,0.5000,0.5000,0.5000,0.5000,1.17,15.69,0.509,,1,0,,,,,
8.073,0.5000,0.5000,0.5000,0.5000,1.24,15.61,0.506,,1,0,,,,,
8.108,0.5000,0.5000,0.5000,0.5000,1.30,15.58,0.505,,1,0,,,,,
8.147,0.5000,0.5000,0.5000,0.5000,1.35,15.54,0.502,,1,0,,,,,
8.180,0.5000,0.5000,0.5000,0.5000,1.40,15.54,0.500,,1,0,,,,,
8.215,0.5000,0.5000,0.5000,0.5000,1.46,15.52,0.499,,1,0,,,,,
8.249,0.5000,0.5000,0.5000,0.5000,1.50,15.43,0.501,,1,0,,,,,
8.282,0.5000,0.5000,0.5000,0.5000,1.53,15.42,0.504,,1,0,,,,,
8.309,0.5000,0.5000,0.5000,0.5000,1.56,15.47,0.499,,1,0,,,,,
8.347,0.5000,0.5000,0.5000,0.5000,1.61,15.48,0.497,,1,0,,,,,
8.379,0.5000,0.5000,0.5000,0.5000,1.63,15.44,0.503,,1,0,,,,,
8.410,0.5000,0.5000,0.5000,0.5000,1.66,15.37,0.507,,1,0,,,,,
8.442,0.5000,0.5000,0.5000,0.5000,1.70,15.30,0.514,,1,0,,,,,
8.474,0.5000,0.5000,0.5000,0.5000,1.73,15.15,0.517,,1,0,,,,,
8.513,0.5000,0.5000,0.5000,0.5000,1.75,14.98,0.524,,1,0,,,,,
8.541,0.5000,0.5000,0.5000,0.5000,1.76,14.92,0.520,,1,0,,,,,
8.568,0.5000,0.5000,0.5000,0.5000,1.76,14.83,0.521,,1,0,,,,,
8.600,0.5000,0.5000,0.5000,0.5000,1.78,14.77,0.520,,1,0,,,,,
8.635,0.5000,0.5000,0.5000,0.5000,1.79,14.81,0.522,,1,0,,,,,
8.667,0.5000,0.5000,0.5000,0.5000,1.81,14.80,0.523,,1,0,,,,,
8.699,0.5000,0.5000,0.5000,0.5000,1.84,14.78,0.521,,1,0,,,,,
8.730,0.5000,0.5000,0.5000,0.5000,1.87,14.67,0.516,,1,0,,,,,
8.763,0.5000,0.5000,0.5000,0.5000,1.91,14.56,0.519,,1,0,,,,,
8.793,0.5000,0.5000,0.5000,0.5000,1.95,14.47,0.519,,1,0,,,,,
8.826,0.5000,0.5000,0.5000,0.5000,2.01,14.40,0.524,,1,0,,,,,
8.858,0.5000,0.5000,0.5000,0.5000,2.06,14.35,0.519,,1,0,,,,,
8.908,0.5000,0.5000,0.5000,0.5000,2.13,14.25,0.517,,1,0,,,,,
8.938,0.5000,0.5000,0.5000,0.5000,2.19,14.13,0.519,,1,0,,,,,
8.971,0.5000,0.5000,0.5000,0.5000,2.24,14.04,0.521,,1,0,,,,,
9.000,0.5000,0.5000,0.5000,0.5000,2.27,13.90,0.523,,1,0,,,,,
9.035,0.5000,0.5000,0.5000,0.5000,2.29,13.81,0.523,,1,0,,,,,
9.064,0.5000,0.5000,0.5000,0.5000,2.32,13.77,0.518,,1,0,,,,,
9.097,0.5000,0.5000,0.5000,0.5000,2.32,13.64,0.517,,1,0,,,,,
9.127,0.5000,0.5000,0.5000,0.5000,2.34,13.48,0.519,,1,0,,,,,
9.161,0.5000,0.5000,0.5000,0.5000,2.38,13.34,0.519,,1,0,,,,,
9.196,0.5000,0.5000,0.5000,0.5000,2.41,13.25,0.518,,1,0,,,,,
9.224,0.5000,0.5000,0.5000,0.5000,2.44,13.16,0.514,,1,0,,,,,
9.258,0.5000,0.5000,0.5000,0.5000,2.47,13.09,0.518,,1,0,,,,,
9.290,0.5000,0.5000,0.5000,0.5000,2.50,13.03,0.521,,1,0,,,,,
9.322,0.5000,0.5000,0.5000,0.5000,2.52,12.98,0.524,,1,0,,,,,
9.352,0.5000,0.5000,0.5000,0.5000,2.55,12.93,0.523,,1,0,,,,,
9.417,0.5000,0.5000,0.5000,0.5000,2.62,12.68,0.529,,1,0,,,,,
9.466,0.5000,0.5000,0.5000,0.5000,2.67,12.58,0.518,,1,0,,,,,
9.497,0.5000,0.5000,0.5000,0.5000,2.68,12.54,0.519,,1,0,,,,,
9.522,0.5000,0.5000,0.5000,0.5000,2.68,12.51,0.520,,1,0,,,,,
9.552,0.5000,0.5000,0.5000,0.5000,2.69,12.49,0.520,,1,0,,,,,
9.576,0.5000,0.5000,0.5000,0.5000,2.70,12.47,0.516,,1,0,,,,,
9.601,0.5000,0.5000,0.5000,0.5000,2.72,12.46,0.518,,1,0,,,,,
9.629,0.5000,0.5000,0.5000,0.5000,2.72,12.45,0.525,,1,0,,,,,
9.657,0.5000,0.5000,0.5000,0.5000,2.73,12.44,0.521,,1,0,,,,,
9.690,0.5000,0.5000,0.5000,0.5000,2.73,12.44,0.519,,1,0,,,,,
9.725,0.5000,0.5000,0.5000,0.5000,2.75,12.45,0.523,,1,0,,,,,
9.754,0.5000,0.5000,0.5000,0.5000,2.78,12.46,0.520,,1,0,,,,,
9.820,0.5000,0.5000,0.5000,0.5000,2.86,12.51,0.525,,1,0,,,,,
9.848,0.5000,0.5000,0.5000,0.5000,2.89,12.55,0.525,,1,0,,,,,
9.882,0.5000,0.5000,0.5000,0.5000,2.92,12.57,0.527,,1,0,,,,,
9.913,0.5000,0.5000,0.5000,0.5000,2.95,12.62,0.530,,1,0,,,,,
9.948,0.5000,0.5000,0.5000,0.5000,2.99,12.64,0.530,,1,0,,,,,
9.979,0.5000,0.5000,0.5000,0.5000,3.01,12.65,0.527,,1,0,,,,,
10.029,0.5000,0.5000,0.5000,0.5000,3.04,12.72,0.531,,1,0,,,,,
10.060,0.5000,0.5000,0.5000,0.5000,3.08,12.80,0.518,,1,0,,,,,
10.093,0.5000,0.5000,0.5000,0.5000,3.11,12.80,0.504,,1,0,,,,,
10.129,0.5000,0.5000,0.5000,0.5000,3.14,12.78,0.502,,1,0,,,,,
10.164,0.5000,0.5000,0.5000,0.5000,3.17,12.79,0.499,,1,0,,,,,
10.197,0.5000,0.5000,0.5000,0.5000,3.21,12.81,0.500,,1,0,,,,,
10.223,0.5000,0.5000,0.5000,0.5000,3.24,12.82,0.502,,1,0,,,,,
10.250,0.5000,0.5000,0.5000,0.5000,3.28,12.83,0.503,,1,0,,,,,
10.280,0.5000,0.5000,0.5000,0.5000,3.33,12.90,0.503,,1,0,,,,,
10.312,0.5000,0.5000,0.5000,0.5000,3.39,12.96,0.500,,1,0,,,,,
10.345,0.5000,0.5000,0.5000,0.5000,3.44,12.97,0.497,,1,0,,,,,
10.375,0.5000,0.5000,0.5000,0.5000,3.50,12.99,0.496,,1,0,,,,,
10.408,0.5000,0.5000,0.5000,0.5000,3.53,13.04,0.495,,1,0,,,,,
10.440,0.5000,0.5000,0.5000,0.5000,3.58,13.14,0.465,,1,0,,,,,
10.472,0.5000,0.5000,0.5000,0.5000,3.65,13.29,0.345,,1,0,,,,,
