time_s,gaze_x,gaze_y,raw_x,raw_y,pitch_deg,yaw_deg,ear,blink,face_detected,calibrated,calib_mgae_deg,calib_rmse,calib_point_idx,calib_target_x,calib_target_y
48.184,0.5452,0.5952,0.5253,0.5580,-4.79,17.75,0.375,,1,1,11.981,0.1902,,,
48.218,0.5399,0.5810,0.5241,0.5372,-4.81,17.88,0.378,,1,1,11.981,0.1902,,,
48.248,0.5362,0.5689,0.5235,0.5279,-4.83,18.01,0.381,,1,1,11.981,0.1902,,,
48.280,0.5327,0.5559,0.5217,0.5148,-4.85,18.13,0.391,,1,1,11.981,0.1902,,,
48.313,0.5299,0.5465,0.5210,0.5172,-4.86,18.27,0.393,,1,1,11.981,0.1902,,,
48.345,0.5273,0.5351,0.5190,0.4987,-4.88,18.40,0.393,,1,1,11.981,0.1902,,,
48.377,0.5247,0.5245,0.5165,0.4907,-4.91,18.51,0.396,,1,1,11.981,0.1902,,,
48.411,0.5241,0.5178,0.5222,0.4975,-4.91,18.59,0.397,,1,1,11.981,0.1902,,,
48.443,0.5201,0.5083,0.5071,0.4779,-4.92,18.69,0.398,,1,1,11.981,0.1902,,,
48.473,0.5121,0.4980,0.4846,0.4634,-4.93,18.79,0.405,,1,1,11.981,0.1902,,,
48.505,0.5071,0.4940,0.4905,0.4809,-4.94,18.91,0.410,,1,1,11.981,0.1902,,,
48.537,0.5054,0.4958,0.5001,0.5015,-4.96,19.05,0.410,,1,1,11.981,0.1902,,,
48.568,0.4984,0.4905,0.4754,0.4732,-4.98,19.20,0.411,,1,1,11.981,0.1902,,,
48.600,0.5182,0.4959,0.5840,0.5136,-4.99,19.11,0.135,,1,1,11.981,0.1902,,,
48.632,0.5475,0.5205,0.6425,0.6016,-5.00,18.94,0.056,,1,1,11.981,0.1902,,,
48.666,0.5705,0.5353,0.6397,0.5809,-5.03,18.69,0.058,,1,1,11.981,0.1902,,,
48.715,0.5861,0.5735,0.6194,0.6551,-5.04,18.49,0.097,,1,1,11.981,0.1902,,,
48.750,0.5823,0.5943,0.5714,0.6542,-5.04,18.44,0.161,,1,1,11.981,0.1902,,,
48.784,0.5652,0.5972,0.5120,0.6061,-5.03,18.41,0.237,,1,1,11.981,0.1902,,,
48.811,0.5513,0.5978,0.4973,0.5999,-5.03,18.46,0.284,,1,1,11.981,0.1902,,,
48.841,0.5334,0.5946,0.4705,0.5835,-5.03,18.53,0.314,,1,1,11.981,0.1902,,,
48.877,0.5125,0.5899,0.4535,0.5766,-5.03,18.60,0.343,,1,1,11.981,0.1902,,,
48.906,0.4989,0.5854,0.4501,0.5685,-5.04,18.68,0.357,,1,1,11.981,0.1902,,,
48.937,0.4834,0.5749,0.4336,0.5399,-5.05,18.82,0.365,,1,1,11.981,0.1902,,,
48.970,0.4713,0.5671,0.4332,0.5417,-5.06,19.01,0.377,,1,1,11.981,0.1902,,,
48.999,0.4522,0.5524,0.3862,0.4998,-5.08,19.19,0.385,,1,1,11.981,0.1902,,,
49.033,0.4293,0.5344,0.3619,0.4799,-5.11,19.48,0.389,,1,1,11.981,0.1902,,,
49.064,0.4130,0.5194,0.3597,0.4690,-5.15,19.72,0.398,,1,1,11.981,0.1902,,,
49.097,0.3969,0.5015,0.3469,0.4450,-5.20,19.97,0.411,,1,1,11.981,0.1902,,,
49.130,0.3802,0.4853,0.3313,0.4369,-5.24,20.28,0.411,,1,1,11.981,0.1902,,,
49.161,0.3655,0.4701,0.3180,0.4205,-5.28,20.55,0.412,,1,1,11.981,0.1902,,,
49.193,0.3404,0.4389,0.2623,0.3409,-5.33,20.80,0.422,,1,1,11.981,0.1902,,,
49.225,0.3226,0.4098,0.2675,0.3203,-5.38,21.07,0.440,,1,1,11.981,0.1902,,,
49.273,0.3051,0.3761,0.2689,0.3067,-5.46,21.41,0.450,,1,1,11.981,0.1902,,,
49.305,0.2969,0.3560,0.2715,0.2950,-5.51,21.65,0.458,,1,1,11.981,0.1902,,,
49.336,0.2861,0.3317,0.2509,0.2541,-5.56,21.88,0.456,,1,1,11.981,0.1902,,,
49.369,0.2720,0.2958,0.2289,0.1898,-5.62,22.15,0.480,,1,1,11.981,0.1902,,,
49.401,0.2576,0.2566,0.2116,0.1358,-5.68,22.39,0.493,,1,1,11.981,0.1902,,,
49.433,0.2448,0.2155,0.2056,0.0963,-5.74,22.63,0.503,,1,1,11.981,0.1902,,,
49.466,0.2352,0.1802,0.2059,0.0781,-5.80,22.87,0.498,,1,1,11.981,0.1902,,,
49.496,0.2291,0.1522,0.2086,0.0645,-5.85,23.07,0.496,,1,1,11.981,0.1902,,,
49.530,0.2235,0.1215,0.2067,0.0354,-5.90,23.30,0.496,,1,1,11.981,0.1902,,,
49.562,0.2223,0.0931,0.2185,0.0089,-5.94,23.50,0.498,,1,1,11.981,0.1902,,,
49.594,0.2216,0.0669,0.2194,-0.0107,-5.99,23.70,0.505,,1,1,11.981,0.1902,,,
49.626,0.2209,0.0430,0.2187,-0.0284,-6.03,23.91,0.504,,1,1,11.981,0.1902,,,
49.656,0.2199,0.0204,0.2166,-0.0500,-6.07,24.09,0.509,,1,1,11.981,0.1902,,,
49.688,0.2165,0.0027,0.2053,-0.0734,-6.10,24.27,0.509,,1,1,11.981,0.1902,,,
49.720,0.2139,0.0000,0.2055,-0.0859,-6.13,24.43,0.508,,1,1,11.981,0.1902,,,
49.751,0.2049,0.0000,0.1747,-0.1290,-6.16,24.60,0.503,,1,1,11.981,0.1902,,,
49.815,0.1856,0.0000,0.1543,-0.1528,-6.23,24.89,0.500,,1,1,11.981,0.1902,,,
49.867,0.1690,0.0000,0.1355,-0.1718,-6.28,25.11,0.498,,1,1,11.981,0.1902,,,
49.895,0.1599,0.0000,0.1275,-0.1823,-6.32,25.24,0.498,,1,1,11.981,0.1902,,,
49.921,0.1548,0.0000,0.1349,-0.1815,-6.34,25.34,0.496,,1,1,11.981,0.1902,,,
49.950,0.1484,0.0000,0.1247,-0.1918,-6.37,25.43,0.498,,1,1,11.981,0.1902,,,
49.976,0.1433,0.0000,0.1241,-0.1884,-6.40,25.52,0.495,,1,1,11.981,0.1902,,,
50.008,0.1340,0.0000,0.1036,-0.2053,-6.43,25.61,0.495,,1,1,11.981,0.1902,,,
50.033,0.1306,0.0000,0.1167,-0.1879,-6.46,25.70,0.493,,1,1,11.981,0.1902,,,
50.062,0.1166,0.0000,0.0665,-0.2415,-6.49,25.78,0.494,,1,1,11.981,0.1902,,,
50.089,0.1065,0.0000,0.0683,-0.2454,-6.51,25.84,0.486,,1,1,11.981,0.1902,,,
50.121,0.0963,0.0000,0.0642,-0.2405,-6.54,25.90,0.395,,1,1,11.981,0.1902,,,
50.152,0.1310,0.0000,0.2508,-0.0818,-6.54,25.82,0.157,,1,1,11.981,0.1902,,,
50.217,0.2130,0.0000,0.3445,0.0769,-6.60,25.26,0.074,,1,1,11.981,0.1902,,,
50.248,0.2467,0.0208,0.3539,0.0921,-6.63,25.01,0.098,,1,1,11.981,0.1902,,,
50.280,0.2706,0.0429,0.3449,0.1127,-6.63,24.90,0.151,,1,1,11.981,0.1902,,,
50.313,0.2838,0.0523,0.3254,0.0829,-6.64,24.82,0.177,,1,1,11.981,0.1902,,,
50.344,0.2869,0.0529,0.2968,0.0546,-6.64,24.82,0.203,,1,1,11.981,0.1902,,,
50.378,0.2882,0.0542,0.2922,0.0582,-6.64,24.83,0.226,,1,1,11.981,0.1902,,,
50.425,0.2837,0.0492,0.2739,0.0381,-6.61,24.92,0.252,,1,1,11.981,0.1902,,,
50.458,0.2812,0.0474,0.2731,0.0418,-6.60,24.96,0.264,,1,1,11.981,0.1902,,,
50.482,0.2797,0.0478,0.2737,0.0495,-6.59,24.99,0.270,,1,1,11.981,0.1902,,,
50.512,0.2783,0.0481,0.2730,0.0494,-6.59,25.03,0.272,,1,1,11.981,0.1902,,,
50.537,0.2771,0.0484,0.2725,0.0494,-6.59,25.06,0.276,,1,1,11.981,0.1902,,,
50.563,0.2730,0.0503,0.2562,0.0579,-6.58,25.08,0.287,,1,1,11.981,0.1902,,,
50.616,0.2566,0.0541,0.2236,0.0618,-6.55,25.11,0.282,,1,1,11.981,0.1902,,,
50.650,0.2448,0.0579,0.2088,0.0695,-6.54,25.13,0.286,,1,1,11.981,0.1902,,,
50.682,0.2403,0.0718,0.2254,0.1176,-6.54,25.09,0.245,,1,1,11.981,0.1902,,,
50.713,0.2688,0.0999,0.3678,0.1956,-6.54,24.89,0.113,,1,1,11.981,0.1902,,,
50.745,0.3046,0.1424,0.4177,0.2731,-6.57,24.58,0.069,,1,1,11.981,0.1902,,,
50.778,0.3356,0.1730,0.4282,0.2628,-6.62,24.26,0.067,,1,1,11.981,0.1902,,,
50.808,0.3565,0.1868,0.4257,0.2320,-6.66,23.99,0.091,,1,1,11.981,0.1902,,,
50.841,0.3543,0.1866,0.3472,0.1857,-6.69,23.75,0.104,,1,1,11.981,0.1902,,,
50.873,0.3305,0.1874,0.2549,0.1900,-6.71,23.61,0.135,,1,1,11.981,0.1902,,,
50.905,0.3035,0.1812,0.2148,0.1616,-6.75,23.47,0.149,,1,1,11.981,0.1902,,,
50.937,0.2868,0.1790,0.2319,0.1718,-6.76,23.38,0.162,,1,1,11.981,0.1902,,,
50.984,0.2678,0.1725,0.2252,0.1581,-6.78,23.32,0.169,,1,1,11.981,0.1902,,,
51.016,0.2872,0.1887,0.3514,0.2410,-6.78,23.32,0.185,,1,1,11.981,0.1902,,,
51.048,0.3178,0.2016,0.4161,0.2425,-6.79,23.32,0.190,,1,1,11.981,0.1902,,,
51.080,0.3398,0.2042,0.4110,0.2127,-6.79,23.32,0.197,,1,1,11.981,0.1902,,,
51.114,0.3588,0.2035,0.4172,0.2014,-6.80,23.34,0.194,,1,1,11.981,0.1902,,,
51.145,0.3703,0.1994,0.4070,0.1860,-6.82,23.35,0.190,,1,1,11.981,0.1902,,,
51.180,0.3794,0.1927,0.4060,0.1726,-6.84,23.37,0.192,,1,1,11.981,0.1902,,,
51.211,0.3841,0.1856,0.4001,0.1603,-6.86,23.38,0.196,,1,1,11.981,0.1902,,,
51.242,0.3950,0.1869,0.4292,0.1912,-6.87,23.38,0.195,,1,1,11.981,0.1902,,,
51.273,0.4026,0.1831,0.4277,0.1701,-6.87,23.37,0.193,,1,1,11.981,0.1902,,,
51.304,0.4113,0.1794,0.4396,0.1667,-6.88,23.36,0.195,,1,1,11.981,0.1902,,,
51.337,0.4105,0.1729,0.4081,0.1518,-6.88,23.37,0.203,,1,1,11.981,0.1902,,,
51.367,0.4018,0.1645,0.3722,0.1356,-6.88,23.41,0.222,,1,1,11.981,0.1902,,,
51.401,0.3923,0.1561,0.3626,0.1302,-6.87,23.50,0.249,,1,1,11.981,0.1902,,,
51.432,0.3834,0.1502,0.3529,0.1304,-6.86,23.58,0.266,,1,1,11.981,0.1902,,,
51.466,0.3753,0.1459,0.3493,0.1323,-6.85,23.66,0.275,,1,1,11.981,0.1902,,,
51.496,0.3688,0.1423,0.3465,0.1299,-6.84,23.74,0.284,,1,1,11.981,0.1902,,,
51.545,0.3538,0.1318,0.3221,0.1098,-6.82,23.89,0.303,,1,1,11.981,0.1902,,,
51.577,0.3481,0.1290,0.3295,0.1198,-6.80,23.99,0.315,,1,1,11.981,0.1902,,,
51.608,0.3396,0.1250,0.3113,0.1117,-6.79,24.08,0.318,,1,1,11.981,0.1902,,,
51.642,0.3264,0.1150,0.2854,0.0840,-6.79,24.18,0.325,,1,1,11.981,0.1902,,,
51.672,0.3186,0.1101,0.2921,0.0931,-6.79,24.27,0.326,,1,1,11.981,0.1902,,,
51.704,0.3119,0.1051,0.2903,0.0888,-6.78,24.36,0.336,,1,1,11.981,0.1902,,,
51.736,0.3056,0.0980,0.2848,0.0747,-6.78,24.45,0.350,,1,1,11.981,0.1902,,,
51.767,0.3009,0.0898,0.2858,0.0632,-6.80,24.53,0.360,,1,1,11.981,0.1902,,,
51.802,0.2975,0.0807,0.2873,0.0537,-6.82,24.60,0.362,,1,1,11.981,0.1902,,,
51.833,0.2948,0.0733,0.2854,0.0480,-6.83,24.67,0.359,,1,1,11.981,0.1902,,,
51.863,0.2916,0.0651,0.2813,0.0381,-6.83,24.72,0.357,,1,1,11.981,0.1902,,,
51.896,0.2892,0.0584,0.2814,0.0370,-6.83,24.77,0.356,,1,1,11.981,0.1902,,,
51.928,0.3006,0.0660,0.3380,0.0907,-6.83,24.84,0.356,,1,1,11.981,0.1902,,,
51.961,0.3089,0.0702,0.3351,0.0833,-6.83,24.91,0.356,,1,1,11.981,0.1902,,,
51.995,0.3145,0.0727,0.3319,0.0806,-6.84,24.97,0.358,,1,1,11.981,0.1902,,,
52.025,0.3184,0.0738,0.3323,0.0774,-6.84,25.05,0.358,,1,1,11.981,0.1902,,,
52.058,0.3215,0.0729,0.3317,0.0702,-6.85,25.12,0.357,,1,1,11.981,0.1902,,,
52.087,0.3254,0.0727,0.3390,0.0721,-6.84,25.19,0.355,,1,1,11.981,0.1902,,,
52.137,0.3277,0.0689,0.3325,0.0605,-6.83,25.32,0.350,,1,1,11.981,0.1902,,,
52.166,0.3286,0.0667,0.3319,0.0593,-6.82,25.37,0.350,,1,1,11.981,0.1902,,,
52.201,0.3291,0.0656,0.3306,0.0621,-6.81,25.41,0.348,,1,1,11.981,0.1902,,,
52.232,0.3323,0.0681,0.3434,0.0771,-6.80,25.45,0.348,,1,1,11.981,0.1902,,,
52.266,0.3340,0.0686,0.3393,0.0699,-6.80,25.49,0.346,,1,1,11.981,0.1902,,,
52.295,0.3349,0.0686,0.3383,0.0687,-6.79,25.53,0.346,,1,1,11.981,0.1902,,,
52.328,0.3360,0.0691,0.3396,0.0707,-6.79,25.58,0.348,,1,1,11.981,0.1902,,,
52.360,0.3367,0.0713,0.3391,0.0784,-6.78,25.63,0.347,,1,1,11.981,0.1902,,,
52.392,0.3347,0.0734,0.3278,0.0806,-6.77,25.67,0.350,,1,1,11.981,0.1902,,,
52.424,0.3306,0.0753,0.3172,0.0814,-6.76,25.73,0.348,,1,1,11.981,0.1902,,,
52.458,0.3252,0.0726,0.3076,0.0640,-6.76,25.77,0.347,,1,1,11.981,0.1902,,,
52.488,0.3208,0.0706,0.3059,0.0637,-6.76,25.82,0.348,,1,1,11.981,0.1902,,,
52.520,0.3164,0.0696,0.3019,0.0662,-6.74,25.88,0.348,,1,1,11.981,0.1902,,,
52.555,0.3156,0.0702,0.3131,0.0721,-6.73,25.92,0.345,,1,1,11.981,0.1902,,,
52.617,0.3228,0.0865,0.3350,0.1142,-6.70,26.01,0.346,,1,1,11.981,0.1902,,,
52.647,0.3258,0.0922,0.3365,0.1119,-6.69,26.04,0.346,,1,1,11.981,0.1902,,,
52.695,0.3211,0.0944,0.3106,0.0992,-6.67,26.05,0.345,,1,1,11.981,0.1902,,,
52.728,0.3167,0.0951,0.3028,0.0975,-6.66,26.05,0.344,,1,1,11.981,0.1902,,,
52.755,0.3123,0.0943,0.2948,0.0909,-6.65,26.04,0.342,,1,1,11.981,0.1902,,,
52.780,0.3097,0.0956,0.2990,0.1009,-6.64,26.04,0.344,,1,1,11.981,0.1902,,,
52.806,0.3066,0.0954,0.2940,0.0949,-6.63,26.03,0.342,,1,1,11.981,0.1902,,,
52.831,0.3039,0.0968,0.2930,0.1024,-6.62,26.04,0.344,,1,1,11.981,0.1902,,,
52.858,0.3027,0.1003,0.2980,0.1141,-6.61,26.04,0.344,,1,1,11.981,0.1902,,,
52.890,0.3028,0.1044,0.3029,0.1177,-6.61,26.06,0.344,,1,1,11.981,0.1902,,,
52.921,0.2539,0.2914,0.0913,0.8613,-6.62,26.07,0.344,,1,1,11.981,0.1902,,,
52.954,0.2121,0.4482,0.0884,0.8559,-6.62,26.08,0.345,,1,1,11.981,0.1902,,,
53.016,0.1648,0.6162,0.0878,0.8560,-6.62,26.13,0.346,,1,1,11.981,0.1902,,,
53.048,0.1484,0.6848,0.0980,0.8684,-6.61,26.15,0.346,,1,1,11.981,0.1902,,,
53.080,0.1350,0.7307,0.0931,0.8559,-6.61,26.17,0.350,,1,1,11.981,0.1902,,,
53.113,0.1250,0.7670,0.0946,0.8645,-6.62,26.19,0.348,,1,1,11.981,0.1902,,,
53.145,0.1160,0.7939,0.0882,0.8681,-6.62,26.20,0.353,,1,1,11.981,0.1902,,,
53.177,0.1098,0.8150,0.0901,0.8747,-6.62,26.23,0.344,,1,1,11.981,0.1902,,,
53.211,0.1084,0.8395,0.1041,0.9083,-6.61,26.25,0.342,,1,1,11.981,0.1902,,,
53.256,0.1054,0.8609,0.0987,0.9042,-6.61,26.32,0.342,,1,1,11.981,0.1902,,,
53.288,0.0993,0.8675,0.0793,0.8874,-6.61,26.35,0.342,,1,1,11.981,0.1902,,,
53.316,0.0929,0.8710,0.0695,0.8833,-6.61,26.36,0.343,,1,1,11.981,0.1902,,,
53.344,0.0844,0.8740,0.0526,0.8845,-6.62,26.37,0.343,,1,1,11.981,0.1902,,,
53.369,0.0785,0.8769,0.0550,0.8880,-6.62,26.37,0.342,,1,1,11.981,0.1902,,,
53.415,0.0754,0.8910,0.0687,0.9215,-6.62,26.33,0.350,,1,1,11.981,0.1902,,,
53.449,0.0690,0.8956,0.0493,0.9092,-6.62,26.33,0.350,,1,1,11.981,0.1902,,,
53.479,0.0642,0.9001,0.0478,0.9150,-6.62,26.33,0.348,,1,1,11.981,0.1902,,,
53.512,0.0614,0.9089,0.0528,0.9359,-6.62,26.33,0.347,,1,1,11.981,0.1902,,,
53.545,0.0587,0.9146,0.0499,0.9323,-6.62,26.32,0.344,,1,1,11.981,0.1902,,,
53.578,0.0584,0.9222,0.0575,0.9455,-6.61,26.31,0.343,,1,1,11.981,0.1902,,,
53.611,0.0584,0.9294,0.0585,0.9521,-6.60,26.31,0.345,,1,1,11.981,0.1902,,,
53.642,0.0569,0.9328,0.0519,0.9438,-6.60,26.31,0.343,,1,1,11.981,0.1902,,,
53.671,0.0561,0.9363,0.0531,0.9486,-6.59,26.32,0.341,,1,1,11.981,0.1902,,,
53.706,0.0555,0.9406,0.0536,0.9535,-6.58,26.32,0.338,,1,1,11.981,0.1902,,,
53.738,0.0558,0.9440,0.0567,0.9548,-6.59,26.32,0.338,,1,1,11.981,0.1902,,,
53.770,0.0555,0.9448,0.0548,0.9474,-6.59,26.31,0.340,,1,1,11.981,0.1902,,,
53.816,0.0553,0.9397,0.0547,0.9280,-6.61,26.31,0.334,,1,1,11.981,0.1902,,,
53.848,0.0552,0.9346,0.0548,0.9182,-6.63,26.33,0.334,,1,1,11.981,0.1902,,,
53.881,0.0546,0.9287,0.0526,0.9100,-6.63,26.33,0.335,,1,1,11.981,0.1902,,,
53.912,0.0770,0.9318,0.1538,0.9423,-6.63,26.31,0.335,,1,1,11.981,0.1902,,,
53.946,0.1268,0.9388,0.2802,0.9612,-6.62,26.26,0.310,,1,1,11.981,0.1902,,,
53.978,0.1868,0.9437,0.3634,0.9590,-6.60,26.25,0.299,,1,1,11.981,0.1902,,,
54.009,0.2279,0.9412,0.3594,0.9328,-6.58,26.23,0.313,,1,1,11.981,0.1902,,,
54.040,0.2624,0.9357,0.3662,0.9174,-6.57,26.21,0.333,,1,1,11.981,0.1902,,,
54.073,0.2935,0.9367,0.3852,0.9398,-6.54,26.16,0.361,,1,1,11.981,0.1902,,,
54.106,0.3259,0.9388,0.4204,0.9457,-6.52,26.12,0.392,,1,1,11.981,0.1902,,,
54.137,0.3524,0.9357,0.4334,0.9252,-6.49,26.08,0.406,,1,1,11.981,0.1902,,,
54.169,0.3781,0.9386,0.4573,0.9483,-6.46,26.03,0.416,,1,1,11.981,0.1902,,,
54.203,0.4027,0.9410,0.4735,0.9486,-6.42,25.91,0.424,,1,1,11.981,0.1902,,,
54.233,0.4245,0.9377,0.4889,0.9271,-6.37,25.76,0.434,,1,1,11.981,0.1902,,,
54.267,0.4457,0.9396,0.5068,0.9454,-6.33,25.65,0.438,,1,1,11.981,0.1902,,,
54.299,0.4680,0.9468,0.5349,0.9705,-6.29,25.48,0.433,,1,1,11.981,0.1902,,,
54.329,0.4878,0.9457,0.5519,0.9417,-6.26,25.39,0.442,,1,1,11.981,0.1902,,,
54.361,0.5030,0.9316,0.5492,0.8851,-6.23,25.35,0.466,,1,1,11.981,0.1902,,,
54.408,0.5147,0.8996,0.5389,0.8293,-6.22,25.25,0.480,,1,1,11.981,0.1902,,,
54.441,0.5231,0.8858,0.5481,0.8428,-6.22,25.14,0.490,,1,1,11.981,0.1902,,,
54.474,0.5280,0.8655,0.5434,0.8014,-6.22,25.01,0.487,,1,1,11.981,0.1902,,,
54.505,0.5338,0.8472,0.5524,0.7872,-6.21,24.89,0.480,,1,1,11.981,0.1902,,,
54.539,0.5440,0.8357,0.5741,0.8016,-6.20,24.77,0.484,,1,1,11.981,0.1902,,,
54.569,0.5501,0.8233,0.5703,0.7820,-6.18,24.65,0.483,,1,1,11.981,0.1902,,,
54.601,0.5581,0.8144,0.5837,0.7861,-6.15,24.54,0.486,,1,1,11.981,0.1902,,,
54.633,0.5648,0.8049,0.5867,0.7733,-6.10,24.46,0.486,,1,1,11.981,0.1902,,,
54.665,0.5695,0.7944,0.5838,0.7627,-6.07,24.43,0.490,,1,1,11.981,0.1902,,,
54.696,0.5712,0.7833,0.5770,0.7464,-6.05,24.39,0.480,,1,1,11.981,0.1902,,,
54.728,0.5690,0.7685,0.5619,0.7223,-5.99,24.32,0.475,,1,1,11.981,0.1902,,,
54.761,0.5606,0.7400,0.5340,0.6530,-5.93,24.23,0.480,,1,1,11.981,0.1902,,,
54.795,0.5537,0.7119,0.5316,0.6273,-5.87,24.13,0.477,,1,1,11.981,0.1902,,,
54.827,0.5458,0.6793,0.5206,0.5826,-5.77,24.08,0.444,,1,1,11.981,0.1902,,,
54.858,0.5436,0.6484,0.5358,0.5470,-5.68,23.93,0.271,,1,1,11.981,0.1902,,,
54.888,0.5433,0.6320,0.5420,0.5815,-5.59,23.81,0.243,,1,1,11.981,0.1902,,,
54.923,0.5399,0.6175,0.5294,0.5750,-5.46,23.74,0.297,,1,1,11.981,0.1902,,,
54.970,0.5281,0.5923,0.5016,0.5393,-5.31,23.70,0.356,,1,1,11.981,0.1902,,,
55.001,0.5180,0.5748,0.4851,0.5209,-5.24,23.70,0.396,,1,1,11.981,0.1902,,,
55.031,0.5097,0.5629,0.4817,0.5246,-5.18,23.70,0.435,,1,1,11.981,0.1902,,,
55.064,0.5013,0.5517,0.4749,0.5179,-5.12,23.66,0.447,,1,1,11.981,0.1902,,,
55.097,0.4921,0.5396,0.4624,0.5026,-5.06,23.64,0.457,,1,1,11.981,0.1902,,,
55.128,0.4831,0.5346,0.4534,0.5186,-5.01,23.62,0.457,,1,1,11.981,0.1902,,,
55.160,0.4748,0.5373,0.4483,0.5455,-4.96,23.60,0.471,,1,1,11.981,0.1902,,,
55.195,0.4655,0.5455,0.4368,0.5709,-4.90,23.58,0.459,,1,1,11.981,0.1902,,,
55.225,0.4515,0.5479,0.4050,0.5558,-4.86,23.56,0.463,,1,1,11.981,0.1902,,,
55.258,0.4321,0.5628,0.3738,0.6091,-4.80,23.53,0.463,,1,1,11.981,0.1902,,,
55.290,0.4131,0.5803,0.3530,0.6382,-4.74,23.47,0.470,,1,1,11.981,0.1902,,,
55.322,0.3938,0.5979,0.3319,0.6561,-4.66,23.40,0.477,,1,1,11.981,0.1902,,,
55.352,0.3731,0.6146,0.3045,0.6720,-4.57,23.32,0.481,,1,1,11.981,0.1902,,,
55.419,0.3323,0.6176,0.2701,0.6223,-4.44,23.26,0.485,,1,1,11.981,0.1902,,,
55.450,0.3128,0.6131,0.2534,0.5986,-4.37,23.23,0.478,,1,1,11.981,0.1902,,,
55.482,0.2932,0.5980,0.2311,0.5469,-4.31,23.20,0.485,,1,1,11.981,0.1902,,,
55.528,0.2753,0.5889,0.2367,0.5681,-4.22,23.12,0.496,,1,1,11.981,0.1902,,,
55.560,0.2666,0.5802,0.2395,0.5518,-4.17,23.10,0.502,,1,1,11.981,0.1902,,,
55.589,0.2615,0.5761,0.2435,0.5613,-4.13,23.07,0.503,,1,1,11.981,0.1902,,,
55.615,0.2571,0.5630,0.2404,0.5113,-4.08,23.07,0.499,,1,1,11.981,0.1902,,,
55.644,0.2564,0.5432,0.2537,0.4708,-4.02,23.12,0.502,,1,1,11.981,0.1902,,,
55.670,0.2618,0.5234,0.2823,0.4489,-3.97,23.15,0.506,,1,1,11.981,0.1902,,,
55.696,0.2752,0.5128,0.3302,0.4710,-3.91,23.13,0.504,,1,1,11.981,0.1902,,,
55.722,0.2930,0.5063,0.3634,0.4817,-3.85,23.11,0.492,,1,1,11.981,0.1902,,,
55.753,0.3146,0.4974,0.3884,0.4677,-3.80,23.12,0.492,,1,1,11.981,0.1902,,,
55.817,0.3610,0.4846,0.4356,0.4641,-3.65,22.34,0.115,,1,1,11.981,0.1902,,,
55.848,0.3994,0.5114,0.5222,0.6007,-3.57,21.97,0.148,,1,1,11.981,0.1902,,,
55.883,0.4358,0.5336,0.5413,0.6023,-3.45,21.85,0.207,,1,1,11.981,0.1902,,,
55.913,0.4622,0.5595,0.5472,0.6471,-3.35,21.72,0.263,,1,1,11.981,0.1902,,,
55.947,0.4809,0.5762,0.5371,0.6288,-3.26,21.63,0.323,,1,1,11.981,0.1902,,,
55.979,0.4900,0.5783,0.5168,0.5848,-3.19,21.54,0.375,,1,1,11.981,0.1902,,,
56.011,0.4981,0.5771,0.5235,0.5730,-3.13,21.49,0.400,,1,1,11.981,0.1902,,,
56.041,0.5071,0.5851,0.5375,0.6130,-3.08,21.48,0.414,,1,1,11.981,0.1902,,,
56.088,0.5250,0.6051,0.5632,0.6489,-3.01,21.31,0.415,,1,1,11.981,0.1902,,,
56.121,0.5325,0.6197,0.5551,0.6648,-2.96,21.14,0.421,,1,1,11.981,0.1902,,,
56.148,0.5373,0.6334,0.5552,0.6849,-2.93,20.99,0.424,,1,1,11.981,0.1902,,,
56.176,0.5397,0.6449,0.5484,0.6865,-2.89,20.89,0.428,,1,1,11.981,0.1902,,,
56.217,0.5412,0.6598,0.5449,0.6967,-2.86,20.75,0.449,,1,1,11.981,0.1902,,,
56.248,0.5417,0.6653,0.5434,0.6837,-2.83,20.70,0.455,,1,1,11.981,0.1902,,,
56.281,0.5414,0.6681,0.5403,0.6766,-2.81,20.66,0.463,,1,1,11.981,0.1902,,,
56.313,0.5387,0.6737,0.5301,0.6917,-2.79,20.63,0.466,,1,1,11.981,0.1902,,,
56.343,0.5360,0.6774,0.5266,0.6901,-2.75,20.59,0.472,,1,1,11.981,0.1902,,,
56.377,0.5313,0.6782,0.5168,0.6808,-2.72,20.58,0.476,,1,1,11.981,0.1902,,,
56.410,0.5269,0.6780,0.5121,0.6773,-2.70,20.57,0.473,,1,1,11.981,0.1902,,,
56.442,0.5222,0.6786,0.5075,0.6806,-2.66,20.51,0.480,,1,1,11.981,0.1902,,,
56.472,0.5169,0.6797,0.4981,0.6834,-2.62,20.49,0.501,,1,1,11.981,0.1902,,,
56.505,0.5089,0.6738,0.4831,0.6546,-2.59,20.48,0.510,,1,1,11.981,0.1902,,,
56.537,0.5004,0.6655,0.4728,0.6383,-2.58,20.49,0.510,,1,1,11.981,0.1902,,,
56.570,0.4911,0.6566,0.4615,0.6276,-2.53,20.50,0.502,,1,1,11.981,0.1902,,,
56.601,0.4826,0.6498,0.4532,0.6262,-2.47,20.49,0.501,,1,1,11.981,0.1902,,,
56.632,0.4745,0.6456,0.4483,0.6317,-2.42,20.49,0.501,,1,1,11.981,0.1902,,,
56.679,0.4648,0.6430,0.4433,0.6372,-2.34,20.48,0.500,,1,1,11.981,0.1902,,,
56.713,0.4574,0.6387,0.4352,0.6257,-2.28,20.46,0.489,,1,1,11.981,0.1902,,,
