time_s,gaze_x,gaze_y,raw_x,raw_y,pitch_deg,yaw_deg,ear,blink,face_detected,calibrated,calib_mgae_deg,calib_rmse
2.589,0.5000,0.5000,0.5000,0.5000,-1.29,12.66,0.471,,1,0,,
2.634,0.5000,0.5000,0.5000,0.5000,-1.03,12.60,0.467,,1,0,,
2.683,0.5000,0.5000,0.5000,0.5000,-1.25,12.78,0.461,,1,0,,
2.727,0.5000,0.5000,0.5000,0.5000,-1.09,12.51,0.457,,1,0,,
2.774,0.5000,0.5000,0.5000,0.5000,-1.23,12.71,0.457,,1,0,,
2.821,0.5000,0.5000,0.5000,0.5000,-1.35,12.68,0.454,,1,0,,
2.867,0.5000,0.5000,0.5000,0.5000,-1.18,12.31,0.456,,1,0,,
2.912,0.5000,0.5000,0.5000,0.5000,-0.87,13.25,0.456,,1,0,,
2.964,0.5000,0.5000,0.5000,0.5000,-1.02,13.44,0.460,,1,0,,
3.004,0.5000,0.5000,0.5000,0.5000,-1.01,13.51,0.460,,1,0,,
3.033,0.5000,0.5000,0.5000,0.5000,-1.02,13.53,0.461,,1,0,,
3.065,0.5000,0.5000,0.5000,0.5000,-1.11,12.93,0.461,,1,0,,
3.095,0.5000,0.5000,0.5000,0.5000,-1.21,12.87,0.460,,1,0,,
3.127,0.5000,0.5000,0.5000,0.5000,-1.23,12.82,0.459,,1,0,,
3.166,0.5000,0.5000,0.5000,0.5000,-1.26,12.65,0.458,,1,0,,
3.210,0.5000,0.5000,0.5000,0.5000,-1.48,12.78,0.458,,1,0,,
3.256,0.5000,0.5000,0.5000,0.5000,-1.36,13.24,0.462,,1,0,,
3.308,0.5000,0.5000,0.5000,0.5000,-1.28,13.43,0.453,,1,0,,
3.350,0.5000,0.5000,0.5000,0.5000,-1.29,13.15,0.452,,1,0,,
3.400,0.5000,0.5000,0.5000,0.5000,-1.22,13.31,0.446,,1,0,,
3.465,0.5000,0.5000,0.5000,0.5000,-1.49,14.30,0.451,,1,0,,
3.512,0.5000,0.5000,0.5000,0.5000,-1.46,14.33,0.452,,1,0,,
3.563,0.5000,0.5000,0.5000,0.5000,-1.35,13.58,0.453,,1,0,,
3.602,0.5000,0.5000,0.5000,0.5000,-1.42,13.65,0.459,,1,0,,
3.653,0.5000,0.5000,0.5000,0.5000,-1.21,13.66,0.458,,1,0,,
3.715,0.5000,0.5000,0.5000,0.5000,-1.26,13.83,0.457,,1,0,,
3.760,0.5000,0.5000,0.5000,0.5000,-1.18,13.92,0.402,,1,0,,
3.811,0.5000,0.5000,0.5000,0.5000,-0.94,8.66,0.187,,1,0,,
3.878,0.5000,0.5000,0.5000,0.5000,-0.83,7.23,0.140,,1,0,,
3.921,0.5000,0.5000,0.5000,0.5000,-0.85,6.90,0.171,,1,0,,
3.971,0.5000,0.5000,0.5000,0.5000,-0.49,8.62,0.240,,1,0,,
4.014,0.5000,0.5000,0.5000,0.5000,-0.63,10.73,0.327,,1,0,,
4.057,0.5000,0.5000,0.5000,0.5000,-0.60,11.03,0.375,,1,0,,
4.099,0.5000,0.5000,0.5000,0.5000,-0.63,12.22,0.398,,1,0,,
4.143,0.5000,0.5000,0.5000,0.5000,-0.79,12.39,0.413,,1,0,,
4.173,0.5000,0.5000,0.5000,0.5000,-0.87,12.81,0.422,,1,0,,
4.207,0.5000,0.5000,0.5000,0.5000,-0.95,12.80,0.431,,1,0,,
4.237,0.5000,0.5000,0.5000,0.5000,-0.97,12.54,0.437,,1,0,,
4.268,0.5000,0.5000,0.5000,0.5000,-0.97,12.73,0.444,,1,0,,
4.303,0.5000,0.5000,0.5000,0.5000,-0.96,12.73,0.442,,1,0,,
4.349,0.5000,0.5000,0.5000,0.5000,-0.93,12.35,0.444,,1,0,,
4.402,0.5000,0.5000,0.5000,0.5000,-0.93,12.01,0.447,,1,0,,
4.449,0.5000,0.5000,0.5000,0.5000,-1.06,11.88,0.449,,1,0,,
4.489,0.5000,0.5000,0.5000,0.5000,-1.10,12.03,0.450,,1,0,,
4.528,0.5000,0.5000,0.5000,0.5000,-1.09,12.17,0.453,,1,0,,
4.598,0.5000,0.5000,0.5000,0.5000,-1.09,13.28,0.453,,1,0,,
4.647,0.5000,0.5000,0.5000,0.5000,-1.12,12.87,0.456,,1,0,,
4.704,0.5000,0.5000,0.5000,0.5000,-1.15,12.50,0.456,,1,0,,
4.753,0.5000,0.5000,0.5000,0.5000,-1.01,12.39,0.458,,1,0,,
4.784,0.5000,0.5000,0.5000,0.5000,-0.96,11.98,0.450,,1,0,,
4.815,0.5000,0.5000,0.5000,0.5000,-1.01,12.26,0.452,,1,0,,
4.845,0.5000,0.5000,0.5000,0.5000,-1.00,13.38,0.456,,1,0,,
4.878,0.5000,0.5000,0.5000,0.5000,-1.34,14.04,0.452,,1,0,,
4.907,0.5000,0.5000,0.5000,0.5000,-1.12,13.25,0.451,,1,0,,
4.941,0.5000,0.5000,0.5000,0.5000,-1.06,13.22,0.452,,1,0,,
4.977,0.5000,0.5000,0.5000,0.5000,-1.21,13.31,0.450,,1,0,,
5.023,0.5000,0.5000,0.5000,0.5000,-1.34,13.46,0.448,,1,0,,
5.072,0.5000,0.5000,0.5000,0.5000,-1.39,12.49,0.442,,1,0,,
5.115,0.5000,0.5000,0.5000,0.5000,-1.37,11.96,0.446,,1,0,,
5.161,0.5000,0.5000,0.5000,0.5000,-1.36,12.52,0.447,,1,0,,
5.208,0.5000,0.5000,0.5000,0.5000,-1.27,12.98,0.443,,1,0,,
5.257,0.5000,0.5000,0.5000,0.5000,-1.31,12.52,0.441,,1,0,,
5.305,0.5000,0.5000,0.5000,0.5000,-1.56,12.53,0.445,,1,0,,
5.351,0.5000,0.5000,0.5000,0.5000,-1.51,12.64,0.448,,1,0,,
5.394,0.5000,0.5000,0.5000,0.5000,-1.58,13.43,0.450,,1,0,,
5.442,0.5000,0.5000,0.5000,0.5000,-1.65,13.35,0.451,,1,0,,
5.485,0.5000,0.5000,0.5000,0.5000,-1.67,13.21,0.450,,1,0,,
5.520,0.5000,0.5000,0.5000,0.5000,-1.61,12.65,0.452,,1,0,,
5.568,0.5000,0.5000,0.5000,0.5000,-1.32,12.15,0.450,,1,0,,
5.617,0.5000,0.5000,0.5000,0.5000,-1.32,12.25,0.445,,1,0,,
5.664,0.5000,0.5000,0.5000,0.5000,-1.36,12.64,0.445,,1,0,,
5.705,0.5000,0.5000,0.5000,0.5000,-1.29,13.91,0.439,,1,0,,
5.753,0.5000,0.5000,0.5000,0.5000,-1.44,13.83,0.437,,1,0,,
5.804,0.5000,0.5000,0.5000,0.5000,-1.45,13.63,0.440,,1,0,,
5.853,0.5000,0.5000,0.5000,0.5000,-1.46,13.49,0.439,,1,0,,
5.897,0.5000,0.5000,0.5000,0.5000,-1.60,13.01,0.439,,1,0,,
5.949,0.5000,0.5000,0.5000,0.5000,-1.96,13.93,0.435,,1,0,,
6.001,0.5000,0.5000,0.5000,0.5000,-1.63,14.08,0.439,,1,0,,
6.028,0.5000,0.5000,0.5000,0.5000,-1.63,14.08,0.439,,1,0,,
6.064,0.5000,0.5000,0.5000,0.5000,-1.58,13.98,0.438,,1,0,,
6.095,0.5000,0.5000,0.5000,0.5000,-1.57,13.62,0.437,,1,0,,
6.149,0.5000,0.5000,0.5000,0.5000,-1.48,12.65,0.437,,1,0,,
6.212,0.5000,0.5000,0.5000,0.5000,-1.39,12.86,0.436,,1,0,,
6.259,0.5000,0.5000,0.5000,0.5000,-1.32,12.67,0.437,,1,0,,
6.304,0.5000,0.5000,0.5000,0.5000,-1.35,11.47,0.434,,1,0,,
6.345,0.5000,0.5000,0.5000,0.5000,-1.44,12.64,0.430,,1,0,,
6.398,0.5000,0.5000,0.5000,0.5000,-1.45,12.54,0.429,,1,0,,
6.436,0.5000,0.5000,0.5000,0.5000,-1.40,12.66,0.431,,1,0,,
6.467,0.5000,0.5000,0.5000,0.5000,-1.45,12.83,0.432,,1,0,,
6.498,0.5000,0.5000,0.5000,0.5000,-1.40,13.20,0.429,,1,0,,
6.548,0.5000,0.5000,0.5000,0.5000,-1.33,12.80,0.428,,1,0,,
6.591,0.5000,0.5000,0.5000,0.5000,-1.70,13.15,0.433,,1,0,,
6.623,0.5000,0.5000,0.5000,0.5000,-1.72,13.21,0.432,,1,0,,
6.657,0.5000,0.5000,0.5000,0.5000,-1.66,13.19,0.431,,1,0,,
6.684,0.5000,0.5000,0.5000,0.5000,-1.61,13.30,0.431,,1,0,,
6.723,0.5000,0.5000,0.5000,0.5000,-1.57,13.36,0.430,,1,0,,
6.766,0.5000,0.5000,0.5000,0.5000,-1.54,13.29,0.431,,1,0,,
6.811,0.5000,0.5000,0.5000,0.5000,-1.53,13.31,0.432,,1,0,,
6.840,0.5000,0.5000,0.5000,0.5000,-1.65,13.58,0.434,,1,0,,
6.873,0.5000,0.5000,0.5000,0.5000,-1.51,13.77,0.438,,1,0,,
6.905,0.5000,0.5000,0.5000,0.5000,-1.53,13.24,0.438,,1,0,,
6.936,0.5000,0.5000,0.5000,0.5000,-1.43,12.90,0.440,,1,0,,
7.004,0.5000,0.5000,0.5000,0.5000,-1.55,13.14,0.440,,1,0,,
7.069,0.5000,0.5000,0.5000,0.5000,-1.73,13.55,0.456,,1,0,,
7.122,0.5000,0.5000,0.5000,0.5000,-1.85,12.10,0.462,,1,0,,
7.154,0.5000,0.5000,0.5000,0.5000,-1.69,12.28,0.461,,1,0,,
7.182,0.5000,0.5000,0.5000,0.5000,-1.57,12.04,0.461,,1,0,,
7.215,0.5000,0.5000,0.5000,0.5000,-1.54,12.55,0.460,,1,0,,
7.244,0.5000,0.5000,0.5000,0.5000,-1.65,11.20,0.466,,1,0,,
7.291,0.5000,0.5000,0.5000,0.5000,-1.68,11.07,0.468,,1,0,,
7.329,0.5000,0.5000,0.5000,0.5000,-1.65,10.14,0.460,,1,0,,
7.370,0.5000,0.5000,0.5000,0.5000,-1.68,12.01,0.412,,1,0,,
7.404,0.5000,0.5000,0.5000,0.5000,-1.07,9.95,0.250,,1,0,,
7.453,0.5000,0.5000,0.5000,0.5000,-0.82,9.25,0.252,,1,0,,
7.500,0.5000,0.5000,0.5000,0.5000,-0.20,7.65,0.304,,1,0,,
7.550,0.5000,0.5000,0.5000,0.5000,-0.89,9.17,0.340,,1,0,,
7.604,0.5000,0.5000,0.5000,0.5000,-1.13,10.47,0.366,,1,0,,
7.652,0.5000,0.5000,0.5000,0.5000,-0.93,8.60,0.372,,1,0,,
7.703,0.5000,0.5000,0.5000,0.5000,-1.26,9.11,0.363,,1,0,,
7.784,0.5000,0.5000,0.5000,0.5000,-0.96,7.57,0.351,,1,0,,
7.834,0.5000,0.5000,0.5000,0.5000,-1.62,6.32,0.361,,1,0,,
7.869,0.5000,0.5000,0.5000,0.5000,-1.65,3.73,0.361,,1,0,,
7.912,0.5000,0.5000,0.5000,0.5000,-1.56,2.15,0.354,,1,0,,
7.940,0.5000,0.5000,0.5000,0.5000,-1.38,-0.87,0.360,,1,0,,
7.973,0.5000,0.5000,0.5000,0.5000,-1.32,-3.45,0.353,,1,0,,
8.006,0.5000,0.5000,0.5000,0.5000,-1.19,-3.75,0.345,,1,0,,
8.048,0.5000,0.5000,0.5000,0.5000,-1.09,-3.92,0.347,,1,0,,
8.079,0.5000,0.5000,0.5000,0.5000,-1.22,-0.80,0.342,,1,0,,
8.111,0.5000,0.5000,0.5000,0.5000,-1.28,-2.36,0.349,,1,0,,
8.141,0.5000,0.5000,0.5000,0.5000,-1.53,-5.18,0.351,,1,0,,
8.174,0.5000,0.5000,0.5000,0.5000,-1.44,-4.80,0.354,,1,0,,
8.201,0.5000,0.5000,0.5000,0.5000,-1.47,-2.09,0.350,,1,0,,
8.236,0.5000,0.5000,0.5000,0.5000,-2.00,-11.18,0.352,,1,0,,
8.264,0.5000,0.5000,0.5000,0.5000,-1.76,-8.89,0.351,,1,0,,
8.295,0.5000,0.5000,0.5000,0.5000,-1.84,-9.55,0.350,,1,0,,
8.326,0.5000,0.5000,0.5000,0.5000,-1.96,-7.79,0.346,,1,0,,
8.358,0.5000,0.5000,0.5000,0.5000,-2.09,-8.53,0.349,,1,0,,
8.389,0.5000,0.5000,0.5000,0.5000,-2.06,-8.39,0.340,,1,0,,
8.420,0.5000,0.5000,0.5000,0.5000,-2.03,-7.83,0.340,,1,0,,
8.469,0.5000,0.5000,0.5000,0.5000,-2.16,-7.04,0.338,,1,0,,
8.496,0.5000,0.5000,0.5000,0.5000,-2.03,-8.11,0.337,,1,0,,
8.526,0.5000,0.5000,0.5000,0.5000,-2.16,-9.48,0.336,,1,0,,
8.558,0.5000,0.5000,0.5000,0.5000,-2.35,-8.73,0.335,,1,0,,
8.589,0.5000,0.5000,0.5000,0.5000,-2.69,-7.33,0.337,,1,0,,
8.623,0.5000,0.5000,0.5000,0.5000,-2.53,-7.35,0.338,,1,0,,
8.652,0.5000,0.5000,0.5000,0.5000,-2.88,-7.17,0.339,,1,0,,
8.686,0.5000,0.5000,0.5000,0.5000,-2.78,-7.06,0.339,,1,0,,
8.719,0.5000,0.5000,0.5000,0.5000,-2.67,-6.78,0.339,,1,0,,
8.760,0.5000,0.5000,0.5000,0.5000,-2.28,-8.11,0.340,,1,0,,
8.799,0.5000,0.5000,0.5000,0.5000,-2.17,-7.73,0.345,,1,0,,
8.844,0.5000,0.5000,0.5000,0.5000,-2.33,-8.62,0.334,,1,0,,
8.883,0.5000,0.5000,0.5000,0.5000,-2.20,-9.89,0.335,,1,0,,
8.909,0.5000,0.5000,0.5000,0.5000,-2.15,-7.68,0.334,,1,0,,
8.935,0.5000,0.5000,0.5000,0.5000,-2.35,-10.25,0.340,,1,0,,
8.961,0.5000,0.5000,0.5000,0.5000,-1.88,-8.63,0.333,,1,0,,
8.986,0.5000,0.5000,0.5000,0.5000,-2.34,-8.56,0.350,,1,0,,
9.014,0.5000,0.5000,0.5000,0.5000,-2.30,-9.77,0.344,,1,0,,
9.038,0.5000,0.5000,0.5000,0.5000,-1.58,-12.68,0.339,,1,0,,
9.063,0.5000,0.5000,0.5000,0.5000,-1.19,-13.51,0.351,,1,0,,
9.088,0.5000,0.5000,0.5000,0.5000,-1.48,-11.46,0.411,,1,0,,
9.111,0.5000,0.5000,0.5000,0.5000,-1.36,0.62,0.440,,1,0,,
9.135,0.5000,0.5000,0.5000,0.5000,-1.38,13.19,0.459,,1,0,,
9.165,0.5000,0.5000,0.5000,0.5000,-1.61,11.08,0.457,,1,0,,
9.198,0.5000,0.5000,0.5000,0.5000,-1.35,11.35,0.453,,1,0,,
9.231,0.5000,0.5000,0.5000,0.5000,-0.80,12.78,0.445,,1,0,,
9.261,0.5000,0.5000,0.5000,0.5000,-0.83,13.90,0.438,,1,0,,
9.292,0.5000,0.5000,0.5000,0.5000,-0.47,13.25,0.444,,1,0,,
9.327,0.5000,0.5000,0.5000,0.5000,-0.73,14.27,0.444,,1,0,,
9.389,0.5000,0.5000,0.5000,0.5000,-0.28,17.50,0.455,,1,0,,
9.437,0.5000,0.5000,0.5000,0.5000,-1.17,18.54,0.445,,1,0,,
9.471,0.5000,0.5000,0.5000,0.5000,-1.38,19.47,0.439,,1,0,,
9.500,0.5000,0.5000,0.5000,0.5000,-1.42,19.36,0.442,,1,0,,
9.525,0.5000,0.5000,0.5000,0.5000,-1.69,18.73,0.439,,1,0,,
9.552,0.5000,0.5000,0.5000,0.5000,-1.54,18.75,0.451,,1,0,,
9.575,0.5000,0.5000,0.5000,0.5000,-1.64,18.73,0.447,,1,0,,
9.601,0.5000,0.5000,0.5000,0.5000,-1.29,20.57,0.445,,1,0,,
9.629,0.5000,0.5000,0.5000,0.5000,-1.51,20.64,0.452,,1,0,,
9.660,0.5000,0.5000,0.5000,0.5000,-1.73,21.11,0.447,,1,0,,
9.693,0.5000,0.5000,0.5000,0.5000,-1.29,20.74,0.447,,1,0,,
9.724,0.5000,0.5000,0.5000,0.5000,-1.60,20.22,0.452,,1,0,,
9.790,0.5000,0.5000,0.5000,0.5000,-1.85,23.49,0.458,,1,0,,
9.824,0.5000,0.5000,0.5000,0.5000,-1.69,21.68,0.449,,1,0,,
9.857,0.5000,0.5000,0.5000,0.5000,-2.26,21.20,0.457,,1,0,,
9.887,0.5000,0.5000,0.5000,0.5000,-2.00,21.14,0.444,,1,0,,
9.919,0.5000,0.5000,0.5000,0.5000,-1.56,18.79,0.455,,1,0,,
9.951,0.5000,0.5000,0.5000,0.5000,-1.39,20.39,0.443,,1,0,,
9.998,0.5000,0.5000,0.5000,0.5000,-1.00,18.74,0.441,,1,0,,
10.030,0.5000,0.5000,0.5000,0.5000,-1.36,18.88,0.444,,1,0,,
10.054,0.5000,0.5000,0.5000,0.5000,-1.37,19.98,0.445,,1,0,,
10.076,0.5000,0.5000,0.5000,0.5000,-1.57,20.02,0.444,,1,0,,
10.100,0.5000,0.5000,0.5000,0.5000,-0.97,18.85,0.450,,1,0,,
10.127,0.5000,0.5000,0.5000,0.5000,-0.42,20.86,0.446,,1,0,,
10.191,0.5000,0.5000,0.5000,0.5000,-0.10,21.45,0.454,,1,0,,
10.222,0.5000,0.5000,0.5000,0.5000,-0.64,19.19,0.444,,1,0,,
10.254,0.5000,0.5000,0.5000,0.5000,-0.75,19.53,0.449,,1,0,,
10.287,0.5000,0.5000,0.5000,0.5000,-0.55,18.22,0.441,,1,0,,
10.319,0.5000,0.5000,0.5000,0.5000,-0.68,20.19,0.429,,1,0,,
10.351,0.5000,0.5000,0.5000,0.5000,-0.26,18.77,0.425,,1,0,,
10.384,0.5000,0.5000,0.5000,0.5000,-0.50,19.42,0.412,,1,0,,
10.413,0.5000,0.5000,0.5000,0.5000,-0.32,18.30,0.413,,1,0,,
10.447,0.5000,0.5000,0.5000,0.5000,-0.40,17.75,0.408,,1,0,,
10.480,0.5000,0.5000,0.5000,0.5000,-0.34,17.39,0.403,,1,0,,
10.509,0.5000,0.5000,0.5000,0.5000,-0.31,17.23,0.399,,1,0,,
10.543,0.5000,0.5000,0.5000,0.5000,-0.41,16.95,0.400,,1,0,,
10.589,0.5000,0.5000,0.5000,0.5000,-0.21,15.99,0.402,,1,0,,
10.623,0.5000,0.5000,0.5000,0.5000,-0.19,14.07,0.399,,1,0,,
10.654,0.5000,0.5000,0.5000,0.5000,-0.04,14.90,0.403,,1,0,,
10.687,0.5000,0.5000,0.5000,0.5000,0.06,14.62,0.383,,1,0,,
10.718,0.5000,0.5000,0.5000,0.5000,0.07,16.45,0.373,,1,0,,
10.752,0.5000,0.5000,0.5000,0.5000,0.12,14.96,0.352,,1,0,,
10.785,0.5000,0.5000,0.5000,0.5000,-1.45,7.89,0.150,,1,0,,
10.816,0.5000,0.5000,0.5000,0.5000,-2.05,5.12,0.049,,1,0,,
10.845,0.5000,0.5000,0.5000,0.5000,-3.34,5.32,0.042,,1,0,,
10.878,0.5000,0.5000,0.5000,0.5000,-3.61,4.34,0.073,,1,0,,
10.911,0.5000,0.5000,0.5000,0.5000,-4.89,7.40,0.069,,1,0,,
10.943,0.5000,0.5000,0.5000,0.5000,-4.89,7.31,0.066,,1,0,,
10.975,0.5000,0.5000,0.5000,0.5000,-5.26,7.56,0.072,,1,0,,
11.007,0.5000,0.5000,0.5000,0.5000,-5.19,9.94,0.102,,1,0,,
11.037,0.5000,0.5000,0.5000,0.5000,-4.99,8.67,0.085,,1,0,,
11.071,0.5000,0.5000,0.5000,0.5000,-5.03,9.49,0.093,,1,0,,
11.101,0.5000,0.5000,0.5000,0.5000,-4.97,9.14,0.069,,1,0,,
11.152,0.5000,0.5000,0.5000,0.5000,-4.75,10.75,0.088,,1,0,,
11.184,0.5000,0.5000,0.5000,0.5000,-4.75,10.23,0.106,,1,0,,
11.215,0.5000,0.5000,0.5000,0.5000,-4.12,10.89,0.110,,1,0,,
11.247,0.5000,0.5000,0.5000,0.5000,-3.84,7.21,0.114,,1,0,,
11.277,0.5000,0.5000,0.5000,0.5000,-3.51,7.50,0.100,,1,0,,
11.311,0.5000,0.5000,0.5000,0.5000,-3.36,7.81,0.116,,1,0,,
11.343,0.5000,0.5000,0.5000,0.5000,-3.63,4.70,0.118,,1,0,,
11.373,0.5000,0.5000,0.5000,0.5000,-3.31,5.28,0.107,,1,0,,
11.405,0.5000,0.5000,0.5000,0.5000,-3.52,5.66,0.110,,1,0,,
11.441,0.5000,0.5000,0.5000,0.5000,-2.29,9.11,0.261,,1,0,,
11.469,0.5000,0.5000,0.5000,0.5000,-1.82,11.16,0.352,,1,0,,
11.502,0.5000,0.5000,0.5000,0.5000,-2.38,10.71,0.422,,1,0,,
11.534,0.5000,0.5000,0.5000,0.5000,-2.31,9.21,0.434,,1,0,,
11.570,0.5000,0.5000,0.5000,0.5000,-1.31,11.69,0.435,,1,0,,
11.600,0.5000,0.5000,0.5000,0.5000,-1.56,8.61,0.433,,1,0,,
11.631,0.5000,0.5000,0.5000,0.5000,-2.71,-6.60,0.429,,1,0,,
11.661,0.5000,0.5000,0.5000,0.5000,-2.92,-9.49,0.461,,1,0,,
11.709,0.5000,0.5000,0.5000,0.5000,-2.89,-11.63,0.488,,1,0,,
11.742,0.5000,0.5000,0.5000,0.5000,-3.34,-15.65,0.496,,1,0,,
11.774,0.5000,0.5000,0.5000,0.5000,-3.32,-14.56,0.505,,1,0,,
11.809,0.5000,0.5000,0.5000,0.5000,-3.77,-17.33,0.504,,1,0,,
11.837,0.5000,0.5000,0.5000,0.5000,-3.24,-15.75,0.496,,1,0,,
11.872,0.5000,0.5000,0.5000,0.5000,-3.26,-14.57,0.492,,1,0,,
11.902,0.5000,0.5000,0.5000,0.5000,-3.29,-12.74,0.501,,1,0,,
11.935,0.5000,0.5000,0.5000,0.5000,-3.05,-10.65,0.507,,1,0,,
11.967,0.5000,0.5000,0.5000,0.5000,-3.11,-9.70,0.491,,1,0,,
11.999,0.5000,0.5000,0.5000,0.5000,-2.54,-1.59,0.491,,1,0,,
12.031,0.5000,0.5000,0.5000,0.5000,-2.17,1.87,0.477,,1,0,,
12.063,0.5000,0.5000,0.5000,0.5000,-1.67,14.02,0.475,,1,0,,
12.095,0.5000,0.5000,0.5000,0.5000,-1.57,14.83,0.472,,1,0,,
12.123,0.5000,0.5000,0.5000,0.5000,-1.82,14.76,0.461,,1,0,,
12.190,0.5000,0.5000,0.5000,0.5000,-1.47,14.33,0.455,,1,0,,
12.222,0.5000,0.5000,0.5000,0.5000,-1.45,15.46,0.459,,1,0,,
12.269,0.5000,0.5000,0.5000,0.5000,-1.40,17.69,0.460,,1,0,,
12.302,0.5000,0.5000,0.5000,0.5000,-1.14,16.45,0.455,,1,0,,
12.325,0.5000,0.5000,0.5000,0.5000,-1.06,16.22,0.454,,1,0,,
12.347,0.5000,0.5000,0.5000,0.5000,-1.10,17.12,0.462,,1,0,,
12.371,0.5000,0.5000,0.5000,0.5000,-0.80,18.65,0.453,,1,0,,
12.401,0.5000,0.5000,0.5000,0.5000,-0.78,18.58,0.455,,1,0,,
12.431,0.5000,0.5000,0.5000,0.5000,-0.80,18.49,0.444,,1,0,,
12.462,0.5000,0.5000,0.5000,0.5000,-0.38,17.70,0.445,,1,0,,
12.493,0.5000,0.5000,0.5000,0.5000,-0.50,17.06,0.440,,1,0,,
12.526,0.5000,0.5000,0.5000,0.5000,-0.31,14.54,0.434,,1,0,,
12.589,0.5000,0.5000,0.5000,0.5000,-1.45,16.70,0.435,,1,0,,
12.622,0.5000,0.5000,0.5000,0.5000,-1.88,14.99,0.434,,1,0,,
12.655,0.5000,0.5000,0.5000,0.5000,-1.74,10.82,0.422,,1,0,,
12.687,0.5000,0.5000,0.5000,0.5000,-1.32,13.21,0.425,,1,0,,
12.718,0.5000,0.5000,0.5000,0.5000,-1.19,13.76,0.421,,1,0,,
12.751,0.5000,0.5000,0.5000,0.5000,-1.16,13.26,0.415,,1,0,,
12.783,0.5000,0.5000,0.5000,0.5000,-1.41,11.41,0.420,,1,0,,
12.813,0.5000,0.5000,0.5000,0.5000,-1.70,8.07,0.415,,1,0,,
12.866,0.5000,0.5000,0.5000,0.5000,-1.35,11.17,0.420,,1,0,,
