time_s,gaze_x,gaze_y,raw_x,raw_y,pitch_deg,yaw_deg,ear,blink,face_detected,calibrated,calib_mgae_deg,calib_rmse,calib_point_idx,calib_target_x,calib_target_y,X_feat,Y_feat,loo_mgae_deg,loo_euc_cm,loo_euc_x_cm,loo_euc_y_cm,tap_target_x,tap_target_y
0.752,,,,,,,,,0,0,,,,,,,,,,,,,
0.805,,,,,,,,,0,0,,,,,,,,,,,,,
0.823,,,,,,,,,0,0,,,,,,,,,,,,,
0.845,,,,,,,,,0,0,,,,,,,,,,,,,
0.882,,,,,,,,,0,0,,,,,,,,,,,,,
0.911,,,,,,,,,0,0,,,,,,,,,,,,,
0.938,,,,,,,,,0,0,,,,,,,,,,,,,
0.956,,,,,,,,,0,0,,,,,,,,,,,,,
0.991,,,,,,,,,0,0,,,,,,,,,,,,,
1.012,,,,,,,,,0,0,,,,,,,,,,,,,
1.029,,,,,,,,,0,0,,,,,,,,,,,,,
1.048,,,,,,,,,0,0,,,,,,,,,,,,,
1.091,,,,,,,,,0,0,,,,,,,,,,,,,
1.122,,,,,,,,,0,0,,,,,,,,,,,,,
1.151,,,,,,,,,0,0,,,,,,,,,,,,,
1.201,,,,,,,,,0,0,,,,,,,,,,,,,
1.233,,,,,,,,,0,0,,,,,,,,,,,,,
1.247,,,,,,,,,0,0,,,,,,,,,,,,,
1.267,,,,,,,,,0,0,,,,,,,,,,,,,
1.297,,,,,,,,,0,0,,,,,,,,,,,,,
1.330,,,,,,,,,0,0,,,,,,,,,,,,,
1.360,,,,,,,,,0,0,,,,,,,,,,,,,
1.394,,,,,,,,,0,0,,,,,,,,,,,,,
1.424,,,,,,,,,0,0,,,,,,,,,,,,,
1.487,,,,,,,,,0,0,,,,,,,,,,,,,
1.520,,,,,,,,,0,0,,,,,,,,,,,,,
1.554,,,,,,,,,0,0,,,,,,,,,,,,,
1.584,,,,,,,,,0,0,,,,,,,,,,,,,
1.615,,,,,,,,,0,0,,,,,,,,,,,,,
1.648,,,,,,,,,0,0,,,,,,,,,,,,,
1.684,,,,,,,,,0,0,,,,,,,,,,,,,
1.713,,,,,,,,,0,0,,,,,,,,,,,,,
1.746,,,,,,,,,0,0,,,,,,,,,,,,,
1.795,,,,,,,,,0,0,,,,,,,,,,,,,
1.822,,,,,,,,,0,0,,,,,,,,,,,,,
1.841,,,,,,,,,0,0,,,,,,,,,,,,,
1.889,,,,,,,,,0,0,,,,,,,,,,,,,
1.922,,,,,,,,,0,0,,,,,,,,,,,,,
1.954,,,,,,,,,0,0,,,,,,,,,,,,,
1.983,,,,,,,,,0,0,,,,,,,,,,,,,
2.018,,,,,,,,,0,0,,,,,,,,,,,,,
2.050,,,,,,,,,0,0,,,,,,,,,,,,,
2.081,,,,,,,,,0,0,,,,,,,,,,,,,
2.111,,,,,,,,,0,0,,,,,,,,,,,,,
2.143,,,,,,,,,0,0,,,,,,,,,,,,,
2.176,,,,,,,,,0,0,,,,,,,,,,,,,
