time_s,gaze_x,gaze_y,raw_x,raw_y,pitch_deg,yaw_deg,ear,blink,face_detected,calibrated,calib_mgae_deg,calib_rmse,calib_point_idx,calib_target_x,calib_target_y,X_feat,Y_feat,loo_mgae_deg,loo_euc_cm,loo_euc_x_cm,loo_euc_y_cm
3.344,0.5000,0.5000,0.5000,0.5000,-1.05,23.58,0.369,,1,0,,,,,,-3.23605,-4.22563,,,,
3.377,0.5000,0.5000,0.5000,0.5000,-1.14,23.78,0.362,,1,0,,,,,,-3.15867,-4.31434,,,,
3.411,0.5000,0.5000,0.5000,0.5000,-1.20,23.93,0.379,,1,0,,,,,,-2.91125,-3.95070,,,,
3.437,0.5000,0.5000,0.5000,0.5000,-1.25,23.85,0.371,,1,0,,,,,,-2.39757,-3.63334,,,,
3.473,0.5000,0.5000,0.5000,0.5000,-1.21,23.82,0.338,,1,0,,,,,,-2.09429,-3.53233,,,,
3.498,0.5000,0.5000,0.5000,0.5000,-1.27,23.82,0.458,,1,0,,,,,,-1.63067,-3.05949,,,,
3.537,0.5000,0.5000,0.5000,0.5000,-1.34,23.67,0.480,,1,0,,,,,,-1.54837,-2.67077,,,,
3.562,0.5000,0.5000,0.5000,0.5000,-1.43,23.48,0.469,,1,0,,,,,,-1.48035,-2.41461,,,,
3.602,0.5000,0.5000,0.5000,0.5000,-1.51,23.21,0.455,,1,0,,,,,,-1.45236,-2.31465,,,,
3.634,0.5000,0.5000,0.5000,0.5000,-1.54,22.87,0.444,,1,0,,,,,,-1.43333,-2.25720,,,,
3.658,0.5000,0.5000,0.5000,0.5000,-1.57,22.43,0.438,,1,0,,,,,,-1.52035,-2.24409,,,,
3.690,0.5000,0.5000,0.5000,0.5000,-1.60,21.96,0.437,,1,0,,,,,,-1.57458,-2.17759,,,,
3.728,0.5000,0.5000,0.5000,0.5000,-1.66,21.40,0.443,,1,0,,,,,,-1.61716,-2.03654,,,,
3.804,0.5000,0.5000,0.5000,0.5000,-1.70,20.29,0.485,,1,0,,,,,,-1.71782,-1.57172,,,,
3.838,0.5000,0.5000,0.5000,0.5000,-1.71,19.94,0.466,,1,0,,,,,,-1.73182,-1.59206,,,,
3.864,0.5000,0.5000,0.5000,0.5000,-1.67,19.62,0.462,,1,0,,,,,,-1.72256,-1.31183,,,,
3.884,0.5000,0.5000,0.5000,0.5000,-1.65,19.29,0.470,,1,0,,,,,,-1.77237,-1.04681,,,,
3.909,0.5000,0.5000,0.5000,0.5000,-1.64,18.96,0.487,,1,0,,,,,,-1.76311,-0.78575,,,,
3.942,0.5000,0.5000,0.5000,0.5000,-1.57,18.65,0.497,,1,0,,,,,,-1.83847,-0.61078,,,,
3.962,0.5000,0.5000,0.5000,0.5000,-1.47,18.63,0.436,,1,0,,,,,,-1.77449,-0.54765,,,,
3.993,0.5000,0.5000,0.5000,0.5000,-1.41,18.51,0.412,,1,0,,,,,,-1.66994,-0.35499,,,,
4.026,0.5000,0.5000,0.5000,0.5000,-1.40,18.43,0.408,,1,0,,,,,,-1.81623,-0.11810,,,,
4.067,0.5000,0.5000,0.5000,0.5000,-1.33,18.42,0.444,,1,0,,,,,,-1.89704,-0.00160,,,,
4.096,0.5000,0.5000,0.5000,0.5000,-1.23,18.57,0.479,,1,0,,,,,,-2.06953,0.11258,,,,
4.131,0.5000,0.5000,0.5000,0.5000,-1.19,18.66,0.502,,1,0,,,,,,-2.23086,0.18647,,,,
4.197,0.5000,0.5000,0.5000,0.5000,-0.98,19.13,0.493,,1,0,,,,,,-2.51929,0.30059,,,,
4.218,0.5000,0.5000,0.5000,0.5000,-0.86,19.25,0.484,,1,0,,,,,,-2.59549,0.30033,,,,
4.250,0.5000,0.5000,0.5000,0.5000,-0.71,19.22,0.483,,1,0,,,,,,-2.58141,0.30590,,,,
4.287,0.5000,0.5000,0.5000,0.5000,-0.58,19.27,0.508,,1,0,,,,,,-2.70457,0.29131,,,,
4.314,0.5000,0.5000,0.5000,0.5000,-0.39,19.29,0.506,,1,0,,,,,,-2.77621,0.29299,,,,
4.361,0.5000,0.5000,0.5000,0.5000,-0.11,19.28,0.520,,1,0,,,,,,-2.88789,0.28101,,,,
4.393,0.5000,0.5000,0.5000,0.5000,0.04,19.31,0.523,,1,0,,,,,,-2.96593,0.24651,,,,
4.424,0.5000,0.5000,0.5000,0.5000,0.14,19.34,0.523,,1,0,,,,,,-2.96596,0.22860,,,,
4.441,0.5000,0.5000,0.5000,0.5000,0.27,19.41,0.519,,1,0,,,,,,-2.97733,0.18292,,,,
4.465,0.5000,0.5000,0.5000,0.5000,0.45,19.47,0.496,,1,0,,,,,,-3.05225,0.01824,,,,
4.497,0.5000,0.5000,0.5000,0.5000,0.62,19.51,0.460,,1,0,,,,,,-2.99001,-0.16457,,,,
4.528,0.5000,0.5000,0.5000,0.5000,0.80,19.49,0.451,,1,0,,,,,,-2.95818,-0.32552,,,,
4.588,0.5000,0.5000,0.5000,0.5000,1.18,18.99,0.438,,1,0,,,,,,-2.72976,-0.38189,,,,
4.624,0.5000,0.5000,0.5000,0.5000,1.32,18.82,0.438,,1,0,,,,,,-2.65233,-0.34876,,,,
4.650,0.5000,0.5000,0.5000,0.5000,1.47,18.66,0.443,,1,0,,,,,,-2.54101,-0.31204,,,,
4.683,0.5000,0.5000,0.5000,0.5000,1.59,18.48,0.447,,1,0,,,,,,-2.54769,-0.29869,,,,
4.719,0.5000,0.5000,0.5000,0.5000,1.69,18.36,0.445,,1,0,,,,,,-2.54875,-0.29987,,,,
4.746,0.5000,0.5000,0.5000,0.5000,1.78,18.28,0.447,,1,0,,,,,,-2.52993,-0.31061,,,,
4.778,0.5000,0.5000,0.5000,0.5000,1.85,18.20,0.412,,1,0,,,,,,-2.53098,-0.28305,,,,
4.818,0.5000,0.5000,0.5000,0.5000,1.94,17.95,0.095,,1,0,,,,,,-2.42440,-0.09886,,,,
4.842,0.5000,0.5000,0.5000,0.5000,2.00,17.75,0.060,,1,0,,,,,,-2.31873,-0.06004,,,,
4.874,0.5000,0.5000,0.5000,0.5000,2.00,17.64,0.100,,1,0,,,,,,-2.25194,-0.07485,,,,
4.922,0.5000,0.5000,0.5000,0.5000,1.98,17.56,0.190,,1,0,,,,,,-2.33862,-0.12532,,,,
4.954,0.5000,0.5000,0.5000,0.5000,1.92,17.56,0.273,,1,0,,,,,,-2.38708,-0.14526,,,,
4.994,0.5000,0.5000,0.5000,0.5000,1.86,17.58,0.326,,1,0,,,,,,-2.36047,-0.13788,,,,
5.026,0.5000,0.5000,0.5000,0.5000,1.75,17.56,0.379,,1,0,,,,,,-2.35364,-0.10393,,,,
5.060,0.5000,0.5000,0.5000,0.5000,1.60,17.53,0.425,,1,0,,,,,,-2.36898,-0.03930,,,,
5.082,0.5000,0.5000,0.5000,0.5000,1.45,17.58,0.440,,1,0,,,,,,-2.32292,-0.01097,,,,
5.123,0.5000,0.5000,0.5000,0.5000,1.32,17.60,0.460,,1,0,,,,,,-2.28942,0.01729,,,,
5.154,0.5000,0.5000,0.5000,0.5000,1.18,17.59,0.462,,1,0,,,,,,-2.27627,0.02942,,,,
5.184,0.5000,0.5000,0.5000,0.5000,1.03,17.51,0.465,,1,0,,,,,,-2.22680,0.03933,,,,
5.209,0.5000,0.5000,0.5000,0.5000,0.88,17.41,0.460,,1,0,,,,,,-2.19362,0.03206,,,,
5.241,0.5000,0.5000,0.5000,0.5000,0.72,17.29,0.459,,1,0,,,,,,-2.19600,0.02851,,,,
5.274,0.5000,0.5000,0.5000,0.5000,0.57,17.17,0.469,,1,0,,,,,,-2.20587,0.02044,,,,
5.306,0.5000,0.5000,0.5000,0.5000,0.43,17.07,0.472,,1,0,,,,,,-2.21068,-0.01570,,,,
5.342,0.5000,0.5000,0.5000,0.5000,0.29,17.04,0.466,,1,0,,,,,,-2.18606,-0.05397,,,,
5.372,0.5000,0.5000,0.5000,0.5000,0.15,17.04,0.464,,1,0,,,,,,-2.17621,-0.08885,,,,
5.402,0.5000,0.5000,0.5000,0.5000,0.02,17.11,0.455,,1,0,,,,,,-2.14291,-0.13527,,,,
5.442,0.5000,0.5000,0.5000,0.5000,-0.10,17.17,0.462,,1,0,,,,,,-2.06748,-0.17263,,,,
5.482,0.5000,0.5000,0.5000,0.5000,-0.27,17.42,0.469,,1,0,,,,,,-1.90416,-0.23630,,,,
5.513,0.5000,0.5000,0.5000,0.5000,-0.37,17.58,0.466,,1,0,,,,,,-1.73376,-0.24965,,,,
5.546,0.5000,0.5000,0.5000,0.5000,-0.47,17.69,0.462,,1,0,,,,,,-1.57499,-0.25234,,,,
5.578,0.5000,0.5000,0.5000,0.5000,-0.53,17.83,0.457,,1,0,,,,,,-1.42607,-0.25011,,,,
5.610,0.5000,0.5000,0.5000,0.5000,-0.61,17.98,0.462,,1,0,,,,,,-1.31957,-0.24571,,,,
5.648,0.5000,0.5000,0.5000,0.5000,-0.70,18.06,0.461,,1,0,,,,,,-1.22388,-0.22022,,,,
5.680,0.5000,0.5000,0.5000,0.5000,-0.80,18.13,0.461,,1,0,,,,,,-1.15143,-0.19033,,,,
5.714,0.5000,0.5000,0.5000,0.5000,-0.90,18.21,0.466,,1,0,,,,,,-1.07931,-0.13016,,,,
5.742,0.5000,0.5000,0.5000,0.5000,-1.00,18.32,0.399,,1,0,,,,,,-1.02925,-0.00067,,,,
5.776,0.5000,0.5000,0.5000,0.5000,-1.09,18.05,0.108,,1,0,,,,,,-0.73752,0.31278,,,,
5.802,0.5000,0.5000,0.5000,0.5000,-1.19,17.70,0.085,,1,0,,,,,,-0.60625,0.47772,,,,
5.843,0.5000,0.5000,0.5000,0.5000,-1.28,17.36,0.140,,1,0,,,,,,-0.43307,0.53320,,,,
5.874,0.5000,0.5000,0.5000,0.5000,-1.42,16.99,0.130,,1,0,,,,,,-0.41263,0.59996,,,,
5.905,0.5000,0.5000,0.5000,0.5000,-1.55,16.70,0.161,,1,0,,,,,,-0.29899,0.60902,,,,
5.936,0.5000,0.5000,0.5000,0.5000,-1.63,16.53,0.212,,1,0,,,,,,-0.14805,0.61780,,,,
5.962,0.5000,0.5000,0.5000,0.5000,-1.70,16.19,0.225,,1,0,,,,,,-0.07633,0.61076,,,,
5.994,0.5000,0.5000,0.5000,0.5000,-1.77,15.91,0.208,,1,0,,,,,,0.06828,0.59884,,,,
6.036,0.5000,0.5000,0.5000,0.5000,-1.84,15.51,0.211,,1,0,,,,,,0.12164,0.56185,,,,
6.074,0.5000,0.5000,0.5000,0.5000,-1.89,15.17,0.215,,1,0,,,,,,0.13619,0.55533,,,,
6.111,0.5000,0.5000,0.5000,0.5000,-1.96,14.79,0.205,,1,0,,,,,,0.17496,0.51702,,,,
6.142,0.5000,0.5000,0.5000,0.5000,-2.02,14.41,0.202,,1,0,,,,,,0.25667,0.49414,,,,
6.176,0.5000,0.5000,0.5000,0.5000,-2.08,14.05,0.183,,1,0,,,,,,0.28139,0.42901,,,,
6.203,0.5000,0.5000,0.5000,0.5000,-2.14,13.71,0.180,,1,0,,,,,,0.27371,0.32198,,,,
6.243,0.5000,0.5000,0.5000,0.5000,-2.17,13.37,0.200,,1,0,,,,,,0.23897,0.27820,,,,
6.266,0.5000,0.5000,0.5000,0.5000,-2.21,13.04,0.194,,1,0,,,,,,0.23664,0.23887,,,,
6.309,0.5000,0.5000,0.5000,0.5000,-2.23,12.79,0.212,,1,0,,,,,,0.21162,0.20635,,,,
6.330,0.5000,0.5000,0.5000,0.5000,-2.21,12.51,0.214,,1,0,,,,,,0.18723,0.18343,,,,
6.368,0.5000,0.5000,0.5000,0.5000,-2.19,12.36,0.224,,1,0,,,,,,0.12781,0.16747,,,,
6.404,0.5000,0.5000,0.5000,0.5000,-2.21,12.02,0.218,,1,0,,,,,,-0.01201,0.15922,,,,
6.426,0.5000,0.5000,0.5000,0.5000,-2.20,11.83,0.224,,1,0,,,,,,-0.14380,0.15637,,,,
6.465,0.5000,0.5000,0.5000,0.5000,-2.17,11.74,0.211,,1,0,,,,,,-0.19699,0.14522,,,,
6.497,0.5000,0.5000,0.5000,0.5000,-2.15,11.76,0.255,,1,0,,,,,,-0.25433,0.03858,,,,
6.531,0.5000,0.5000,0.5000,0.5000,-2.11,11.90,0.356,,1,0,,,,,,-0.44849,-0.12433,,,,
6.597,0.5000,0.5000,0.5000,0.5000,-2.10,12.66,0.477,,1,0,,,,,,-0.69475,-0.49396,,,,
6.643,0.5000,0.5000,0.5000,0.5000,-2.05,13.25,0.517,,1,0,,,,,,-0.82427,-0.61522,,,,
6.667,0.5000,0.5000,0.5000,0.5000,-2.00,13.65,0.499,,1,0,,,,,,-0.90388,-0.66414,,,,
6.699,0.5000,0.5000,0.5000,0.5000,-1.97,13.95,0.498,,1,0,,,,,,-0.89322,-0.66169,,,,
6.717,0.5000,0.5000,0.5000,0.5000,-1.94,14.29,0.499,,1,0,,,,,,-0.97632,-0.72692,,,,
6.744,0.5000,0.5000,0.5000,0.5000,-1.90,14.59,0.503,,1,0,,,,,,-1.08338,-0.76056,,,,
6.767,0.5000,0.5000,0.5000,0.5000,-1.86,14.93,0.501,,1,0,,,,,,-1.10542,-0.78020,,,,
6.794,0.5000,0.5000,0.5000,0.5000,-1.78,15.31,0.490,,1,0,,,,,,-1.13201,-0.77762,,,,
6.826,0.5000,0.5000,0.5000,0.5000,-1.70,15.71,0.502,,1,0,,,,,,-1.19525,-0.78292,,,,
6.858,0.5000,0.5000,0.5000,0.5000,-1.63,16.15,0.503,,1,0,,,,,,-1.20970,-0.78124,,,,
6.899,0.5000,0.5000,0.5000,0.5000,-1.56,16.54,0.495,,1,0,,,,,,-1.23541,-0.76841,,,,
6.929,0.5000,0.5000,0.5000,0.5000,-1.50,16.91,0.493,,1,0,,,,,,-1.25407,-0.75401,,,,
6.988,0.5000,0.5000,0.5000,0.5000,-1.34,17.43,0.490,,1,0,,,,,,-1.24636,-0.72849,,,,
7.017,0.5000,0.5000,0.5000,0.5000,-1.26,17.62,0.489,,1,0,,,,,,-1.23707,-0.72367,,,,
7.056,0.5000,0.5000,0.5000,0.5000,-1.16,17.88,0.488,,1,0,,,,,,-1.21738,-0.71770,,,,
7.089,0.5000,0.5000,0.5000,0.5000,-1.10,18.00,0.487,,1,0,,,,,,-1.10253,-0.70808,,,,
7.114,0.5000,0.5000,0.5000,0.5000,-1.01,18.24,0.501,,1,0,,,,,,-0.85816,-0.70692,,,,
7.155,0.5000,0.5000,0.5000,0.5000,-0.93,18.42,0.488,,1,0,,,,,,-0.71097,-0.69323,,,,
7.200,0.5000,0.5000,0.5000,0.5000,-0.85,18.53,0.471,,1,0,,,,,,-0.60973,-0.66543,,,,
7.231,0.5000,0.5000,0.5000,0.5000,-0.79,18.50,0.465,,1,0,,,,,,-0.54325,-0.64978,,,,
7.247,0.5000,0.5000,0.5000,0.5000,-0.75,18.46,0.462,,1,0,,,,,,-0.52830,-0.64275,,,,
7.272,0.5000,0.5000,0.5000,0.5000,-0.69,18.38,0.456,,1,0,,,,,,-0.51609,-0.63885,,,,
7.304,0.5000,0.5000,0.5000,0.5000,-0.63,18.28,0.452,,1,0,,,,,,-0.48942,-0.61627,,,,
7.323,0.5000,0.5000,0.5000,0.5000,-0.57,18.25,0.440,,1,0,,,,,,-0.47651,-0.59104,,,,
7.387,0.5000,0.5000,0.5000,0.5000,-0.44,18.15,0.429,,1,0,,,,,,-0.48505,-0.55665,,,,
7.417,0.5000,0.5000,0.5000,0.5000,-0.38,18.12,0.429,,1,0,,,,,,-0.47928,-0.55243,,,,
7.459,0.5000,0.5000,0.5000,0.5000,-0.31,18.08,0.433,,1,0,,,,,,-0.47875,-0.54806,,,,
7.482,0.5000,0.5000,0.5000,0.5000,-0.26,18.03,0.433,,1,0,,,,,,-0.48713,-0.54613,,,,
7.523,0.5000,0.5000,0.5000,0.5000,-0.22,17.96,0.432,,1,0,,,,,,-0.48566,-0.54525,,,,
7.556,0.5000,0.5000,0.5000,0.5000,-0.17,17.92,0.430,,1,0,,,0,0.5000,0.5000,-0.48501,-0.55093,,,,
7.588,0.5000,0.5000,0.5000,0.5000,-0.14,17.90,0.427,,1,0,,,0,0.5000,0.5000,-0.48278,-0.54833,,,,
7.620,0.5000,0.5000,0.5000,0.5000,-0.12,17.78,0.428,,1,0,,,0,0.5000,0.5000,-0.44685,-0.55155,,,,
7.651,0.5000,0.5000,0.5000,0.5000,-0.11,17.68,0.423,,1,0,,,0,0.5000,0.5000,-0.39678,-0.55658,,,,
7.674,0.5000,0.5000,0.5000,0.5000,-0.12,17.66,0.421,,1,0,,,0,0.5000,0.5000,-0.34699,-0.57915,,,,
7.705,0.5000,0.5000,0.5000,0.5000,-0.10,17.54,0.420,,1,0,,,0,0.5000,0.5000,-0.29475,-0.58327,,,,
7.753,0.5000,0.5000,0.5000,0.5000,-0.09,17.35,0.423,,1,0,,,0,0.5000,0.5000,-0.21359,-0.58148,,,,
7.787,0.5000,0.5000,0.5000,0.5000,-0.09,17.19,0.421,,1,0,,,0,0.5000,0.5000,-0.13370,-0.56888,,,,
7.818,0.5000,0.5000,0.5000,0.5000,-0.10,17.02,0.422,,1,0,,,0,0.5000,0.5000,-0.07269,-0.56394,,,,
7.857,0.5000,0.5000,0.5000,0.5000,-0.10,16.85,0.419,,1,0,,,0,0.5000,0.5000,0.00158,-0.55254,,,,
