time_s,gaze_x,gaze_y,raw_x,raw_y,pitch_deg,yaw_deg,ear,blink,face_detected,calibrated,calib_mgae_deg,calib_rmse
0.711,,,,,,,,,0,0,,
0.764,,,,,,,,,0,0,,
0.783,,,,,,,,,0,0,,
0.816,,,,,,,,,0,0,,
0.847,,,,,,,,,0,0,,
0.879,,,,,,,,,0,0,,
0.911,,,,,,,,,0,0,,
0.944,,,,,,,,,0,0,,
0.977,,,,,,,,,0,0,,
1.009,,,,,,,,,0,0,,
1.089,,,,,,,,,0,0,,
1.104,,,,,,,,,0,0,,
1.120,,,,,,,,,0,0,,
1.151,,,,,,,,,0,0,,
1.183,,,,,,,,,0,0,,
1.216,,,,,,,,,0,0,,
1.246,,,,,,,,,0,0,,
1.280,,,,,,,,,0,0,,
1.311,,,,,,,,,0,0,,
1.343,,,,,,,,,0,0,,
1.376,,,,,,,,,0,0,,
1.440,,,,,,,,,0,0,,
1.504,,,,,,,,,0,0,,
1.552,,,,,,,,,0,0,,
1.567,,,,,,,,,0,0,,
1.616,,,,,,,,,0,0,,
1.630,,,,,,,,,0,0,,
1.681,,,,,,,,,0,0,,
1.696,,,,,,,,,0,0,,
1.744,,,,,,,,,0,0,,
1.758,,,,,,,,,0,0,,
1.793,,,,,,,,,0,0,,
1.809,,,,,,,,,0,0,,
1.855,,,,,,,,,0,0,,
1.920,,,,,,,,,0,0,,
1.935,,,,,,,,,0,0,,
1.984,,,,,,,,,0,0,,
1.999,,,,,,,,,0,0,,
2.032,,,,,,,,,0,0,,
2.046,,,,,,,,,0,0,,
2.095,,,,,,,,,0,0,,
2.161,,,,,,,,,0,0,,
2.176,,,,,,,,,0,0,,
2.225,,,,,,,,,0,0,,
2.240,,,,,,,,,0,0,,
2.272,,,,,,,,,0,0,,
2.287,,,,,,,,,0,0,,
2.336,,,,,,,,,0,0,,
2.350,,,,,,,,,0,0,,
2.400,,,,,,,,,0,0,,
2.464,,,,,,,,,0,0,,
2.480,,,,,,,,,0,0,,
2.528,,,,,,,,,0,0,,
2.542,,,,,,,,,0,0,,
2.576,,,,,,,,,0,0,,
2.592,,,,,,,,,0,0,,
2.641,,,,,,,,,0,0,,
2.656,,,,,,,,,0,0,,
2.703,,,,,,,,,0,0,,
2.768,,,,,,,,,0,0,,
2.784,,,,,,,,,0,0,,
2.817,,,,,,,,,0,0,,
2.832,,,,,,,,,0,0,,
2.881,,,,,,,,,0,0,,
2.894,,,,,,,,,0,0,,
2.945,,,,,,,,,0,0,,
2.960,,,,,,,,,0,0,,
3.008,,,,,,,,,0,0,,
3.022,,,,,,,,,0,0,,
3.057,,,,,,,,,0,0,,
3.121,,,,,,,,,0,0,,
3.135,,,,,,,,,0,0,,
3.183,,,,,,,,,0,0,,
3.198,,,,,,,,,0,0,,
3.247,,,,,,,,,0,0,,
3.262,,,,,,,,,0,0,,
3.296,,,,,,,,,0,0,,
3.311,,,,,,,,,0,0,,
3.360,,,,,,,,,0,0,,
3.424,,,,,,,,,0,0,,
3.441,,,,,,,,,0,0,,
3.488,,,,,,,,,0,0,,
3.504,,,,,,,,,0,0,,
3.535,,,,,,,,,0,0,,
3.552,,,,,,,,,0,0,,
3.599,,,,,,,,,0,0,,
3.663,,,,,,,,,0,0,,
3.679,,,,,,,,,0,0,,
3.729,,,,,,,,,0,0,,
3.743,,,,,,,,,0,0,,
3.777,,,,,,,,,0,0,,
