time_s,gaze_x,gaze_y,raw_x,raw_y,pitch_deg,yaw_deg,ear,blink,face_detected,calibrated,calib_mgae_deg,calib_rmse,calib_point_idx,calib_target_x,calib_target_y,X_feat,Y_feat,loo_mgae_deg,loo_euc_cm,loo_euc_x_cm,loo_euc_y_cm
1.042,0.5000,0.5000,0.5000,0.5000,-1.45,-14.02,0.445,,1,0,,,,,,-1.81673,0.92213,,,,
1.069,0.5000,0.5000,0.5000,0.5000,-1.42,-13.46,0.440,,1,0,,,,,,-1.93526,0.94504,,,,
1.101,0.5000,0.5000,0.5000,0.5000,-1.41,-12.93,0.442,,1,0,,,,,,-2.03036,0.96583,,,,
1.127,0.5000,0.5000,0.5000,0.5000,-1.44,-12.16,0.440,,1,0,,,,,,-2.10141,0.96539,,,,
1.151,0.5000,0.5000,0.5000,0.5000,-1.49,-11.27,0.442,,1,0,,,,,,-2.18773,0.97610,,,,
1.175,0.5000,0.5000,0.5000,0.5000,-1.60,-10.00,0.441,,1,0,,,,,,-2.25272,0.97663,,,,
1.217,0.5000,0.5000,0.5000,0.5000,-1.69,-8.64,0.441,,1,0,,,,,,-2.33498,0.98220,,,,
1.247,0.5000,0.5000,0.5000,0.5000,-1.75,-7.49,0.443,,1,0,,,,,,-2.41354,0.98913,,,,
1.265,0.5000,0.5000,0.5000,0.5000,-1.79,-6.29,0.442,,1,0,,,,,,-2.42093,0.96802,,,,
1.309,0.5000,0.5000,0.5000,0.5000,-1.80,-5.17,0.447,,1,0,,,,,,-2.39873,0.94267,,,,
1.324,0.5000,0.5000,0.5000,0.5000,-1.78,-4.17,0.446,,1,0,,,,,,-2.37821,0.91593,,,,
1.362,0.5000,0.5000,0.5000,0.5000,-1.75,-3.20,0.444,,1,0,,,,,,-2.35446,0.88550,,,,
1.404,0.5000,0.5000,0.5000,0.5000,-1.68,-1.99,0.445,,1,0,,,,,,-2.39828,0.87244,,,,
1.426,0.5000,0.5000,0.5000,0.5000,-1.61,-0.85,0.442,,1,0,,,,,,-2.47310,0.85360,,,,
1.467,0.5000,0.5000,0.5000,0.5000,-1.56,0.23,0.438,,1,0,,,,,,-2.56458,0.83710,,,,
1.507,0.5000,0.5000,0.5000,0.5000,-1.44,1.71,0.439,,1,0,,,,,,-2.71330,0.82689,,,,
1.537,0.5000,0.5000,0.5000,0.5000,-1.35,2.91,0.446,,1,0,,,,,,-2.76728,0.80902,,,,
1.568,0.5000,0.5000,0.5000,0.5000,-1.26,3.87,0.446,,1,0,,,,,,-2.77581,0.79655,,,,
1.593,0.5000,0.5000,0.5000,0.5000,-1.17,4.88,0.452,,1,0,,,,,,-2.90515,0.80753,,,,
1.626,0.5000,0.5000,0.5000,0.5000,-1.08,5.86,0.456,,1,0,,,,,,-3.00155,0.79516,,,,
1.653,0.5000,0.5000,0.5000,0.5000,-0.99,6.91,0.451,,1,0,,,,,,-3.10487,0.78197,,,,
1.681,0.5000,0.5000,0.5000,0.5000,-0.89,7.94,0.449,,1,0,,,,,,-3.24274,0.77124,,,,
1.709,0.5000,0.5000,0.5000,0.5000,-0.78,9.04,0.452,,1,0,,,,,,-3.32342,0.75021,,,,
1.743,0.5000,0.5000,0.5000,0.5000,-0.66,10.06,0.456,,1,0,,,,,,-3.42418,0.73797,,,,
1.797,0.5000,0.5000,0.5000,0.5000,-0.44,11.78,0.458,,1,0,,,,,,-3.42094,0.68159,,,,
1.831,0.5000,0.5000,0.5000,0.5000,-0.31,12.61,0.462,,1,0,,,,,,-3.40453,0.64402,,,,
1.867,0.5000,0.5000,0.5000,0.5000,-0.13,13.49,0.452,,1,0,,,,,,-3.36137,0.59973,,,,
1.899,0.5000,0.5000,0.5000,0.5000,0.02,14.25,0.455,,1,0,,,,,,-3.29531,0.55672,,,,
1.935,0.5000,0.5000,0.5000,0.5000,0.22,15.13,0.450,,1,0,,,,,,-3.12347,0.50075,,,,
1.970,0.5000,0.5000,0.5000,0.5000,0.40,15.85,0.450,,1,0,,,,,,-2.94475,0.45932,,,,
1.997,0.5000,0.5000,0.5000,0.5000,0.62,16.47,0.448,,1,0,,,,,,-2.74543,0.44291,,,,
2.017,0.5000,0.5000,0.5000,0.5000,0.81,16.90,0.459,,1,0,,,,,,-2.59051,0.43192,,,,
2.047,0.5000,0.5000,0.5000,0.5000,0.98,17.34,0.462,,1,0,,,,,,-2.40547,0.41947,,,,
2.107,0.5000,0.5000,0.5000,0.5000,1.24,17.87,0.458,,1,0,,,,,,-2.24091,0.40050,,,,
2.127,0.5000,0.5000,0.5000,0.5000,1.38,18.14,0.460,,1,0,,,,,,-2.22918,0.39162,,,,
2.159,0.5000,0.5000,0.5000,0.5000,1.49,18.38,0.464,,1,0,,,,,,-2.02903,0.36557,,,,
2.199,0.5000,0.5000,0.5000,0.5000,1.67,18.80,0.457,,1,0,,,,,,-1.45314,0.29062,,,,
2.237,0.5000,0.5000,0.5000,0.5000,1.84,19.11,0.449,,1,0,,,,,,-1.09889,0.26754,,,,
2.262,0.5000,0.5000,0.5000,0.5000,2.01,19.35,0.446,,1,0,,,,,,-0.91630,0.24888,,,,
2.296,0.5000,0.5000,0.5000,0.5000,2.16,19.54,0.453,,1,0,,,,,,-0.80253,0.24504,,,,
2.320,0.5000,0.5000,0.5000,0.5000,2.29,19.71,0.444,,1,0,,,,,,-0.67593,0.24773,,,,
2.362,0.5000,0.5000,0.5000,0.5000,2.43,19.79,0.442,,1,0,,,,,,-0.61042,0.26619,,,,
2.393,0.5000,0.5000,0.5000,0.5000,2.55,19.83,0.438,,1,0,,,,,,-0.56913,0.30540,,,,
2.425,0.5000,0.5000,0.5000,0.5000,2.64,19.89,0.441,,1,0,,,,,,-0.56834,0.33101,,,,
2.456,0.5000,0.5000,0.5000,0.5000,2.71,19.94,0.445,,1,0,,,,,,-0.58930,0.36332,,,,
2.486,0.5000,0.5000,0.5000,0.5000,2.74,19.98,0.441,,1,0,,,,,,-0.64157,0.37856,,,,
2.517,0.5000,0.5000,0.5000,0.5000,2.76,20.06,0.442,,1,0,,,,,,-0.66920,0.39961,,,,
2.555,0.5000,0.5000,0.5000,0.5000,2.77,20.17,0.446,,1,0,,,,,,-0.72573,0.41599,,,,
2.581,0.5000,0.5000,0.5000,0.5000,2.78,20.23,0.441,,1,0,,,,,,-0.76155,0.44285,,,,
2.607,0.5000,0.5000,0.5000,0.5000,2.79,20.21,0.441,,1,0,,,,,,-0.81152,0.44399,,,,
2.667,0.5000,0.5000,0.5000,0.5000,2.79,20.13,0.448,,1,0,,,,,,-0.94275,0.45126,,,,
2.699,0.5000,0.5000,0.5000,0.5000,2.78,20.07,0.447,,1,0,,,,,,-1.02614,0.45678,,,,
2.720,0.5000,0.5000,0.5000,0.5000,2.76,19.97,0.450,,1,0,,,,,,-1.11588,0.46332,,,,
2.763,0.5000,0.5000,0.5000,0.5000,2.74,19.90,0.451,,1,0,,,,,,-1.21297,0.47344,,,,
2.797,0.5000,0.5000,0.5000,0.5000,2.73,19.85,0.450,,1,0,,,,,,-1.31495,0.48172,,,,
2.817,0.5000,0.5000,0.5000,0.5000,2.72,19.79,0.448,,1,0,,,,,,-1.41269,0.48693,,,,
2.857,0.5000,0.5000,0.5000,0.5000,2.69,19.77,0.446,,1,0,,,,,,-1.46239,0.49273,,,,
2.888,0.5000,0.5000,0.5000,0.5000,2.65,19.76,0.442,,1,0,,,,,,-1.54804,0.50590,,,,
2.917,0.5000,0.5000,0.5000,0.5000,2.63,19.71,0.443,,1,0,,,,,,-1.60617,0.51073,,,,
2.946,0.5000,0.5000,0.5000,0.5000,2.60,19.63,0.439,,1,0,,,,,,-1.65680,0.51560,,,,
2.976,0.5000,0.5000,0.5000,0.5000,2.57,19.54,0.436,,1,0,,,,,,-1.69201,0.52796,,,,
3.017,0.5000,0.5000,0.5000,0.5000,2.54,19.52,0.445,,1,0,,,,,,-1.73922,0.54040,,,,
3.047,0.5000,0.5000,0.5000,0.5000,2.51,19.47,0.442,,1,0,,,,,,-1.75822,0.54651,,,,
3.079,0.5000,0.5000,0.5000,0.5000,2.49,19.44,0.442,,1,0,,,,,,-1.76204,0.55023,,,,
3.113,0.5000,0.5000,0.5000,0.5000,2.47,19.45,0.445,,1,0,,,,,,-1.77724,0.55429,,,,
3.147,0.5000,0.5000,0.5000,0.5000,2.45,19.44,0.444,,1,0,,,,,,-1.76942,0.55852,,,,
3.168,0.5000,0.5000,0.5000,0.5000,2.43,19.44,0.442,,1,0,,,,,,-1.75337,0.56469,,,,
3.227,0.5000,0.5000,0.5000,0.5000,2.43,19.43,0.443,,1,0,,,,,,-1.75193,0.57863,,,,
3.257,0.5000,0.5000,0.5000,0.5000,2.42,19.42,0.443,,1,0,,,,,,-1.74494,0.58108,,,,
3.280,0.5000,0.5000,0.5000,0.5000,2.41,19.42,0.445,,1,0,,,,,,-1.74161,0.58608,,,,
3.317,0.5000,0.5000,0.5000,0.5000,2.41,19.42,0.446,,1,0,,,,,,-1.73129,0.58586,,,,
3.346,0.5000,0.5000,0.5000,0.5000,2.40,19.44,0.445,,1,0,,,,,,-1.71691,0.59007,,,,
3.380,0.5000,0.5000,0.5000,0.5000,2.39,19.47,0.443,,1,0,,,,,,-1.68259,0.59124,,,,
3.418,0.5000,0.5000,0.5000,0.5000,2.39,19.52,0.445,,1,0,,,,,,-1.59968,0.59910,,,,
3.451,0.5000,0.5000,0.5000,0.5000,2.41,19.60,0.416,,1,0,,,,,,-1.59685,0.66264,,,,
3.479,0.5000,0.5000,0.5000,0.5000,2.44,19.63,0.331,,1,0,,,,,,-1.55057,0.76869,,,,
3.504,0.5000,0.5000,0.5000,0.5000,2.46,19.60,0.260,,1,0,,,,,,-1.48283,0.85558,,,,
3.548,0.5000,0.5000,0.5000,0.5000,2.50,19.57,0.279,,1,0,,,,,,-1.43536,0.90341,,,,
3.574,0.5000,0.5000,0.5000,0.5000,2.53,19.52,0.309,,1,0,,,,,,-1.40517,0.96075,,,,
3.605,0.5000,0.5000,0.5000,0.5000,2.54,19.45,0.326,,1,0,,,,,,-1.40049,1.02552,,,,
3.637,0.5000,0.5000,0.5000,0.5000,2.54,19.42,0.339,,1,0,,,,,,-1.36329,1.09001,,,,
3.669,0.5000,0.5000,0.5000,0.5000,2.54,19.35,0.354,,1,0,,,,,,-1.35574,1.13366,,,,
3.699,0.5000,0.5000,0.5000,0.5000,2.54,19.28,0.363,,1,0,,,,,,-1.33324,1.16998,,,,
3.730,0.5000,0.5000,0.5000,0.5000,2.52,19.22,0.367,,1,0,,,,,,-1.31593,1.18495,,,,
3.814,0.5000,0.5000,0.5000,0.5000,2.50,19.17,0.363,,1,0,,,,,,-1.26806,1.20837,,,,
3.849,0.5000,0.5000,0.5000,0.5000,2.49,19.14,0.363,,1,0,,,,,,-1.25424,1.21442,,,,
3.865,0.5000,0.5000,0.5000,0.5000,2.49,19.12,0.358,,1,0,,,,,,-1.20509,1.21947,,,,
3.898,0.5000,0.5000,0.5000,0.5000,2.49,19.13,0.352,,1,0,,,,,,-1.18378,1.25578,,,,
3.927,0.5000,0.5000,0.5000,0.5000,2.48,19.07,0.307,,1,0,,,,,,-1.16105,1.33533,,,,
3.950,0.5000,0.5000,0.5000,0.5000,2.45,18.89,0.206,,1,0,,,,,,-1.12320,1.49032,,,,
3.976,0.5000,0.5000,0.5000,0.5000,2.40,18.59,0.144,,1,0,,,,,,-1.11099,1.68526,,,,
4.011,0.5000,0.5000,0.5000,0.5000,2.33,18.23,0.136,,1,0,,,,,,-1.09859,1.86247,,,,
4.041,0.5000,0.5000,0.5000,0.5000,2.24,17.85,0.134,,1,0,,,,,,-1.07247,1.96540,,,,
4.076,0.5000,0.5000,0.5000,0.5000,2.11,17.40,0.150,,1,0,,,,,,-1.08220,2.02836,,,,
4.100,0.5000,0.5000,0.5000,0.5000,2.02,17.01,0.161,,1,0,,,,,,-1.09056,2.03724,,,,
4.133,0.5000,0.5000,0.5000,0.5000,1.94,16.72,0.147,,1,0,,,,,,-1.11372,2.04620,,,,
4.197,0.5000,0.5000,0.5000,0.5000,1.81,16.12,0.145,,1,0,,,,,,-1.12822,2.02477,,,,
4.235,0.5000,0.5000,0.5000,0.5000,1.76,15.82,0.137,,1,0,,,,,,-1.12962,2.04531,,,,
4.267,0.5000,0.5000,0.5000,0.5000,1.72,15.56,0.128,,1,0,,,,,,-1.13769,2.04954,,,,
4.299,0.5000,0.5000,0.5000,0.5000,1.70,15.32,0.136,,1,0,,,,,,-1.12952,2.04397,,,,
4.319,0.5000,0.5000,0.5000,0.5000,1.68,15.14,0.144,,1,0,,,,,,-1.10802,2.03993,,,,
4.367,0.5000,0.5000,0.5000,0.5000,1.70,15.19,0.301,,1,0,,,,,,-1.01452,1.84538,,,,
4.400,0.5000,0.5000,0.5000,0.5000,1.68,15.32,0.387,,1,0,,,,,,-0.99680,1.70831,,,,
4.437,0.5000,0.5000,0.5000,0.5000,1.66,15.42,0.406,,1,0,,,,,,-0.99338,1.67736,,,,
4.465,0.5000,0.5000,0.5000,0.5000,1.65,15.53,0.419,,1,0,,,,,,-0.99606,1.61347,,,,
4.487,0.5000,0.5000,0.5000,0.5000,1.63,15.63,0.432,,1,0,,,,,,-0.99268,1.57493,,,,
4.521,0.5000,0.5000,0.5000,0.5000,1.62,15.73,0.433,,1,0,,,,,,-1.00373,1.55793,,,,
4.547,0.5000,0.5000,0.5000,0.5000,1.59,15.80,0.431,,1,0,,,,,,-1.01080,1.55528,,,,
4.597,0.5000,0.5000,0.5000,0.5000,1.55,15.98,0.438,,1,0,,,,,,-1.01106,1.48630,,,,
4.635,0.5000,0.5000,0.5000,0.5000,1.51,16.12,0.455,,1,0,,,,,,-1.00559,1.43063,,,,
4.667,0.5000,0.5000,0.5000,0.5000,1.46,16.26,0.465,,1,0,,,,,,-0.99305,1.38729,,,,
4.687,0.5000,0.5000,0.5000,0.5000,1.41,16.39,0.467,,1,0,,,,,,-0.98890,1.35658,,,,
4.727,0.5000,0.5000,0.5000,0.5000,1.36,16.50,0.468,,1,0,,,,,,-0.98643,1.33511,,,,
4.763,0.5000,0.5000,0.5000,0.5000,1.32,16.60,0.464,,1,0,,,,,,-0.98195,1.29382,,,,
4.793,0.5000,0.5000,0.5000,0.5000,1.30,16.69,0.463,,1,0,,,,,,-0.92881,1.26836,,,,
4.817,0.5000,0.5000,0.5000,0.5000,1.28,16.77,0.467,,1,0,,,,,,-0.78877,1.29231,,,,
4.853,0.5000,0.5000,0.5000,0.5000,1.27,16.87,0.472,,1,0,,,,,,-0.71741,1.28334,,,,
4.891,0.5000,0.5000,0.5000,0.5000,1.25,16.96,0.476,,1,0,,,,,,-0.63217,1.27423,,,,
4.927,0.5000,0.5000,0.5000,0.5000,1.23,17.04,0.470,,1,0,,,,,,-0.57715,1.20903,,,,
4.967,0.5000,0.5000,0.5000,0.5000,1.22,17.03,0.473,,1,0,,,,,,-0.48215,1.17833,,,,
4.997,0.5000,0.5000,0.5000,0.5000,1.23,16.97,0.473,,1,0,,,,,,-0.39775,1.16832,,,,
5.035,0.5000,0.5000,0.5000,0.5000,1.22,16.88,0.472,,1,0,,,,,,-0.42968,1.13386,,,,
5.064,0.5000,0.5000,0.5000,0.5000,1.22,16.84,0.473,,1,0,,,,,,-0.46623,1.10592,,,,
5.098,0.5000,0.5000,0.5000,0.5000,1.21,16.78,0.472,,1,0,,,,,,-0.46485,1.08305,,,,
5.128,0.5000,0.5000,0.5000,0.5000,1.23,16.70,0.473,,1,0,,,,,,-0.45054,1.07906,,,,
5.158,0.5000,0.5000,0.5000,0.5000,1.25,16.59,0.476,,1,0,,,,,,-0.45236,1.07166,,,,
5.184,0.5000,0.5000,0.5000,0.5000,1.26,16.47,0.472,,1,0,,,,,,-0.44280,1.06458,,,,
5.217,0.5000,0.5000,0.5000,0.5000,1.29,16.42,0.471,,1,0,,,,,,-0.39284,1.07618,,,,
5.257,0.5000,0.5000,0.5000,0.5000,1.31,16.39,0.473,,1,0,,,,,,-0.33764,1.07035,,,,
5.279,0.5000,0.5000,0.5000,0.5000,1.32,16.27,0.475,,1,0,,,,,,-0.30402,1.08271,,,,
5.317,0.5000,0.5000,0.5000,0.5000,1.33,16.07,0.468,,1,0,,,,,,-0.19412,1.09845,,,,
5.347,0.5000,0.5000,0.5000,0.5000,1.33,15.82,0.462,,1,0,,,,,,-0.12376,1.09528,,,,
5.378,0.5000,0.5000,0.5000,0.5000,1.29,15.31,0.463,,1,0,,,,,,-0.05865,1.09008,,,,
5.413,0.5000,0.5000,0.5000,0.5000,1.25,14.81,0.461,,1,0,,,,,,-0.01464,1.07750,,,,
5.447,0.5000,0.5000,0.5000,0.5000,1.18,14.11,0.461,,1,0,,,,,,0.02968,1.07320,,,,
5.497,0.5000,0.5000,0.5000,0.5000,0.97,12.65,0.466,,1,0,,,,,,0.06872,1.06367,,,,
5.519,0.5000,0.5000,0.5000,0.5000,0.87,11.76,0.467,,1,0,,,,,,0.07523,1.05208,,,,
5.558,0.5000,0.5000,0.5000,0.5000,0.78,10.85,0.468,,1,0,,,,,,0.09254,1.04981,,,,
5.596,0.5000,0.5000,0.5000,0.5000,0.62,9.62,0.471,,1,0,,,,,,0.11061,1.05148,,,,
5.616,0.5000,0.5000,0.5000,0.5000,0.48,8.46,0.472,,1,0,,,,,,0.13391,1.05940,,,,
5.657,0.5000,0.5000,0.5000,0.5000,0.39,7.42,0.472,,1,0,,,,,,0.14003,1.06394,,,,
5.691,0.5000,0.5000,0.5000,0.5000,0.28,6.35,0.472,,1,0,,,,,,0.13914,1.05996,,,,
5.717,0.5000,0.5000,0.5000,0.5000,0.21,5.39,0.473,,1,0,,,,,,0.13608,1.06041,,,,
5.755,0.5000,0.5000,0.5000,0.5000,0.18,4.56,0.472,,1,0,,,,,,0.12664,1.05850,,,,
5.776,0.5000,0.5000,0.5000,0.5000,0.16,3.83,0.473,,1,0,,,,,,0.12411,1.05667,,,,
5.812,0.5000,0.5000,0.5000,0.5000,0.15,3.19,0.472,,1,0,,,,,,0.13072,1.05527,,,,
5.847,0.5000,0.5000,0.5000,0.5000,0.16,2.58,0.472,,1,0,,,,,,0.14493,1.06020,,,,
5.879,0.5000,0.5000,0.5000,0.5000,0.16,2.02,0.471,,1,0,,,,,,0.14893,1.06089,,,,
5.916,0.5000,0.5000,0.5000,0.5000,0.16,1.34,0.473,,1,0,,,,,,0.15502,1.05960,,,,
5.943,0.5000,0.5000,0.5000,0.5000,0.16,0.78,0.472,,1,0,,,,,,0.15488,1.06483,,,,
5.977,0.5000,0.5000,0.5000,0.5000,0.15,0.16,0.470,,1,0,,,,,,0.18047,1.07090,,,,
6.007,0.5000,0.5000,0.5000,0.5000,0.14,-0.44,0.468,,1,0,,,,,,0.19670,1.08353,,,,
6.049,0.5000,0.5000,0.5000,0.5000,0.14,-1.37,0.469,,1,0,,,,,,0.23220,1.10497,,,,
6.094,0.5000,0.5000,0.5000,0.5000,0.12,-2.11,0.470,,1,0,,,,,,0.23890,1.10687,,,,
6.112,0.5000,0.5000,0.5000,0.5000,0.11,-2.65,0.471,,1,0,,,,,,0.24171,1.10524,,,,
6.151,0.5000,0.5000,0.5000,0.5000,0.11,-3.17,0.470,,1,0,,,,,,0.25505,1.10855,,,,
6.176,0.5000,0.5000,0.5000,0.5000,0.13,-3.64,0.469,,1,0,,,,,,0.26955,1.11474,,,,
6.217,0.5000,0.5000,0.5000,0.5000,0.14,-4.13,0.468,,1,0,,,,,,0.27775,1.11577,,,,
6.247,0.5000,0.5000,0.5000,0.5000,0.16,-4.49,0.469,,1,0,,,,,,0.30726,1.13012,,,,
6.272,0.5000,0.5000,0.5000,0.5000,0.18,-4.86,0.469,,1,0,,,,,,0.31272,1.13089,,,,
6.313,0.5000,0.5000,0.5000,0.5000,0.19,-5.17,0.468,,1,0,,,,,,0.32026,1.13110,,,,
6.352,0.5000,0.5000,0.5000,0.5000,0.19,-5.44,0.467,,1,0,,,,,,0.32293,1.13098,,,,
6.377,0.5000,0.5000,0.5000,0.5000,0.19,-5.72,0.467,,1,0,,,,,,0.31676,1.13428,,,,
6.399,0.5000,0.5000,0.5000,0.5000,0.20,-5.93,0.467,,1,0,,,,,,0.32215,1.13933,,,,
6.437,0.5000,0.5000,0.5000,0.5000,0.21,-6.15,0.467,,1,0,,,,,,0.32111,1.14093,,,,
6.677,0.5000,0.5000,0.5000,0.5000,0.28,-6.47,0.472,,1,0,,,,,,0.31447,1.11440,,,,
6.711,0.5000,0.5000,0.5000,0.5000,0.29,-6.49,0.471,,1,0,,,,,,0.31852,1.11388,,,,
6.747,0.5000,0.5000,0.5000,0.5000,0.31,-6.51,0.469,,1,0,,,,,,0.31904,1.10707,,,,
6.777,0.5000,0.5000,0.5000,0.5000,0.32,-6.57,0.468,,1,0,,,,,,0.32154,1.10189,,,,
6.807,0.5000,0.5000,0.5000,0.5000,0.34,-6.64,0.467,,1,0,,,,,,0.32211,1.09846,,,,
6.837,0.5000,0.5000,0.5000,0.5000,0.36,-6.71,0.465,,1,0,,,,,,0.32210,1.09819,,,,
6.874,0.5000,0.5000,0.5000,0.5000,0.39,-6.75,0.466,,1,0,,,,,,0.32118,1.09716,,,,
6.908,0.5000,0.5000,0.5000,0.5000,0.42,-6.76,0.463,,1,0,,,,,,0.32058,1.09494,,,,
6.937,0.5000,0.5000,0.5000,0.5000,0.45,-6.76,0.466,,1,0,,,,,,0.31610,1.08600,,,,
6.997,0.5000,0.5000,0.5000,0.5000,0.50,-6.75,0.462,,1,0,,,,,,0.30684,1.08506,,,,
7.032,0.5000,0.5000,0.5000,0.5000,0.52,-6.80,0.464,,1,0,,,,,,0.30060,1.08364,,,,
7.066,0.5000,0.5000,0.5000,0.5000,0.54,-6.79,0.464,,1,0,,,,,,0.28592,1.08304,,,,
7.087,0.5000,0.5000,0.5000,0.5000,0.56,-6.74,0.464,,1,0,,,,,,0.27127,1.08244,,,,
7.131,0.5000,0.5000,0.5000,0.5000,0.59,-6.66,0.462,,1,0,,,,,,0.25968,1.08573,,,,
7.157,0.5000,0.5000,0.5000,0.5000,0.61,-6.45,0.457,,1,0,,,,,,0.19486,1.07781,,,,
7.206,0.5000,0.5000,0.5000,0.5000,0.60,-5.27,0.420,,1,0,,,,,,-0.10600,1.08453,,,,
7.237,0.5000,0.5000,0.5000,0.5000,0.60,-4.43,0.409,,1,0,,,,,,-0.23598,1.10148,,,,
7.267,0.5000,0.5000,0.5000,0.5000,0.59,-3.72,0.401,,1,0,,,,,,-0.26421,1.12227,,,,
7.297,0.5000,0.5000,0.5000,0.5000,0.54,-2.58,0.405,,1,0,,,,,,-0.31864,1.12155,,,,
7.330,0.5000,0.5000,0.5000,0.5000,0.50,-1.46,0.405,,1,0,,,,,,-0.40033,1.12886,,,,
7.346,0.5000,0.5000,0.5000,0.5000,0.46,-0.37,0.408,,1,0,,,,,,-0.46943,1.14197,,,,
7.400,0.5000,0.5000,0.5000,0.5000,0.44,1.22,0.416,,1,0,,,,,,-0.61109,1.14349,,,,
7.428,0.5000,0.5000,0.5000,0.5000,0.44,2.29,0.418,,1,0,,,,,,-0.62789,1.14794,,,,
7.466,0.5000,0.5000,0.5000,0.5000,0.45,3.31,0.417,,1,0,,,,,,-0.65935,1.15289,,,,
7.498,0.5000,0.5000,0.5000,0.5000,0.48,4.33,0.416,,1,0,,,,,,-0.67309,1.16432,,,,
7.520,0.5000,0.5000,0.5000,0.5000,0.51,5.17,0.419,,1,0,,,,,,-0.67753,1.16783,,,,
7.561,0.5000,0.5000,0.5000,0.5000,0.55,6.00,0.415,,1,0,,,,,,-0.71936,1.18988,,,,
7.595,0.5000,0.5000,0.5000,0.5000,0.62,6.72,0.392,,1,0,,,,,,-0.80680,1.25185,,,,
7.621,0.5000,0.5000,0.5000,0.5000,0.68,7.45,0.367,,1,0,,,,,,-0.88917,1.29261,,,,
7.657,0.5000,0.5000,0.5000,0.5000,0.75,8.08,0.353,,1,0,,,,,,-0.93483,1.35061,,,,
7.690,0.5000,0.5000,0.5000,0.5000,0.82,8.72,0.332,,1,0,,,,,,-0.99105,1.40371,,,,
7.718,0.5000,0.5000,0.5000,0.5000,0.87,9.23,0.337,,1,0,,,,,,-1.05033,1.48313,,,,
7.766,0.5000,0.5000,0.5000,0.5000,0.93,9.94,0.325,,1,0,,,,,,-1.07740,1.57624,,,,
7.803,0.5000,0.5000,0.5000,0.5000,0.95,10.35,0.284,,1,0,,,,,,-1.08758,1.69279,,,,
7.823,0.5000,0.5000,0.5000,0.5000,0.95,10.52,0.151,,1,0,,,,,,-1.09376,1.85981,,,,
7.866,0.5000,0.5000,0.5000,0.5000,0.93,10.61,0.122,,1,0,,,,,,-1.06292,2.09541,,,,
7.905,0.5000,0.5000,0.5000,0.5000,0.90,10.68,0.117,,1,0,,,,,,-1.00121,2.19030,,,,
7.921,0.5000,0.5000,0.5000,0.5000,0.88,10.73,0.140,,1,0,,,,,,-0.97937,2.22847,,,,
7.966,0.5000,0.5000,0.5000,0.5000,0.87,10.79,0.133,,1,0,,,,,,-0.98060,2.21144,,,,
7.991,0.5000,0.5000,0.5000,0.5000,0.85,10.89,0.146,,1,0,,,,,,-0.98089,2.19387,,,,
8.024,0.5000,0.5000,0.5000,0.5000,0.83,10.99,0.147,,1,0,,,,,,-0.99345,2.16443,,,,
8.058,0.5000,0.5000,0.5000,0.5000,0.81,11.14,0.149,,1,0,,,,,,-0.99061,2.14418,,,,
8.087,0.5000,0.5000,0.5000,0.5000,0.80,11.25,0.156,,1,0,,,,,,-1.00664,2.13000,,,,
8.118,0.5000,0.5000,0.5000,0.5000,0.78,11.35,0.160,,1,0,,,,,,-1.01011,2.13432,,,,
8.143,0.5000,0.5000,0.5000,0.5000,0.77,11.60,0.313,,1,0,,,,,,-1.06466,1.93207,,,,
