time_s,gaze_x,gaze_y,raw_x,raw_y,pitch_deg,yaw_deg,ear,blink,face_detected,calibrated,calib_mgae_deg,calib_rmse,calib_point_idx,calib_target_x,calib_target_y,X_feat,Y_feat,loo_mgae_deg,loo_euc_cm,loo_euc_x_cm,loo_euc_y_cm,tap_target_x,tap_target_y
0.577,,,,,,,,,0,0,,,,,,,,,,,,,
0.627,,,,,,,,,0,0,,,,,,,,,,,,,
0.662,,,,,,,,,0,0,,,,,,,,,,,,,
0.688,,,,,,,,,0,0,,,,,,,,,,,,,
0.704,,,,,,,,,0,0,,,,,,,,,,,,,
0.729,,,,,,,,,0,0,,,,,,,,,,,,,
0.747,,,,,,,,,0,0,,,,,,,,,,,,,
0.789,,,,,,,,,0,0,,,,,,,,,,,,,
0.815,,,,,,,,,0,0,,,,,,,,,,,,,
0.841,,,,,,,,,0,0,,,,,,,,,,,,,
0.860,,,,,,,,,0,0,,,,,,,,,,,,,
0.906,,,,,,,,,0,0,,,,,,,,,,,,,
0.943,,,,,,,,,0,0,,,,,,,,,,,,,
0.974,,,,,,,,,0,0,,,,,,,,,,,,,
1.008,,,,,,,,,0,0,,,,,,,,,,,,,
1.041,,,,,,,,,0,0,,,,,,,,,,,,,
1.077,,,,,,,,,0,0,,,,,,,,,,,,,
1.097,,,,,,,,,0,0,,,,,,,,,,,,,
1.137,,,,,,,,,0,0,,,,,,,,,,,,,
1.162,,,,,,,,,0,0,,,,,,,,,,,,,
1.193,,,,,,,,,0,0,,,,,,,,,,,,,
1.227,,,,,,,,,0,0,,,,,,,,,,,,,
1.263,,,,,,,,,0,0,,,,,,,,,,,,,
1.291,,,,,,,,,0,0,,,,,,,,,,,,,
1.329,,,,,,,,,0,0,,,,,,,,,,,,,
1.385,,,,,,,,,0,0,,,,,,,,,,,,,
1.432,0.5000,0.5000,0.5000,0.5000,13.68,3.30,0.353,,1,0,,,,,,10.21002,-0.02327,,,,,,
1.471,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
1.498,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
1.532,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
1.555,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
1.579,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
1.605,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
1.633,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
1.656,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
1.690,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
1.721,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
1.795,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
1.817,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
1.851,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
1.889,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
1.913,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
1.948,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
1.976,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
2.009,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
2.057,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
2.076,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
2.095,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
2.120,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
2.197,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
2.226,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
2.252,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
2.282,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
2.321,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
2.355,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
2.379,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
2.409,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
2.443,0.5000,0.5000,,,,,,,0,0,,,,,,,,,,,,,
