time_s,gaze_x,gaze_y,raw_x,raw_y,pitch_deg,yaw_deg,ear,blink,face_detected,calibrated,calib_mgae_deg,calib_rmse
0.643,0.5000,0.5000,0.5000,0.5000,-4.70,9.22,0.146,,1,0,,
0.680,0.5000,0.5000,0.5000,0.5000,-4.78,9.17,0.113,,1,0,,
0.706,0.5000,0.5000,0.5000,0.5000,-4.82,9.15,0.108,,1,0,,
0.730,0.5000,0.5000,0.5000,0.5000,-4.86,9.15,0.100,,1,0,,
0.754,0.5000,0.5000,0.5000,0.5000,-4.91,9.17,0.100,,1,0,,
0.778,0.5000,0.5000,0.5000,0.5000,-4.96,9.18,0.115,,1,0,,
0.803,0.5000,0.5000,0.5000,0.5000,-4.98,9.27,0.138,,1,0,,
0.830,0.5000,0.5000,0.5000,0.5000,-5.00,9.35,0.162,,1,0,,
0.858,0.5000,0.5000,0.5000,0.5000,-5.00,9.46,0.174,,1,0,,
0.893,0.5000,0.5000,0.5000,0.5000,-4.98,9.58,0.198,,1,0,,
0.926,0.5000,0.5000,0.5000,0.5000,-4.95,9.67,0.200,,1,0,,
0.955,0.5000,0.5000,0.5000,0.5000,-4.94,9.76,0.201,,1,0,,
1.002,0.5000,0.5000,0.5000,0.5000,-4.89,9.89,0.206,,1,0,,
1.035,0.5000,0.5000,0.5000,0.5000,-4.86,10.05,0.213,,1,0,,
1.067,0.5000,0.5000,0.5000,0.5000,-4.83,10.21,0.216,,1,0,,
1.098,0.5000,0.5000,0.5000,0.5000,-4.81,10.34,0.226,,1,0,,
1.132,0.5000,0.5000,0.5000,0.5000,-4.82,10.48,0.235,,1,0,,
1.163,0.5000,0.5000,0.5000,0.5000,-4.82,10.63,0.243,,1,0,,
1.195,0.5000,0.5000,0.5000,0.5000,-4.81,10.77,0.254,,1,0,,
1.226,0.5000,0.5000,0.5000,0.5000,-4.80,10.91,0.252,,1,0,,
1.260,0.5000,0.5000,0.5000,0.5000,-4.80,11.06,0.261,,1,0,,
1.292,0.5000,0.5000,0.5000,0.5000,-4.80,11.19,0.250,,1,0,,
1.322,0.5000,0.5000,0.5000,0.5000,-4.81,11.34,0.239,,1,0,,
1.355,0.5000,0.5000,0.5000,0.5000,-4.85,11.46,0.241,,1,0,,
1.386,0.5000,0.5000,0.5000,0.5000,-4.88,11.56,0.239,,1,0,,
1.456,0.5000,0.5000,0.5000,0.5000,-4.87,11.84,0.216,,1,0,,
1.482,0.5000,0.5000,0.5000,0.5000,-4.87,11.96,0.207,,1,0,,
1.516,0.5000,0.5000,0.5000,0.5000,-4.88,12.07,0.201,,1,0,,
1.563,0.5000,0.5000,0.5000,0.5000,-4.86,12.24,0.223,,1,0,,
1.597,0.5000,0.5000,0.5000,0.5000,-4.86,12.31,0.218,,1,0,,
1.623,0.5000,0.5000,0.5000,0.5000,-4.85,12.35,0.212,,1,0,,
1.646,0.5000,0.5000,0.5000,0.5000,-4.84,12.38,0.214,,1,0,,
1.669,0.5000,0.5000,0.5000,0.5000,-4.82,12.38,0.213,,1,0,,
1.695,0.5000,0.5000,0.5000,0.5000,-4.82,12.38,0.209,,1,0,,
1.723,0.5000,0.5000,0.5000,0.5000,-4.82,12.37,0.199,,1,0,,
1.754,0.5000,0.5000,0.5000,0.5000,-4.81,12.36,0.224,,1,0,,
1.786,0.5000,0.5000,0.5000,0.5000,-4.81,12.36,0.220,,1,0,,
1.852,0.5000,0.5000,0.5000,0.5000,-4.80,12.42,0.213,,1,0,,
1.881,0.5000,0.5000,0.5000,0.5000,-4.82,12.40,0.192,,1,0,,
1.914,0.5000,0.5000,0.5000,0.5000,-4.84,12.38,0.190,,1,0,,
1.947,0.5000,0.5000,0.5000,0.5000,-4.85,12.37,0.182,,1,0,,
1.979,0.5000,0.5000,0.5000,0.5000,-4.88,12.32,0.170,,1,0,,
2.011,0.5000,0.5000,0.5000,0.5000,-4.92,12.27,0.168,,1,0,,
2.044,0.5000,0.5000,0.5000,0.5000,-4.95,12.21,0.165,,1,0,,
2.075,0.5000,0.5000,0.5000,0.5000,-5.02,12.16,0.178,,1,0,,
2.121,0.5000,0.5000,0.5000,0.5000,-5.09,12.12,0.175,,1,0,,
2.154,0.5000,0.5000,0.5000,0.5000,-5.14,12.10,0.165,,1,0,,
2.177,0.5000,0.5000,0.5000,0.5000,-5.17,12.09,0.162,,1,0,,
2.200,0.5000,0.5000,0.5000,0.5000,-5.20,12.08,0.164,,1,0,,
2.251,0.5000,0.5000,0.5000,0.5000,-5.28,11.98,0.161,,1,0,,
