time_s,gaze_x,gaze_y,raw_x,raw_y,pitch_deg,yaw_deg,ear,blink,face_detected,calibrated,calib_mgae_deg,calib_rmse,calib_point_idx,calib_target_x,calib_target_y,X_feat,Y_feat,loo_mgae_deg,loo_euc_cm,loo_euc_x_cm,loo_euc_y_cm,tap_target_x,tap_target_y
0.581,,,,,,,,,0,0,,,,,,,,,,,,,
0.621,,,,,,,,,0,0,,,,,,,,,,,,,
0.646,,,,,,,,,0,0,,,,,,,,,,,,,
0.663,,,,,,,,,0,0,,,,,,,,,,,,,
0.682,,,,,,,,,0,0,,,,,,,,,,,,,
0.713,,,,,,,,,0,0,,,,,,,,,,,,,
0.742,,,,,,,,,0,0,,,,,,,,,,,,,
0.777,,,,,,,,,0,0,,,,,,,,,,,,,
0.809,,,,,,,,,0,0,,,,,,,,,,,,,
0.839,,,,,,,,,0,0,,,,,,,,,,,,,
0.873,,,,,,,,,0,0,,,,,,,,,,,,,
0.905,,,,,,,,,0,0,,,,,,,,,,,,,
0.950,,,,,,,,,0,0,,,,,,,,,,,,,
0.987,,,,,,,,,0,0,,,,,,,,,,,,,
1.017,,,,,,,,,0,0,,,,,,,,,,,,,
1.048,,,,,,,,,0,0,,,,,,,,,,,,,
1.078,,,,,,,,,0,0,,,,,,,,,,,,,
1.112,,,,,,,,,0,0,,,,,,,,,,,,,
1.143,,,,,,,,,0,0,,,,,,,,,,,,,
1.176,,,,,,,,,0,0,,,,,,,,,,,,,
1.208,,,,,,,,,0,0,,,,,,,,,,,,,
1.240,,,,,,,,,0,0,,,,,,,,,,,,,
1.270,,,,,,,,,0,0,,,,,,,,,,,,,
1.301,,,,,,,,,0,0,,,,,,,,,,,,,
1.334,,,,,,,,,0,0,,,,,,,,,,,,,
1.400,,,,,,,,,0,0,,,,,,,,,,,,,
1.433,,,,,,,,,0,0,,,,,,,,,,,,,
1.466,,,,,,,,,0,0,,,,,,,,,,,,,
1.510,,,,,,,,,0,0,,,,,,,,,,,,,
1.543,,,,,,,,,0,0,,,,,,,,,,,,,
1.560,,,,,,,,,0,0,,,,,,,,,,,,,
1.581,,,,,,,,,0,0,,,,,,,,,,,,,
1.609,,,,,,,,,0,0,,,,,,,,,,,,,
1.638,,,,,,,,,0,0,,,,,,,,,,,,,
1.673,,,,,,,,,0,0,,,,,,,,,,,,,
1.702,,,,,,,,,0,0,,,,,,,,,,,,,
1.737,,,,,,,,,0,0,,,,,,,,,,,,,
1.803,,,,,,,,,0,0,,,,,,,,,,,,,
1.834,,,,,,,,,0,0,,,,,,,,,,,,,
1.865,,,,,,,,,0,0,,,,,,,,,,,,,
1.896,,,,,,,,,0,0,,,,,,,,,,,,,
1.927,,,,,,,,,0,0,,,,,,,,,,,,,
1.960,,,,,,,,,0,0,,,,,,,,,,,,,
1.991,,,,,,,,,0,0,,,,,,,,,,,,,
2.021,,,,,,,,,0,0,,,,,,,,,,,,,
2.073,,,,,,,,,0,0,,,,,,,,,,,,,
2.103,,,,,,,,,0,0,,,,,,,,,,,,,
2.122,,,,,,,,,0,0,,,,,,,,,,,,,
2.140,,,,,,,,,0,0,,,,,,,,,,,,,
2.198,,,,,,,,,0,0,,,,,,,,,,,,,
2.233,,,,,,,,,0,0,,,,,,,,,,,,,
2.265,,,,,,,,,0,0,,,,,,,,,,,,,
2.293,,,,,,,,,0,0,,,,,,,,,,,,,
2.331,,,,,,,,,0,0,,,,,,,,,,,,,
2.360,,,,,,,,,0,0,,,,,,,,,,,,,
2.394,,,,,,,,,0,0,,,,,,,,,,,,,
2.424,,,,,,,,,0,0,,,,,,,,,,,,,
2.456,,,,,,,,,0,0,,,,,,,,,,,,,
2.487,,,,,,,,,0,0,,,,,,,,,,,,,
2.521,,,,,,,,,0,0,,,,,,,,,,,,,
2.550,,,,,,,,,0,0,,,,,,,,,,,,,
2.583,,,,,,,,,0,0,,,,,,,,,,,,,
2.631,,,,,,,,,0,0,,,,,,,,,,,,,
2.663,,,,,,,,,0,0,,,,,,,,,,,,,
2.696,,,,,,,,,0,0,,,,,,,,,,,,,
2.728,,,,,,,,,0,0,,,,,,,,,,,,,
2.758,,,,,,,,,0,0,,,,,,,,,,,,,
2.792,,,,,,,,,0,0,,,,,,,,,,,,,
2.825,,,,,,,,,0,0,,,,,,,,,,,,,
2.854,,,,,,,,,0,0,,,,,,,,,,,,,
2.888,,,,,,,,,0,0,,,,,,,,,,,,,
2.919,,,,,,,,,0,0,,,,,,,,,,,,,
2.949,,,,,,,,,0,0,,,,,,,,,,,,,
2.982,,,,,,,,,0,0,,,,,,,,,,,,,
3.018,,,,,,,,,0,0,,,,,,,,,,,,,
3.049,,,,,,,,,0,0,,,,,,,,,,,,,
3.077,,,,,,,,,0,0,,,,,,,,,,,,,
3.111,,,,,,,,,0,0,,,,,,,,,,,,,
3.145,,,,,,,,,0,0,,,,,,,,,,,,,
3.177,,,,,,,,,0,0,,,,,,,,,,,,,
3.223,,,,,,,,,0,0,,,,,,,,,,,,,
3.254,,,,,,,,,0,0,,,,,,,,,,,,,
3.287,,,,,,,,,0,0,,,,,,,,,,,,,
3.322,,,,,,,,,0,0,,,,,,,,,,,,,
3.349,,,,,,,,,0,0,,,,,,,,,,,,,
3.384,,,,,,,,,0,0,,,,,,,,,,,,,
3.417,,,,,,,,,0,0,,,,,,,,,,,,,
3.448,,,,,,,,,0,0,,,,,,,,,,,,,
3.481,,,,,,,,,0,0,,,,,,,,,,,,,
3.510,,,,,,,,,0,0,,,,,,,,,,,,,
3.542,,,,,,,,,0,0,,,,,,,,,,,,,
3.573,,,,,,,,,0,0,,,,,,,,,,,,,
