time_s,gaze_x,gaze_y,raw_x,raw_y,pitch_deg,yaw_deg,ear,blink,face_detected,calibrated,calib_mgae_deg,calib_rmse,calib_point_idx,calib_target_x,calib_target_y,X_feat,Y_feat,loo_mgae_deg,loo_euc_cm,loo_euc_x_cm,loo_euc_y_cm,tap_target_x,tap_target_y
0.660,,,,,,,,,0,0,,,,,,,,,,,,,
0.712,,,,,,,,,0,0,,,,,,,,,,,,,
0.733,,,,,,,,,0,0,,,,,,,,,,,,,
0.760,,,,,,,,,0,0,,,,,,,,,,,,,
0.795,,,,,,,,,0,0,,,,,,,,,,,,,
0.825,,,,,,,,,0,0,,,,,,,,,,,,,
0.857,,,,,,,,,0,0,,,,,,,,,,,,,
0.892,,,,,,,,,0,0,,,,,,,,,,,,,
0.925,,,,,,,,,0,0,,,,,,,,,,,,,
0.972,,,,,,,,,0,0,,,,,,,,,,,,,
1.004,,,,,,,,,0,0,,,,,,,,,,,,,
1.033,,,,,,,,,0,0,,,,,,,,,,,,,
1.064,,,,,,,,,0,0,,,,,,,,,,,,,
1.096,,,,,,,,,0,0,,,,,,,,,,,,,
1.132,,,,,,,,,0,0,,,,,,,,,,,,,
1.164,,,,,,,,,0,0,,,,,,,,,,,,,
1.195,,,,,,,,,0,0,,,,,,,,,,,,,
1.225,,,,,,,,,0,0,,,,,,,,,,,,,
1.259,,,,,,,,,0,0,,,,,,,,,,,,,
1.292,,,,,,,,,0,0,,,,,,,,,,,,,
1.322,,,,,,,,,0,0,,,,,,,,,,,,,
1.391,,,,,,,,,0,0,,,,,,,,,,,,,
1.451,,,,,,,,,0,0,,,,,,,,,,,,,
1.501,,,,,,,,,0,0,,,,,,,,,,,,,
1.517,,,,,,,,,0,0,,,,,,,,,,,,,
1.564,,,,,,,,,0,0,,,,,,,,,,,,,
1.578,,,,,,,,,0,0,,,,,,,,,,,,,
1.626,,,,,,,,,0,0,,,,,,,,,,,,,
1.647,,,,,,,,,0,0,,,,,,,,,,,,,
1.692,,,,,,,,,0,0,,,,,,,,,,,,,
1.708,,,,,,,,,0,0,,,,,,,,,,,,,
1.738,,,,,,,,,0,0,,,,,,,,,,,,,
1.758,,,,,,,,,0,0,,,,,,,,,,,,,
1.803,,,,,,,,,0,0,,,,,,,,,,,,,
1.866,,,,,,,,,0,0,,,,,,,,,,,,,
1.885,,,,,,,,,0,0,,,,,,,,,,,,,
1.929,,,,,,,,,0,0,,,,,,,,,,,,,
1.948,,,,,,,,,0,0,,,,,,,,,,,,,
1.994,,,,,,,,,0,0,,,,,,,,,,,,,
2.015,,,,,,,,,0,0,,,,,,,,,,,,,
2.041,,,,,,,,,0,0,,,,,,,,,,,,,
2.058,,,,,,,,,0,0,,,,,,,,,,,,,
2.105,,,,,,,,,0,0,,,,,,,,,,,,,
2.171,,,,,,,,,0,0,,,,,,,,,,,,,
2.194,,,,,,,,,0,0,,,,,,,,,,,,,
2.235,,,,,,,,,0,0,,,,,,,,,,,,,
2.253,,,,,,,,,0,0,,,,,,,,,,,,,
2.280,,,,,,,,,0,0,,,,,,,,,,,,,
2.300,,,,,,,,,0,0,,,,,,,,,,,,,
2.345,,,,,,,,,0,0,,,,,,,,,,,,,
2.411,,,,,,,,,0,0,,,,,,,,,,,,,
2.434,,,,,,,,,0,0,,,,,,,,,,,,,
2.476,,,,,,,,,0,0,,,,,,,,,,,,,
2.492,,,,,,,,,0,0,,,,,,,,,,,,,
2.522,,,,,,,,,0,0,,,,,,,,,,,,,
2.541,,,,,,,,,0,0,,,,,,,,,,,,,
2.590,,,,,,,,,0,0,,,,,,,,,,,,,
2.610,,,,,,,,,0,0,,,,,,,,,,,,,
2.651,,,,,,,,,0,0,,,,,,,,,,,,,
2.715,,,,,,,,,0,0,,,,,,,,,,,,,
2.731,,,,,,,,,0,0,,,,,,,,,,,,,
2.762,,,,,,,,,0,0,,,,,,,,,,,,,
2.782,,,,,,,,,0,0,,,,,,,,,,,,,
2.825,,,,,,,,,0,0,,,,,,,,,,,,,
2.843,,,,,,,,,0,0,,,,,,,,,,,,,
2.892,,,,,,,,,0,0,,,,,,,,,,,,,
2.915,,,,,,,,,0,0,,,,,,,,,,,,,
2.956,,,,,,,,,0,0,,,,,,,,,,,,,
2.973,,,,,,,,,0,0,,,,,,,,,,,,,
3.001,,,,,,,,,0,0,,,,,,,,,,,,,
3.066,,,,,,,,,0,0,,,,,,,,,,,,,
3.085,,,,,,,,,0,0,,,,,,,,,,,,,
3.132,,,,,,,,,0,0,,,,,,,,,,,,,
3.153,,,,,,,,,0,0,,,,,,,,,,,,,
3.195,,,,,,,,,0,0,,,,,,,,,,,,,
3.210,,,,,,,,,0,0,,,,,,,,,,,,,
3.241,,,,,,,,,0,0,,,,,,,,,,,,,
3.260,,,,,,,,,0,0,,,,,,,,,,,,,
3.306,,,,,,,,,0,0,,,,,,,,,,,,,
3.373,,,,,,,,,0,0,,,,,,,,,,,,,
3.394,,,,,,,,,0,0,,,,,,,,,,,,,
3.433,,,,,,,,,0,0,,,,,,,,,,,,,
3.453,,,,,,,,,0,0,,,,,,,,,,,,,
3.482,,,,,,,,,0,0,,,,,,,,,,,,,
3.499,,,,,,,,,0,0,,,,,,,,,,,,,
3.547,,,,,,,,,0,0,,,,,,,,,,,,,
3.613,,,,,,,,,0,0,,,,,,,,,,,,,
3.632,,,,,,,,,0,0,,,,,,,,,,,,,
3.677,,,,,,,,,0,0,,,,,,,,,,,,,
3.695,,,,,,,,,0,0,,,,,,,,,,,,,
3.741,,,,,,,,,0,0,,,,,,,,,,,,,
3.756,,,,,,,,,0,0,,,,,,,,,,,,,
3.785,,,,,,,,,0,0,,,,,,,,,,,,,
3.805,,,,,,,,,0,0,,,,,,,,,,,,,
3.850,,,,,,,,,0,0,,,,,,,,,,,,,
3.916,,,,,,,,,0,0,,,,,,,,,,,,,
3.931,,,,,,,,,0,0,,,,,,,,,,,,,
3.979,,,,,,,,,0,0,,,,,,,,,,,,,
3.999,,,,,,,,,0,0,,,,,,,,,,,,,
4.027,,,,,,,,,0,0,,,,,,,,,,,,,
4.044,,,,,,,,,0,0,,,,,,,,,,,,,
4.092,,,,,,,,,0,0,,,,,,,,,,,,,
4.109,,,,,,,,,0,0,,,,,,,,,,,,,
4.157,,,,,,,,,0,0,,,,,,,,,,,,,
4.173,,,,,,,,,0,0,,,,,,,,,,,,,
4.217,,,,,,,,,0,0,,,,,,,,,,,,,
4.266,,,,,,,,,0,0,,,,,,,,,,,,,
4.287,,,,,,,,,0,0,,,,,,,,,,,,,
4.330,,,,,,,,,0,0,,,,,,,,,,,,,
4.351,,,,,,,,,0,0,,,,,,,,,,,,,
4.396,,,,,,,,,0,0,,,,,,,,,,,,,
4.414,,,,,,,,,0,0,,,,,,,,,,,,,
4.456,,,,,,,,,0,0,,,,,,,,,,,,,
4.472,,,,,,,,,0,0,,,,,,,,,,,,,
4.505,,,,,,,,,0,0,,,,,,,,,,,,,
4.523,,,,,,,,,0,0,,,,,,,,,,,,,
4.569,,,,,,,,,0,0,,,,,,,,,,,,,
4.634,,,,,,,,,0,0,,,,,,,,,,,,,
4.654,,,,,,,,,0,0,,,,,,,,,,,,,
4.700,,,,,,,,,0,0,,,,,,,,,,,,,
4.718,,,,,,,,,0,0,,,,,,,,,,,,,
